Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,3,Drew Devine,TOP,"Ball, Ball, Swinging Strike, Ball, 3 Drew Devine putout (5-3) for out number 1",3,1,,1,
2,16,Zane Zurbrugg,TOP,"Ball, Called Strike, Called Strike, 16 Zane Zurbrugg advances to 1st (single)",1,2,1,,
3,11,Connor Panas,TOP,"Ball, Foul, Ball, 11 Connor Panas putout (fly outto right field) for out number 2",2,1,,1,
4,26,Jason Rogers,TOP,"Called Strike, Ball, Swinging Strike, Foul, Foul,26 Jason Rogers advances to 2nd (double), 16 ZaneZurbrugg advances to 3rd (26)",1,2,1,,
5,25,Luke Roskam,TOP,"Ball, Ball, 25 Luke Roskam putout (4-3) for out number 3",2,0,,1,
6,4,Aaron Whitefield,BOTTOM,"Ball, Foul, Foul, Ball, Foul, Ball, Foul, 4 AaronWhitefield advances to 1st (walk)",3,2,,,
7,3,Jordan Barth,BOTTOM,3 Jordan Barth putout (1-3 SH) for out number 1,0,0,,,1
8,11,Jabari Henry,BOTTOM,"Called Strike, 4 Aaron Whitefield advances to 3rd(stolen base), 4 Aaron Whitefield Scores Earned (error by the catcher), 11 Jabari Henry putout (flyout to left field) for out number 2",0,1,,,1
9,20,Mike Hart,BOTTOM,"Called Strike, Swinging Strike, 20 Mike Hart putout (fly out to center field) for out number 3",0,2,,,1
10,44,Yanio Perez,TOP,"Ball, Called Strike, Foul, Ball, 44 Yanio Perez advances to 1st (single)",2,2,1,,
11,10,Aaron Takacs,TOP,"Called Strike, 10 Aaron Takacs advances to 1st (single), 44 Yanio Perez advances to 2nd (5)",0,1,1,,
12,5,Nate Samson,TOP,"Ball, Ball, 5 Nate Samson putout (fly out to center field) for out number 1",2,0,,1,
13,7,Nick Anderson,TOP,"Ball, Swinging Strike, 7 Nick Anderson advances to1st (single), 10 Aaron Takacs advances to 2nd (7), 44 Yanio Perez advances to 3rd (7)",1,1,1,,
14,3,Drew Devine,TOP,"Ball, Foul, Ball, Foul, 3 Drew Devine putout (strike out swinging) for out number 2",2,2,,1,
15,16,Zane Zurbrugg,TOP,"Called Strike, Ball, Called Strike, 16 Zane Zurbrugg putout (fly out to right field) for out number3",1,2,,1,
16,21,Darnell Sweeney,BOTTOM,21 Darnell Sweeney putout (fly out to right field)for out number 1,0,0,,,1
17,5,Trevor Achenbach,BOTTOM,"Ball, Ball, Ball, 5 Trevor Achenbach advances to 1st (walk)",3,0,,,
18,16,Hunter Clanin,BOTTOM,"Ball, Foul, Ball, 5 Trevor Achenbach advances to 2nd (16), 16 Hunter Clanin putout (5-3) for out number 2",2,1,,,1
19,29,Spencer Sarringar,BOTTOM,"Ball, Foul, Swinging Strike, Foul, Foul, 29 Spencer Sarringar putout (6-3) for out number 3",1,2,,,1
20,11,Connor Panas,TOP,"Foul, Ball, 11 Connor Panas advances to 1st (single)",1,1,1,,
21,26,Jason Rogers,TOP,"Called Strike, Called Strike, Ball, 11 Connor Panas putout (6-4) for out number 1, 26 Jason Rogers putout (6-4-3 DP) for out number 2",1,2,,1,
22,25,Luke Roskam,TOP,"Ball, Ball, 25 Luke Roskam putout (4-3) for out number 3",2,0,,1,
23,0,Osvaldo Martinez,BOTTOM,"Called Strike, Called Strike, Ball, Foul, Foul, Ball, Ball, Foul, Foul, 0 Osvaldo Martinez putout (fly out to right field) for out number 1",3,2,,,1
24,4,Aaron Whitefield,BOTTOM,"Ball, Ball, Ball, 4 Aaron Whitefield advances to 1st (walk)",3,0,,,
25,3,Jordan Barth,BOTTOM,"4 Aaron Whitefield putout (6-4) for out number 2,3 Jordan Barth putout (6-4-3 DP) for out number 3",0,0,,,1
26,44,Yanio Perez,TOP,"Called Strike, Ball, Ball, 44 Yanio Perez putout (fly out to center field) for out number 1",2,1,,1,
27,10,Aaron Takacs,TOP,"Ball, 10 Aaron Takacs putout (6-3) for out number2",1,0,,1,
28,5,Nate Samson,TOP,"Ball, Ball, 5 Nate Samson putout (fly out to leftfield) for out number 3",2,0,,1,
29,11,Jabari Henry,BOTTOM,"Ball, Ball, Ball, 11 Jabari Henry advances to 1st(walk)",3,0,,,
30,20,Mike Hart,BOTTOM,"Ball, Called Strike, Ball, Swinging Strike, Ball,20 Mike Hart advances to 1st (walk), 11 Jabari Henry advances to 2nd (20)",3,2,,,
31,21,Darnell Sweeney,BOTTOM,"Called Strike, Foul, Foul, Foul, Ball, Foul, Foul,Ball, 20 Mike Hart advances to 2nd (20), 11 Jabari Henry advances to 3rd (wild pitch), 21 Darnell Sweeney advances to 3rd (triple), 11 Jabari Henry Scores Earned (21), 20 Mike Hart Scores Earned (21)Defensive Substitution   10 Aaron Takacs moves to Center Field.Defensive Substitution   24 Luis Roman subs for Nick Anderson at Third Base.Pitching Substitution    17 Walter Borkovich subs for Abdallah Aris Pitcher.",2,2,1,,
32,5,Trevor Achenbach,BOTTOM,"Ball, Foul, Ball, 5 Trevor Achenbach advances to 1st (single), 21 Darnell Sweeney Scores Earned (5)",2,1,1,,
33,16,Hunter Clanin,BOTTOM,"Ball, Called Strike, Ball, Called Strike, 5 TrevorAchenbach putout (5-4) for out number 1, 16 Hunter Clanin putout (5-4-3 DP) for out number 2",2,2,,,1
34,29,Spencer Sarringar,BOTTOM,29 Spencer Sarringar putout (fly out to the thirdbaseman) for out number 3,0,0,,,1
35,24,Luis Roman,TOP,"Ball, Called Strike, Foul, 24 Luis Roman putout (5-3) for out number 1",1,2,,1,
36,3,Drew Devine,TOP,"Called Strike, Ball, 3 Drew Devine putout (6-3) for out number 2",1,1,,1,
37,16,Zane Zurbrugg,TOP,"Called Strike, Ball, Ball, 16 Zane Zurbrugg putout(5-3) for out number 3",2,1,,1,
38,0,Osvaldo Martinez,BOTTOM,"Called Strike, 0 Osvaldo Martinez putout (6-3) forout number 1",0,1,,,1
39,4,Aaron Whitefield,BOTTOM,"Ball, Swinging Strike, Swinging Strike, 4 Aaron Whitefield putout (strike out swinging) for out number 2",1,2,,,1
40,3,Jordan Barth,BOTTOM,"Called Strike, Swinging Strike, 3 Jordan Barth putout (strike out swinging) for out number 3",0,2,,,1
41,11,Connor Panas,TOP,"Called Strike, Foul, Ball, 11 Connor Panas advances to 1st (single)",1,2,1,,
42,26,Jason Rogers,TOP,"Called Strike, Ball, 26 Jason Rogers putout (fly out to left field) for out number 1",1,1,,1,
43,25,Luke Roskam,TOP,"Ball, Ball, Called Strike, Swinging Strike, 25 Luke Roskam putout (strike out swinging) for out number 2",2,2,,1,
44,44,Yanio Perez,TOP,"Ball, Ball, Called Strike, Called Strike, Ball, Foul, Foul, 44 Yanio Perez putout (4) for out number3",3,2,,1,
45,11,Jabari Henry,BOTTOM,"Ball, Called Strike, 11 Jabari Henry putout (3un)for out number 1",1,1,,,1
46,20,Mike Hart,BOTTOM,20 Mike Hart advances to 1st (single),0,0,1,,
47,21,Darnell Sweeney,BOTTOM,"Ball, Ball, 21 Darnell Sweeney advances to 1st (single), 20 Mike Hart advances to 2nd (21)",2,0,1,,
48,5,Trevor Achenbach,BOTTOM,"Ball, Called Strike, 21 Darnell Sweeney advances to 2nd (stolen base), 20 Mike Hart advances to 3rd(stolen base), Ball, 5 Trevor Achenbach putout (fly out to the third baseman) for out number 2",2,1,,,1
49,16,Hunter Clanin,BOTTOM,"Swinging Strike, Ball, Swinging Strike, 16 HunterClanin putout (fly out to right field) for out number 3",1,2,,,1
50,10,Aaron Takacs,TOP,"Foul, Ball, Ball, Foul, Ball, 10 Aaron Takacs advances to 1st (walk)",3,2,,,
51,5,Nate Samson,TOP,"Called Strike, 5 Nate Samson advances to 2nd (double), 10 Aaron Takacs advances to 3rd (5)",0,1,1,,
52,24,Luis Roman,TOP,"Called Strike, Foul, Ball, Foul, Foul, Ball, 24 Luis Roman putout (strike out swinging) for out number 1Pitching Substitution    13 Christian Johnson subs for Neil Lang Pitcher.",2,2,,1,
53,3,Drew Devine,TOP,"Ball, Swinging Strike, Swinging Strike, Ball, 3 Drew Devine putout (strike out) for out number 2",2,2,,1,
54,16,Zane Zurbrugg,TOP,"Ball, Called Strike, 16 Zane Zurbrugg putout (flyout to center field) for out number 3",1,1,,1,
55,29,Spencer Sarringar,BOTTOM,"Ball, Ball, Ball, Called Strike, Called Strike, 29Spencer Sarringar putout (strike out) for out number 1",3,2,,,1
56,0,Osvaldo Martinez,BOTTOM,"Called Strike, Ball, Called Strike, 0 Osvaldo Martinez advances to 1st (single)",1,2,1,,
57,4,Aaron Whitefield,BOTTOM,"Called Strike, Swinging Strike, 4 Aaron WhitefieldScores Earned (home run), 0 Osvaldo Martinez Scores Earned (4)",0,2,1,,
58,3,Jordan Barth,BOTTOM,"Ball, Ball, Ball, 3 Jordan Barth advances to 1st (walk)",3,0,,,
59,11,Jabari Henry,BOTTOM,"Called Strike, 3 Jordan Barth advances to 2nd (stolen base), Ball, Ball, Called Strike, Foul, 3 Jordan Barth advances to 3rd (11), 11 Jabari Henry putout (6-3) for out number 2",2,2,,,1
60,20,Mike Hart,BOTTOM,"Foul, Swinging Strike, 20 Mike Hart putout (strikeout) for out number 3",0,2,,,1
61,11,Connor Panas,TOP,"Called Strike, Ball, Ball, Ball, 11 Connor Panas advances to 1st (walk)",3,1,,,
62,26,Jason Rogers,TOP,"Ball, Ball, Called Strike, Called Strike, 26 JasonRogers putout (strike out) for out number 1",2,2,,1,
63,25,Luke Roskam,TOP,"Ball, Foul, Called Strike, Foul, Ball, Ball, 25 Luke Roskam advances to 1st (walk), 11 Connor Panasadvances to 2nd (25)",3,2,,,
64,44,Yanio Perez,TOP,"Called Strike, Foul, Ball, Foul, 25 Luke Roskam putout (4-6) for out number 2, 44 Yanio Perez putout(4-6-3 DP) for out number 3",1,2,,1,
65,21,Darnell Sweeney,BOTTOM,"Ball, Called Strike, Foul, 21 Darnell Sweeney advances to 1st (hit by pitch)",1,2,,,
66,5,Trevor Achenbach,BOTTOM,"Called Strike, Ball, Swinging Strike, Ball, 5 Trevor Achenbach putout (fly out to right field) for out number 1",2,2,,,1
67,16,Hunter Clanin,BOTTOM,"Ball, 21 Darnell Sweeney putout (2-3-4 PO) for outnumber 2, Ball, Called Strike, 16 Hunter Clanin putout (4-3) for out number 3",2,1,,,1
68,10,Aaron Takacs,TOP,"Ball, 10 Aaron Takacs advances to 2nd (double)",1,0,1,,
69,5,Nate Samson,TOP,"Ball, Foul, Foul, 5 Nate Samson putout (6) for outnumber 1",1,2,,1,
70,24,Luis Roman,TOP,"Called Strike, Called Strike, Ball, Ball, Ball, 24Luis Roman advances to 1st (walk)",3,2,,,
71,3,Drew Devine,TOP,"Foul, Ball, Ball, Foul, Foul, Ball, Foul, Foul, 3Drew Devine putout (fly out to left field) for outnumber 2",3,2,,1,
72,16,Zane Zurbrugg,TOP,"Called Strike, 16 Zane Zurbrugg advances to 1st (single), 24 Luis Roman advances to 2nd (16), 10 Aaron Takacs advances to 3rd (16)",0,1,1,,
73,11,Connor Panas,TOP,"Ball, 11 Connor Panas putout (4-3) for out number3",1,0,,1,
