Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,1,Wyatt Ulrich,TOP,"Ball, Ball, Called Strike, Foul, Foul, 1 Wyatt Ulrich putout (6-3) for out number 1",2,2,,1,
2,0,Osvaldo Martinez,TOP,"Ball, Called Strike, Called Strike, 0 Osvaldo Martinez advances to 1st (single)",1,2,1,,
3,21,Darnell Sweeney,TOP,21 Darnell Sweeney putout (P6) for out number 2,0,0,,1,
4,15,Welington Dotel,TOP,"Ball, Swinging Strike, Ball, Ball, 15 Welington Dotel advances to 1st (walk), 0 Osvaldo Martinez advances to 2nd (15)",3,1,,,
5,20,Mike Hart,TOP,"Swinging Strike, Called Strike, Ball, Foul, Ball,20 Mike Hart putout (strike out swinging) for outnumber 3",2,2,,1,
6,9,Johneshwy Fargas,BOTTOM,"Called Strike, Called Strike, Foul, Ball, Ball, 9Johneshwy Fargas advances to 3rd (triple)",2,2,1,,
7,47,Jacob Robson,BOTTOM,"Foul, Called Strike, Ball, 47 Jacob Robson putout(strike out swinging) for out number 1",1,2,,,1
8,10,Jan Hernandez,BOTTOM,"Ball, Swinging Strike, Foul, Ball, Foul, 9 Johneshwy Fargas Scores Earned (10), 10 Jan Hernandez putout (6-3) for out number 2",2,2,,,1
9,7,Chris Herrmann,BOTTOM,"Called Strike, Ball, Ball, Ball, 7 Chris Herrmannadvances to 1st (walk)",3,1,,,
10,17,Gavin Collins,BOTTOM,"Ball, Ball, 17 Gavin Collins putout (L8) for out number 3",2,0,,,1
11,16,Hunter Clanin,TOP,"Foul, Called Strike, Ball, Ball, Ball, 16 Hunter Clanin advances to 1st (walk)",3,2,,,
12,3,Jordan Barth,TOP,"Ball, Swinging Strike, Ball, Ball, 3 Jordan Barthadvances to 1st (walk), 16 Hunter Clanin advancesto 2nd (3)",3,1,,,
13,5,Trevor Achenbach,TOP,"Foul, Called Strike, Ball, Ball, 5 Trevor Achenbach putout (FP 5) for out number 1",2,2,,1,
14,2,Marshall Rich,TOP,"Called Strike, Ball, Called Strike, 3 Jordan Barthputout (6-4) for out number 2, 2 Marshall Rich putout (6-4-3 DP) for out number 3",1,2,,1,
15,6,Keon Broxton,BOTTOM,"Ball, Ball, Foul, Ball, 6 Keon Broxton putout (5-3) for out number 1",3,1,,,1
16,14,Micker Adolfo,BOTTOM,"Ball, Ball, Foul, 14 Micker Adolfo putout (6-3) for out number 2",2,1,,,1
17,1,Justin Wylie,BOTTOM,"Ball, Swinging Strike, Called Strike, Ball, 1 Justin Wylie putout (5-3) for out number 3",2,2,,,1
18,1,Wyatt Ulrich,TOP,"Called Strike, Foul, 1 Wyatt Ulrich putout (1-3) for out number 1",0,2,,1,
19,0,Osvaldo Martinez,TOP,"Called Strike, Ball, Foul, Ball, 0 Osvaldo Martinez putout (strike out) for out number 2",2,2,,1,
20,21,Darnell Sweeney,TOP,"Ball, Foul, Ball, Ball, 21 Darnell Sweeney advances to 2nd (double)",3,1,1,,
21,15,Welington Dotel,TOP,"Ball, Ball, 15 Welington Dotel advances to 2nd (ground rule double), 21 Darnell Sweeney advances to3rd (), 21 Darnell Sweeney Scores Earned (15)",2,0,1,,
22,20,Mike Hart,TOP,"Ball, Foul, Called Strike, Ball, 20 Mike Hart putout (strike out swinging) for out number 3",2,2,,1,
23,4,L.J. Hatch,BOTTOM,"Called Strike, 4 L.J. Hatch putout (5-3) for out number 1",0,1,,,1
24,9,Johneshwy Fargas,BOTTOM,"Ball, Foul, 9 Johneshwy Fargas putout (fly out toleft field) for out number 2",1,1,,,1
25,47,Jacob Robson,BOTTOM,"Ball, Ball, Foul, Foul, Ball, 47 Jacob Robson putout (strike out swinging) for out number 3",3,2,,,1
26,16,Hunter Clanin,TOP,"Ball, 16 Hunter Clanin putout (5-3) for out number1",1,0,,1,
27,3,Jordan Barth,TOP,"Called Strike, Foul, 3 Jordan Barth putout (strikeout) for out number 2",0,2,,1,
28,5,Trevor Achenbach,TOP,"Ball, Ball, 5 Trevor Achenbach Scores Earned (homerun)",2,0,,,
29,2,Marshall Rich,TOP,2 Marshall Rich advances to 1st (single),0,0,1,,
30,1,Wyatt Ulrich,TOP,"Ball, 2 Marshall Rich advances to 2nd (wild pitch), Ball, Ball, Called Strike, 1 Wyatt Ulrich putout(6-3) for out number 3",3,1,,1,
31,10,Jan Hernandez,BOTTOM,"Ball, Called Strike, 10 Jan Hernandez advances to1st (error by the shortstop)",1,1,,,
32,7,Chris Herrmann,BOTTOM,"Called Strike, 7 Chris Herrmann advances to 1st (single), 10 Jan Hernandez advances to 2nd (), 10 Jan Hernandez advances to 3rd (7)",0,1,1,,
33,17,Gavin Collins,BOTTOM,"Ball, Ball, Ball, Called Strike, 17 Gavin Collinsadvances to 1st (single), 7 Chris Herrmann advances to 2nd (17), 10 Jan Hernandez Scores Unearned (17)",3,1,1,,
34,6,Keon Broxton,BOTTOM,"Ball, Called Strike, Foul, Foul, Foul, Ball, 6 Keon Broxton advances to 1st (single), 17 Gavin Collins advances to 2nd (6), 7 Chris Herrmann advancesto 3rd (6)",2,2,1,,
35,14,Micker Adolfo,BOTTOM,"Foul, Ball, Ball, 17 Gavin Collins advances to 3rd(14), 7 Chris Herrmann Scores Unearned (14), 6 Keon Broxton putout (6-4) for out number 1, 14 Micker Adolfo putout (6-4-3 DP) for out number 2",2,1,,,1
36,1,Justin Wylie,BOTTOM,"1 Justin Wylie advances to 1st (single), 17 GavinCollins Scores Unearned (1)",0,0,1,,
37,4,L.J. Hatch,BOTTOM,"Swinging Strike, Ball, Ball, 4 L.J. Hatch advancesto 2nd (double), 1 Justin Wylie advances to 3rd (4)",2,1,1,,
