Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,14,Cam Balego,TOP,14 Cam Balego putout (5-3) for out number 1,0,0,,1,
2,7,Roy Morales,TOP,"Ball, Foul, Ball, Foul, Foul, Ball, 7 Roy Moralesputout (strike out) for out number 2",3,2,,1,
3,13,Miguel Gomez,TOP,13 Miguel Gomez advances to 1st (single),0,0,1,,
4,21,Gabriel Cancel,TOP,"Ball, Ball, Ball, 21 Gabriel Cancel advances to 1st (walk), 13 Miguel Gomez advances to 2nd (21)",3,0,,,
5,26,Drew Ward,TOP,"Foul, 26 Drew Ward putout (6-3) for out number 3",0,1,,1,
6,0,Osvaldo Martinez,BOTTOM,"Called Strike, Ball, Ball, 0 Osvaldo Martinez putout (fly out to right field) for out number 1",2,1,,,1
7,3,Jordan Barth,BOTTOM,"Called Strike, Foul, 3 Jordan Barth putout (P4) for out number 2",0,2,,,1
8,11,Jabari Henry,BOTTOM,"Ball, Called Strike, Foul, 11 Jabari Henry putout(L4) for out number 3",1,2,,,1
9,11,Aaron Hill,TOP,11 Aaron Hill putout (5-3) for out number 1,0,0,,1,
10,20,Michael Crouse,TOP,"Ball, Called Strike, Foul, 20 Michael Crouse putout (strike out) for out number 2",1,2,,1,
11,9,Rudy Martin,TOP,"Called Strike, Ball, Foul, Ball, 9 Rudy Martin putout (strike out swinging) for out number 3",2,2,,1,
12,20,Mike Hart,BOTTOM,20 Mike Hart putout (fly out to right field) for out number 1,0,0,,,1
13,21,Darnell Sweeney,BOTTOM,"Ball, Swinging Strike, Ball, Foul, Ball, Foul, 21Darnell Sweeney putout (fly out to center field) for out number 2",3,2,,,1
14,16,Hunter Clanin,BOTTOM,"Called Strike, Foul, Foul, Ball, 16 Hunter Claninputout (strike out swinging) for out number 3",1,2,,,1
15,22,Reggie Pruitt,TOP,"Jr.   Called Strike, Ball, 22 Reggie Pruitt Jr. advancesto 1st (single)",1,1,1,,
16,14,Cam Balego,TOP,"Called Strike, Called Strike, 22 Reggie Pruitt Jr.advances to 2nd (stolen base), 14 Cam Balego putout (strike out swinging) for out number 1",0,2,,1,
17,7,Roy Morales,TOP,"Ball, 7 Roy Morales putout (P5) for out number 2",1,0,,1,
18,13,Miguel Gomez,TOP,"Ball, Ball, Foul, Foul, Ball, Foul, 13 Miguel Gomez advances to 1st (hit by pitch)",3,2,,,
19,21,Gabriel Cancel,TOP,"Ball, Ball, Foul, Swinging Strike, Foul, 21 Gabriel Cancel putout (strike out swinging) for out number 3",2,2,,1,
20,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, 1 Wyatt Ulrich putout (fly out to center field) for out number 1",1,1,,,1
21,29,Spencer Sarringar,BOTTOM,"Called Strike, Called Strike, Ball, Ball, 29 Spencer Sarringar advances to 1st (single)",2,2,1,,
22,15,Logan Eickhoff,BOTTOM,"Called Strike, Ball, 15 Logan Eickhoff putout (flyout to left field) for out number 2",1,1,,,1
23,0,Osvaldo Martinez,BOTTOM,"Called Strike, Foul, Ball, 0 Osvaldo Martinez putout (4-3) for out number 3",1,2,,,1
24,26,Drew Ward,TOP,"Foul, Called Strike, Ball, 26 Drew Ward putout (fly out to left field) for out number 1",1,2,,1,
25,11,Aaron Hill,TOP,"Ball, Called Strike, Foul, Foul, 11 Aaron Hill putout (strike out) for out number 2",1,2,,1,
