Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,1,Wyatt Ulrich,TOP,"Foul, Ball, Ball, Foul, 1 Wyatt Ulrich putout (4-3) for out number 1",2,2,,1,
2,3,Jordan Barth,TOP,"Called Strike, Foul, 3 Jordan Barth putout (5-3) for out number 2",0,2,,1,
3,11,Jabari Henry,TOP,"Ball, Foul, Swinging Strike, 11 Jabari Henry putout (strike out) for out number 3",1,2,,1,
4,20,Brian Klein,BOTTOM,"Foul, 20 Brian Klein putout (fly out to center field) for out number 1",0,1,,,1
5,14,Zach Nehrir,BOTTOM,"Ball, Ball, Ball, 14 Zach Nehrir putout (fly out to center field) for out number 2",3,0,,,1
6,3,Hill Alexander,BOTTOM,"Ball, Ball, Ball, 3 Hill Alexander advances to 1st(walk)",3,0,,,
7,19,Bret Boswell,BOTTOM,"Called Strike, 19 Bret Boswell putout (4-3) for out number 3",0,1,,,1
8,20,Mike Hart,TOP,"Ball, Called Strike, Called Strike, 20 Mike Hart advances to 2nd (double)",1,2,1,,
9,21,Darnell Sweeney,TOP,"Swinging Strike, Foul, 21 Darnell Sweeney putout (L3) for out number 1",0,2,,1,
10,16,Hunter Clanin,TOP,"Called Strike, Called Strike, 16 Hunter Clanin putout (fly out to center field) for out number 2",0,2,,1,
11,15,Logan Eickhoff,TOP,"Ball, 15 Logan Eickhoff putout (3U) for out number3",1,0,,1,
12,29,Ryan Hernandez,BOTTOM,"Foul, 29 Ryan Hernandez advances to 1st (single)",0,1,1,,
13,30,Jose Sermo,BOTTOM,"29 Ryan Hernandez Scores Earned (30), 30 Jose Sermo Scores Earned (home run)",0,0,1,,
14,9,Guillermo Quintana,BOTTOM,"Swinging Strike, Ball, Ball, Swinging Strike, 9 Guillermo Quintana advances to 1st (single)",2,2,1,,
15,24,Mark Karaviotis,BOTTOM,"Called Strike, Ball, Swinging Strike, 24 Mark Karaviotis advances to 1st (single), 9 Guillermo Quintana advances to 2nd (24)",1,2,1,,
16,13,Elmer Reyes,BOTTOM,"Called Strike, Foul, 13 Elmer Reyes advances to 1st (single), 24 Mark Karaviotis advances to 2nd (13), 9 Guillermo Quintana advances to 3rd (13)",0,2,1,,
17,20,Brian Klein,BOTTOM,"Called Strike, 20 Brian Klein putout (FO5) for outnumber 1",0,1,,,1
18,14,Zach Nehrir,BOTTOM,"Ball, Foul, Ball, Ball, Swinging Strike, 14 Zach Nehrir advances to 1st (single), 13 Elmer Reyes advances to 2nd (14), 24 Mark Karaviotis advances to3rd (14), 9 Guillermo Quintana Scores Earned (14)",3,2,1,,
19,3,Hill Alexander,BOTTOM,"Ball, 3 Hill Alexander putout (P4) for out number2",1,0,,,1
20,19,Bret Boswell,BOTTOM,"Ball, Swinging Strike, 19 Bret Boswell advances to1st (single), 14 Zach Nehrir advances to 3rd (19), 24 Mark Karaviotis Scores Earned (19), 13 ElmerReyes Scores Earned (19)",1,1,1,,
