Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,1,Justin Wylie,TOP,"Ball, Swinging Strike, Ball, Foul, Ball, Foul, 1 Justin Wylie advances to 1st (single)",3,2,1,,
2,10,Jan Hernandez,TOP,"Ball, Ball, Called Strike, Swinging Strike, Foul,Ball, 1 Justin Wylie advances to 2nd (stolen base), 10 Jan Hernandez advances to 1st (walk)",3,2,,,
3,7,Chris Herrmann,TOP,"Ball, Called Strike, Foul, 1 Justin Wylie Scores Earned (7), 10 Jan Hernandez Scores Earned (7), 7 Chris Herrmann Scores Earned (home run)",1,2,1,,
4,14,Micker Adolfo,TOP,"Called Strike, Ball, 14 Micker Adolfo putout (5-3)for out number 1",1,1,,1,
5,16,Brian OGrady,TOP,"Called Strike, Swinging Strike, 16 Brian OGrady putout (4-3) for out number 2",0,2,,1,
6,2,Taylor Snyder,TOP,"Called Strike, 2 Taylor Snyder advances to 1st (single), 2 Taylor Snyder putout (7-4) for out number3",0,1,1,1,
7,4,Aaron Whitefield,BOTTOM,"Called Strike, Called Strike, Foul, Ball, Ball, 4Aaron Whitefield putout (1-6-3) for out number 1",2,2,,,1
8,3,Jordan Barth,BOTTOM,"Swinging Strike, Swinging Strike, 3 Jordan Barth advances to 1st (single)",0,2,1,,
9,11,Jabari Henry,BOTTOM,"Called Strike, Ball, Swinging Strike, Ball, Ball,11 Jabari Henry advances to 1st (walk), 3 Jordan Barth advances to 2nd (11)",3,2,,,
10,20,Mike Hart,BOTTOM,"Called Strike, 20 Mike Hart putout (P5) for out number 2",0,1,,,1
11,21,Darnell Sweeney,BOTTOM,"Swinging Strike, Ball, Foul, Ball, Foul, 21 Darnell Sweeney putout (strike out swinging) for out number 3",2,2,,,1
12,47,Jacob Robson,TOP,"Called Strike, Foul, Ball, 47 Jacob Robson putout(strike out swinging) for out number 1",1,2,,1,
13,17,Gavin Collins,TOP,"Called Strike, Called Strike, 17 Gavin Collins putout (L5) for out number 2",0,2,,1,
14,4,L.J. Hatch,TOP,4 L.J. Hatch putout (fly out to left field) for out number 3,0,0,,1,
