Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,21,Darnell Sweeney,TOP,"Foul, Called Strike, Ball, 21 Darnell Sweeney putout (strike out swinging) for out number 1",1,2,,1,
2,1,Wyatt Ulrich,TOP,"Ball, Foul, Ball, 1 Wyatt Ulrich putout (4-3) forout number 2",2,1,,1,
3,3,Jordan Barth,TOP,"Ball, Swinging Strike, Foul, 3 Jordan Barth putout(P6) for out number 3",1,2,,1,
4,20,Blake Tiberi,BOTTOM,"Called Strike, Called Strike, Ball, 20 Blake Tiberi putout (fly out to the left fielder in foul territory) for out number 1",1,2,,,1
5,17,Thomas Jones,BOTTOM,"Ball, Foul, Ball, Called Strike, 17 Thomas Jones advances to 1st (single)",2,2,1,,
6,7,Demetrius Sims,BOTTOM,"Ball, Foul, Pickoff attempt at 1st base (pitcher to first baseman), 7 Demetrius Sims advances to 1st(single), 17 Thomas Jones advances to 3rd (7)",1,1,1,,
7,4,Steven Sensley,BOTTOM,"Ball, Ball, Ball, 4 Steven Sensley advances to 1st(walk), 7 Demetrius Sims advances to 2nd (4)",3,0,,,
8,9,Marcus Chiu,BOTTOM,"Swinging Strike, Ball, 9 Marcus Chiu putout (3 Dp)for out number 2, 4 Steven Sensley putout (3-3 DP) for out number 3",1,1,,,1
9,11,Jabari Henry,TOP,"Ball, Ball, Called Strike, Ball, Foul, 11 Jabari Henry putout (strike out swinging) for out number 1",3,2,,1,
10,20,Mike Hart,TOP,"Ball, Swinging Strike, Swinging Strike, Ball, Ball, Foul, 20 Mike Hart advances to 1st (walk)",3,2,,,
11,5,Trevor Achenbach,TOP,"Ball, Called Strike, Ball, Foul, Ball, 5 Trevor Achenbach putout (strike out swinging) for out number 2",3,2,,1,
12,16,Hunter Clanin,TOP,"Ball, Ball, Ball, Called Strike, 16 Hunter Claninadvances to 1st (walk), 20 Mike Hart advances to 2nd (16)",3,1,,,
13,29,Spencer Sarringar,TOP,"Called Strike, Ball, 29 Spencer Sarringar putout (5-3) for out number 3",1,1,,1,
14,25,Curtis Terry,BOTTOM,25 Curtis Terry Scores Earned (home run),0,0,1,,
15,15,Kevin Maitan,BOTTOM,"Ball, Foul, Swinging Strike, 15 Kevin Maitan putout (strike out) for out number 1",1,2,,,1
16,13,Brian Rey,BOTTOM,"Called Strike, Ball, Foul, 13 Brian Rey putout (fly out to center field) for out number 2",1,2,,,1
17,14,Tyler Hill,BOTTOM,"Ball, Ball, Foul, 14 Tyler Hill advances to 1st (hit by pitch)",2,1,,,
18,20,Blake Tiberi,BOTTOM,20 Blake Tiberi putout (fly out to center field) for out number 3,0,0,,,1
19,0,Osvaldo Martinez,TOP,"Called Strike, 0 Osvaldo Martinez putout (6-3) forout number 1",0,1,,1,
20,21,Darnell Sweeney,TOP,"Foul, Ball, Ball, Foul, 21 Darnell Sweeney putout(L4) for out number 2",2,2,,1,
21,1,Wyatt Ulrich,TOP,"Foul, Ball, Ball, Called Strike, 1 Wyatt Ulrich putout (5-3) for out number 3",2,2,,1,
22,17,Thomas Jones,BOTTOM,17 Thomas Jones advances to 1st (hit by pitch),0,0,,,
23,7,Demetrius Sims,BOTTOM,"17 Thomas Jones putout (6-4) for out number 1, 7 Demetrius Sims putout (6-4-3 DP) for out number 2",0,0,,,1
24,4,Steven Sensley,BOTTOM,"Ball, Called Strike, Ball, Ball, Called Strike, 4Steven Sensley advances to 1st (walk)",3,2,,,
25,9,Marcus Chiu,BOTTOM,"Called Strike, Ball, Swinging Strike, Pickoff attempt at 1st base (catcher to first baseman), Foul,Ball, Ball, 9 Marcus Chiu putout (fly out to center field) for out number 3",3,2,,,1
26,3,Jordan Barth,TOP,"Called Strike, 3 Jordan Barth putout (1-3) for outnumber 1",0,1,,1,
27,11,Jabari Henry,TOP,"Ball, Called Strike, Ball, Ball, Called Strike, 11Jabari Henry putout (5-3) for out number 2",3,2,,1,
28,20,Mike Hart,TOP,20 Mike Hart putout (P6) for out number 3,0,0,,1,
29,25,Curtis Terry,BOTTOM,"Ball, Called Strike, Foul, Ball, Ball, 25 Curtis Terry putout (strike out) for out number 1",3,2,,,1
30,15,Kevin Maitan,BOTTOM,"Foul, Foul, 15 Kevin Maitan putout (strike out swinging) for out number 2",0,2,,,1
31,13,Brian Rey,BOTTOM,13 Brian Rey putout (4-3) for out number 3,0,0,,,1
32,5,Trevor Achenbach,TOP,"Ball, Foul, Swinging Strike, Ball, Ball, 5 TrevorAchenbach putout (strike out) for out number 1",3,2,,1,
33,16,Hunter Clanin,TOP,"Called Strike, Swinging Strike, Ball, Ball, Foul,16 Hunter Clanin putout (fly out to the first baseman) for out number 2",2,2,,1,
34,29,Spencer Sarringar,TOP,29 Spencer Sarringar putout (5-3) for out number 3,0,0,,1,
35,14,Tyler Hill,BOTTOM,"Ball, Ball, Ball, 14 Tyler Hill advances to 1st (walk)",3,0,,,
36,20,Blake Tiberi,BOTTOM,"Ball, 20 Blake Tiberi advances to 1st (single), 14Tyler Hill advances to 2nd (20)",1,0,1,,
37,17,Thomas Jones,BOTTOM,"Ball, Called Strike, Ball, 17 Thomas Jones advances to 1st (single), 17 Thomas Jones advances to 2nd(17), 20 Blake Tiberi advances to 3rd (17), 14 Tyler Hill advances to 3rd (17), 14 Tyler Hill putout (7-2) for out number 1",2,1,1,,1
38,7,Demetrius Sims,BOTTOM,"Ball, Foul, Foul, 7 Demetrius Sims putout (strikeout swinging) for out number 2",1,2,,,1
39,4,Steven Sensley,BOTTOM,"Ball, Ball, Called Strike, Ball, 20 Blake Tiberi Scores Earned (4), 17 Thomas Jones Scores Earned (4), 4 Steven Sensley Scores Earned (home run)",3,1,1,,
40,9,Marcus Chiu,BOTTOM,9 Marcus Chiu advances to 1st (single),0,0,1,,
41,25,Curtis Terry,BOTTOM,"Ball, Ball, Pickoff attempt at 1st base (pitcher to first baseman), Called Strike, Ball, 25 Curtis Terry advances to 1st (walk), 9 Marcus Chiu advances to 2nd (25)",3,1,,,
42,15,Kevin Maitan,BOTTOM,"Swinging Strike, Ball, Ball, Called Strike, 15 Kevin Maitan advances to 1st (error by the first baseman), 15 Kevin Maitan advances to 2nd (15), 25 Curtis Terry advances to 3rd (15), 9 Marcus Chiu Scores Unearned (15)",2,2,,,
43,13,Brian Rey,BOTTOM,"Called Strike, Ball, 13 Brian Rey putout (5-3) forout number 3",1,1,,,1
44,0,Osvaldo Martinez,TOP,"Called Strike, Foul, 0 Osvaldo Martinez putout (4-3) for out number 1",0,2,,1,
45,21,Darnell Sweeney,TOP,21 Darnell Sweeney putout (fly out to right field)for out number 2,0,0,,1,
46,1,Wyatt Ulrich,TOP,"Called Strike, Ball, 1 Wyatt Ulrich putout (L7) for out number 3",1,1,,1,
47,14,Tyler Hill,BOTTOM,"Ball, Foul, Called Strike, 14 Tyler Hill putout (strike out swinging) for out number 1",1,2,,,1
48,20,Blake Tiberi,BOTTOM,"Ball, Foul, 20 Blake Tiberi putout (4-3) for out number 2",1,1,,,1
49,17,Thomas Jones,BOTTOM,"Called Strike, 17 Thomas Jones putout (fly out toleft field) for out number 3",0,1,,,1
50,3,Jordan Barth,TOP,"Called Strike, 3 Jordan Barth putout (6-3) for outnumber 1",0,1,,1,
51,11,Jabari Henry,TOP,11 Jabari Henry putout (fly out to left field) forout number 2,0,0,,1,
52,20,Mike Hart,TOP,"Called Strike, Called Strike, Ball, Ball, 20 MikeHart Scores Earned (home run)",2,2,1,,
53,5,Trevor Achenbach,TOP,"Ball, Ball, 5 Trevor Achenbach putout (6-3) for out number 3",2,0,,1,
54,7,Demetrius Sims,BOTTOM,"Called Strike, Called Strike, Ball, 7 Demetrius Sims putout (strike out swinging) for out number 1",1,2,,,1
55,4,Steven Sensley,BOTTOM,"Ball, Ball, Ball, 4 Steven Sensley advances to 1st(walk)",3,0,,,
56,9,Marcus Chiu,BOTTOM,"Foul, 9 Marcus Chiu putout (fly out to the right fielder in foul territory) for out number 2",0,1,,,1
57,25,Curtis Terry,BOTTOM,"Ball, 4 Steven Sensley advances to 2nd (wild pitch), Ball, Called Strike, Foul, Ball, 25 Curtis Terry advances to 1st (walk)",3,2,,,
58,15,Kevin Maitan,BOTTOM,"Ball, 15 Kevin Maitan putout (P6) for out number 3",1,0,,,1
59,16,Hunter Clanin,TOP,16 Hunter Clanin putout (6-3) for out number 1,0,0,,1,
60,29,Spencer Sarringar,TOP,29 Spencer Sarringar putout (3U) for out number 2,0,0,,1,
61,0,Osvaldo Martinez,TOP,"Ball, Called Strike, 0 Osvaldo Martinez advances to 1st (single)",1,1,1,,
