Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,1,Wyatt Ulrich,TOP,"Called Strike, Foul, Foul, Foul, Ball, Foul, Ball,1 Wyatt Ulrich putout (4-3) for out number 1",2,2,,1,,C Eldred,
2,21,Darnell Sweeney,TOP,"Ball, Swinging Strike, Ball, Foul, 21 Darnell Sweeney putout (fly out to left field) for out number2",2,2,,1,,C Eldred,
3,3,Jordan Barth,TOP,"Called Strike, Ball, Ball, Foul, Foul, 3 Jordan Barth putout (P5) for out number 3",2,2,,1,,C Eldred,
4,99,Olivier Basabe,BOTTOM,"Foul, Ball, Called Strike, Foul, Ball, 99 OlivierBasabe putout (6-3) for out number 1",2,2,,,1,,Seth Miller
5,8,Armond Upshaw,BOTTOM,"Ball, Called Strike, Called Strike, Ball, Foul, Foul, Foul, Foul, 8 Armond Upshaw Scores Earned (home run)",2,2,1,,,,Seth Miller
6,27,J.D. Osborne,BOTTOM,"Ball, Called Strike, 27 J.D. Osborne advances to 1st (single)",1,1,1,,,,Seth Miller
7,14,Jonah Davis,BOTTOM,"Called Strike, Called Strike, Ball, 27 J.D. Osborne advances to 2nd (wild pitch), Ball, Ball, 27 J.D. Osborne Scores Earned (14), 14 Jonah Davis Scores Earned (home run)",3,2,1,,,,Seth Miller
8,66,Donivan Williams,BOTTOM,"Ball, 66 Donivan Williams advances to 2nd (double)",1,0,1,,,,Seth Miller
9,33,Todd Lott,BOTTOM,33 Todd Lott putout (5-3) for out number 2,0,0,,,1,,Seth Miller
10,3,Jimmy Kerrigan,BOTTOM,"Ball, Foul, Swinging Strike, 3 Jimmy Kerrigan advances to 1st (single), 66 Donivan Williams Scores Earned (3)",1,2,1,,,,Seth Miller
11,5,Pete Kozma,BOTTOM,"Ball, 5 Pete Kozma putout (fly out to right field)for out number 3",1,0,,,1,,Seth Miller
12,11,Jabari Henry,TOP,"Ball, Called Strike, Called Strike, Foul, Ball, 11Jabari Henry putout (fly out to the second baseman) for out number 1",2,2,,1,,C Eldred,
13,20,Mike Hart,TOP,"Ball, Foul, Ball, Foul, Dropped Foul - E5, Ball, 20 Mike Hart putout (strike out swinging) for out number 2",3,2,,1,,C Eldred,
14,5,Trevor Achenbach,TOP,"Ball, 5 Trevor Achenbach advances to 1st (single)",1,0,1,,,C Eldred,
15,16,Hunter Clanin,TOP,"Called Strike, 16 Hunter Clanin advances to 1st (single to the catcher), 5 Trevor Achenbach advancesto 2nd (16)",0,1,1,,,C Eldred,
16,29,Spencer Sarringar,TOP,"Ball, Called Strike, Ball, Called Strike, 29 Spencer Sarringar advances to 1st (fielder's choice), 5Trevor Achenbach putout (5 UA) for out number 3",2,2,,1,,C Eldred,
17,1,Galli Cribbs,BOTTOM,"Jr.     Ball, 1 Galli Cribbs Jr. putout (4-3) for out number 1",1,0,,,1,,Seth Miller
18,99,Olivier Basabe,BOTTOM,"Foul, 99 Olivier Basabe advances to 1st (single)",0,1,1,,,,Seth Miller
19,8,Armond Upshaw,BOTTOM,"Foul, Ball, Called Strike, 8 Armond Upshaw putout(fly out to center field) for out number 2",1,2,,,1,,Seth Miller
20,27,J.D. Osborne,BOTTOM,"27 J.D. Osborne advances to 1st (single), 99 Olivier Basabe advances to 2nd (27)",0,0,1,,,,Seth Miller
21,14,Jonah Davis,BOTTOM,"Ball, Swinging Strike, Ball, 99 Olivier Basabe Scores Earned (14), 27 J.D. Osborne Scores Earned (14), 14 Jonah Davis Scores Earned (home run)",2,1,1,,,,Seth Miller
22,66,Donivan Williams,BOTTOM,"Swinging Strike, 66 Donivan Williams putout (fly out to left field) for out number 3",0,1,,,1,,Seth Miller
23,0,Osvaldo Martinez,TOP,"Called Strike, 0 Osvaldo Martinez putout (1-3) forout number 1",0,1,,1,,C Eldred,
24,1,Wyatt Ulrich,TOP,"Called Strike, 1 Wyatt Ulrich putout (fly out to left field) for out number 2",0,1,,1,,C Eldred,
25,21,Darnell Sweeney,TOP,21 Darnell Sweeney putout (fly out to left field)for out number 3,0,0,,1,,C Eldred,
26,33,Todd Lott,BOTTOM,"Foul, Ball, Foul, Ball, Ball, 33 Todd Lott advances to 1st (single)",3,2,1,,,,Seth Miller
27,3,Jimmy Kerrigan,BOTTOM,"3 Jimmy Kerrigan advances to 1st (single), 33 ToddLott advances to 2nd (3)",0,0,1,,,,Seth Miller
28,5,Pete Kozma,BOTTOM,"Called Strike, Ball, Foul, 5 Pete Kozma advances to 1st (single), 3 Jimmy Kerrigan advances to 2nd (5), 33 Todd Lott advances to 3rd (5)",1,2,1,,,,Seth Miller
29,1,Galli Cribbs,BOTTOM,"Jr.     Swinging Strike, Foul, Ball, 5 Pete Kozma advancesto 2nd (33), 3 Jimmy Kerrigan advances to 3rd (33), 33 Todd Lott Scores Earned (pass ball), 3 JimmyKerrigan Scores Earned (1), 1 Galli Cribbs Jr. putout (sacrifice fly to center fielder) for out number 1",1,2,,,1,,Seth Miller
30,99,Olivier Basabe,BOTTOM,"Ball, 99 Olivier Basabe advances to 1st (single),5 Pete Kozma advances to 3rd (99)Pitching Substitution    32 Matt Gill subs for Seth Miller Pitcher.",1,0,1,,,,Seth Miller
31,8,Armond Upshaw,BOTTOM,"5 Pete Kozma Scores Unearned (8), 8 Armond Upshawputout (sacrifice fly to center fielder) for out number 2",0,0,,,1,,Matt Gill
32,27,J.D. Osborne,BOTTOM,"Swinging Strike, Ball, 27 J.D. Osborne putout (flyout to the first baseman in foul territory) for out number 3",1,1,,,1,,Matt Gill
33,3,Jordan Barth,TOP,"Called Strike, Ball, Ball, 3 Jordan Barth putout (fly out to center field) for out number 1",2,1,,1,,C Eldred,
34,11,Jabari Henry,TOP,"Ball, Ball, Called Strike, Foul, Ball, 11 Jabari Henry putout (3-1) for out number 2",3,2,,1,,C Eldred,
35,20,Mike Hart,TOP,"Ball, Swinging Strike, Foul, 20 Mike Hart putout (strike out) for out number 3",1,2,,1,,C Eldred,
36,14,Jonah Davis,BOTTOM,"Ball, Swinging Strike, Ball, Swinging Strike, Ball, 14 Jonah Davis advances to 1st (walk)",3,2,,,,,Matt Gill
37,66,Donivan Williams,BOTTOM,"Ball, Ball, Ball, Swinging Strike, Foul, 66 Donivan Williams putout (strike out swinging) for out number 1",3,2,,,1,,Matt Gill
38,33,Todd Lott,BOTTOM,"Ball, Foul, Ball, 33 Todd Lott advances to 2nd (double), 14 Jonah Davis Scores Earned (33)",2,1,1,,,,Matt Gill
39,3,Jimmy Kerrigan,BOTTOM,"Foul, Ball, Foul, 33 Todd Lott Scores Earned (3),3 Jimmy Kerrigan Scores Earned (home run)",1,2,1,,,,Matt Gill
40,5,Pete Kozma,BOTTOM,"Foul, Called Strike, 5 Pete Kozma putout (strike out swinging) for out number 2",0,2,,,1,,Matt Gill
41,1,Galli Cribbs,BOTTOM,"Jr.     Foul, Swinging Strike, 1 Galli Cribbs Jr. putout (strike out swinging) for out number 3",0,2,,,1,,Matt Gill
42,5,Trevor Achenbach,TOP,"Swinging Strike, Called Strike, 5 Trevor Achenbachputout (dropped 3rd strike: KS 2-3) for out number 1",0,2,,1,,C Eldred,
43,16,Hunter Clanin,TOP,16 Hunter Clanin advances to 1st (single),0,0,1,,,C Eldred,
44,29,Spencer Sarringar,TOP,"Ball, Swinging Strike, Swinging Strike, 29 SpencerSarringar putout (strike out swinging) for out number 2",1,2,,1,,C Eldred,
45,0,Osvaldo Martinez,TOP,"Ball, Ball, Called Strike, 0 Osvaldo Martinez advances to 2nd (double), 16 Hunter Clanin advances to3rd (0)",2,1,1,,,C Eldred,
46,1,Wyatt Ulrich,TOP,"Swinging Strike, 1 Wyatt Ulrich advances to 1st (error by the third baseman), 16 Hunter Clanin Scores Unearned (1)",0,1,,,,C Eldred,
47,2,Carson Clowers,TOP,"Ball, Swinging Strike, Foul, Ball, 2 Carson Clowers putout (strike out swinging) for out number 3",2,2,,1,,C Eldred,
48,99,Olivier Basabe,BOTTOM,99 Olivier Basabe putout (P3) for out number 1,0,0,,,1,,Matt Gill
49,8,Armond Upshaw,BOTTOM,"Foul, Ball, Called Strike, 8 Armond Upshaw putout(strike out swinging) for out number 2",1,2,,,1,,Matt Gill
50,27,J.D. Osborne,BOTTOM,"Ball, Foul, Ball, 27 J.D. Osborne advances to 2nd(double)",2,1,1,,,,Matt Gill
51,14,Jonah Davis,BOTTOM,"Ball, Swinging Strike, Swinging Strike, Ball, 14 Jonah Davis putout (strike out swinging) for out number 3",2,2,,,1,,Matt Gill
52,3,Jordan Barth,TOP,"Ball, Called Strike, Ball, 3 Jordan Barth putout (fly out to left field) for out number 1",2,1,,1,,C Eldred,
53,11,Jabari Henry,TOP,"Swinging Strike, Ball, Ball, Foul, Ball, Foul, Foul, Foul, 11 Jabari Henry putout (strike out) for out number 2",3,2,,1,,C Eldred,
54,20,Mike Hart,TOP,"Swinging Strike, Swinging Strike, Foul, Foul, Ball, Ball, 20 Mike Hart putout (strike out swinging)for out number 3",2,2,,1,,C Eldred,
55,66,Donivan Williams,BOTTOM,"Ball, Called Strike, Ball, Foul, Foul, 66 DonivanWilliams advances to 1st (single)",2,2,1,,,,Matt Gill
56,33,Todd Lott,BOTTOM,"Ball, Foul, Called Strike, Foul, Ball, Foul, Foul,Ball, 33 Todd Lott putout (strike out swinging) for out number 1",3,2,,,1,,Matt Gill
57,3,Jimmy Kerrigan,BOTTOM,"Ball, Ball, Foul, 3 Jimmy Kerrigan putout (fly outto center field) for out number 2",2,1,,,1,,Matt Gill
58,5,Pete Kozma,BOTTOM,"5 Pete Kozma advances to 1st (single), 66 DonivanWilliams advances to 2nd (5)",0,0,1,,,,Matt Gill
59,1,Galli Cribbs,BOTTOM,"Jr.     Ball, Ball, Swinging Strike, Swinging Strike, Ball, 1 Galli Cribbs Jr. advances to 1st (walk), 5 Pete Kozma advances to 2nd (1), 66 Donivan Williams advances to 3rd (1)",3,2,,,,,Matt Gill
60,99,Olivier Basabe,BOTTOM,"99 Olivier Basabe advances to 1st (single), 99 Olivier Basabe advances to 2nd (99), 1 Galli Cribbs Jr. advances to 3rd (99), 66 Donivan Williams Scores Earned (99), 5 Pete Kozma Scores Earned (99)",0,0,1,,,,Matt Gill
61,8,Armond Upshaw,BOTTOM,"Called Strike, Swinging Strike, 8 Armond Upshaw putout (strike out swinging) for out number 3",0,2,,,1,,Matt Gill
62,5,Trevor Achenbach,TOP,5 Trevor Achenbach putout (fly out to center field) for out number 1,0,0,,1,,K Rogalla,
63,16,Hunter Clanin,TOP,"Called Strike, Swinging Strike, 16 Hunter Clanin putout (strike out swinging) for out number 2",0,2,,1,,K Rogalla,
64,29,Spencer Sarringar,TOP,"Ball, Ball, Foul, Swinging Strike, 29 Spencer Sarringar putout (strike out) for out number 3",2,2,,1,,K Rogalla,
65,27,J.D. Osborne,BOTTOM,"Ball, Swinging Strike, Swinging Strike, 27 J.D. Osborne putout (strike out swinging) for out number1",1,2,,,1,,Angel Lebron
66,14,Jonah Davis,BOTTOM,"Ball, Called Strike, Called Strike, Ball, Ball, 14Jonah Davis advances to 1st (single)",3,2,1,,,,Angel Lebron
67,66,Donivan Williams,BOTTOM,"66 Donivan Williams advances to 2nd (ground rule double), 14 Jonah Davis advances to 3rd (66)",0,0,1,,,,Angel Lebron
68,33,Todd Lott,BOTTOM,"14 Jonah Davis Scores Earned (33), 33 Todd Lott putout (sacrifice fly to left fielder) for out number 2",0,0,,,1,,Angel Lebron
69,3,Jimmy Kerrigan,BOTTOM,"Ball, 66 Donivan Williams Scores Earned (3), 3 Jimmy Kerrigan Scores Earned (home run)",1,0,1,,,,Angel Lebron
70,5,Pete Kozma,BOTTOM,"Called Strike, Ball, Ball, 5 Pete Kozma putout (5-3) for out number 3",2,1,,,1,,Angel Lebron
71,0,Osvaldo Martinez,TOP,"Called Strike, Called Strike, 0 Osvaldo Martinez putout (5-3) for out number 1",0,2,,1,,R Richardson,
72,1,Wyatt Ulrich,TOP,"Swinging Strike, Ball, Swinging Strike, 1 Wyatt Ulrich putout (fly out to left field) for out number2",1,2,,1,,R Richardson,
73,2,Carson Clowers,TOP,"Swinging Strike, Ball, Swinging Strike, 2 Carson Clowers putout (strike out swinging) for out number3",1,2,,1,,R Richardson,
74,1,Galli Cribbs,BOTTOM,"Jr.     Ball, Called Strike, Ball, Foul, 1 Galli Cribbs Jr. advances to 1st (single)",2,2,1,,,,Angel Lebron
75,99,Olivier Basabe,BOTTOM,99 Olivier Basabe putout (fly out to center field)for out number 1,0,0,,,1,,Angel Lebron
76,8,Armond Upshaw,BOTTOM,"Ball, 8 Armond Upshaw Scores Earned (home run), 1Galli Cribbs Jr. Scores Earned (8)",1,0,1,,,,Angel Lebron
77,27,J.D. Osborne,BOTTOM,"Foul, Swinging Strike, Foul, Ball, Foul, Foul, 27J.D. Osborne putout (strike out) for out number 2",1,2,,,1,,Angel Lebron
78,14,Jonah Davis,BOTTOM,"Ball, Swinging Strike, Ball, Ball, Called Strike,14 Jonah Davis advances to 1st (walk)",3,2,,,,,Angel Lebron
79,66,Donivan Williams,BOTTOM,"Foul, 66 Donivan Williams putout (fly out to leftfield) for out number 3",0,1,,,1,,Angel Lebron
80,3,Jordan Barth,TOP,"Swinging Strike, Ball, Ball, 3 Jordan Barth putout(fly out to right field) for out number 1",2,1,,1,,H Smith,
81,11,Jabari Henry,TOP,"Ball, Ball, 11 Jabari Henry advances to 1st (single)",2,0,1,,,H Smith,
