Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,17,Delino DeShields,TOP,"Called Strike, Called Strike, Ball, Ball, Ball, 17Delino DeShields advances to 1st (walk)",3,2,,,,Chris Macca,
2,20,Brian Klein,TOP,"Ball, 20 Brian Klein advances to 1st (single), 17Delino DeShields advances to 3rd (20)",1,0,1,,,Chris Macca,
3,14,Zach Nehrir,TOP,"Ball, Called Strike, 14 Zach Nehrir advances to 1st (single), 20 Brian Klein advances to 3rd (14), 17 Delino DeShields Scores Earned (14)",1,1,1,,,Chris Macca,
4,30,Jose Sermo,TOP,"Ball, Ball, Ball, 30 Jose Sermo advances to 1st (fielder's choice), 20 Brian Klein Scores Earned (30), 14 Zach Nehrir putout (4-6) for out number 1",3,0,,1,,Chris Macca,
5,3,Hill Alexander,TOP,"Ball, Ball, Ball, 3 Hill Alexander advances to 1st(walk), 30 Jose Sermo advances to 2nd (3)",3,0,,,,Chris Macca,
6,19,Ryan Hernandez,TOP,"3 Hill Alexander advances to 2nd (19), 30 Jose Sermo advances to 3rd (19), 19 Ryan Hernandez putout(fly out to center field) for out number 2",0,0,,1,,Chris Macca,
7,24,Mark Karaviotis,TOP,"Ball, Swinging Strike, 30 Jose Sermo Scores Earned(24), 3 Hill Alexander Scores Earned (24), 24 Mark Karaviotis Scores Earned (home run)",1,1,1,,,Chris Macca,
8,2,Alex Jackson,TOP,"Ball, Called Strike, Foul, 2 Alex Jackson putout (fly out to left field) for out number 3",1,2,,1,,Chris Macca,
9,1,Wyatt Ulrich,BOTTOM,"Called Strike, 1 Wyatt Ulrich advances to 1st (single)",0,1,1,,,,M Ausua
10,21,Darnell Sweeney,BOTTOM,"Ball, Foul, Ball, Foul, Foul, 21 Darnell Sweeney advances to 1st (single), 1 Wyatt Ulrich advances to 2nd (21)",2,2,1,,,,M Ausua
11,3,Jordan Barth,BOTTOM,"Swinging Strike, Swinging Strike, Foul, 3 Jordan Barth putout (strike out swinging) for out number 1",0,2,,,1,,M Ausua
12,11,Jabari Henry,BOTTOM,"Called Strike, Ball, 11 Jabari Henry advances to 1st (single), 21 Darnell Sweeney advances to 2nd (11), 1 Wyatt Ulrich Scores Earned (11)",1,1,1,,,,M Ausua
13,20,Mike Hart,BOTTOM,"Called Strike, Ball, Foul, Ball, Foul, 20 Mike Hart advances to 1st (hit by pitch), 11 Jabari Henryadvances to 2nd (20), 21 Darnell Sweeney advancesto 3rd (20)",2,2,,,,,M Ausua
14,16,Hunter Clanin,BOTTOM,"Ball, Ball, Called Strike, Ball, Foul, 16 Hunter Clanin advances to 1st (walk), 20 Mike Hart advances to 2nd (16), 11 Jabari Henry advances to 3rd (16), 21 Darnell Sweeney Scores Earned (16)",3,2,,,,,M Ausua
15,5,Trevor Achenbach,BOTTOM,"Foul, Ball, Ball, Ball, Foul, Foul, 5 Trevor Achenbach advances to 1st (fielder's choice), 20 Mike Hart advances to 3rd (5), 11 Jabari Henry Scores Earned (5), 16 Hunter Clanin putout (6-4) for out number 2",3,2,,,1,,M Ausua
16,2,Cole Pengilly,BOTTOM,"Called Strike, 2 Cole Pengilly advances to 1st (single), 5 Trevor Achenbach advances to 2nd (2), 20Mike Hart Scores Earned (2)",0,1,1,,,,M Ausua
17,23,Marshall Rich,BOTTOM,"Ball, Ball, Ball, Called Strike, 23 Marshall Richadvances to 1st (walk), 2 Cole Pengilly advances to 2nd (23), 5 Trevor Achenbach advances to 3rd (23)",3,1,,,,,M Ausua
18,1,Wyatt Ulrich,BOTTOM,"Called Strike, 1 Wyatt Ulrich putout (1-3) for outnumber 3",0,1,,,1,,M Ausua
19,11,John Figueroa,TOP,"Ball, Ball, Ball, Called Strike, 11 John Figueroaadvances to 1st (walk)",3,1,,,,Chris Macca,
