Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,9,Odubel Herrera,TOP,"Ball, Foul, 9 Odubel Herrera putout (fly out to the first baseman) for out number 1",1,1,,1,,Neil Lang,
2,1,Justin Wylie,TOP,"Ball, Ball, Ball, 1 Justin Wylie advances to 1st (walk)",3,0,,,,Neil Lang,
3,7,Chris Herrmann,TOP,"Ball, Called Strike, 1 Justin Wylie Scores Earned(7), 7 Chris Herrmann Scores Earned (home run)",1,1,1,,,Neil Lang,
4,17,Gavin Collins,TOP,"Ball, Foul, Ball, Foul, 17 Gavin Collins advancesto 1st (single)",2,2,1,,,Neil Lang,
5,16,Brian OGrady,TOP,"Ball, Called Strike, Foul, 16 Brian OGrady putout(fly out to center field) for out number 2",1,2,,1,,Neil Lang,
6,14,Micker Adolfo,TOP,"Ball, Swinging Strike, Foul, Foul, 14 Micker Adolfo putout (strike out swinging) for out number 3",1,2,,1,,Neil Lang,
7,1,Wyatt Ulrich,BOTTOM,"Called Strike, 1 Wyatt Ulrich putout (1-3) for outnumber 1",0,1,,,1,,D Moats
8,21,Darnell Sweeney,BOTTOM,"Ball, Foul, Foul, 21 Darnell Sweeney putout (4) for out number 2",1,2,,,1,,D Moats
9,3,Jordan Barth,BOTTOM,"Ball, Swinging Strike, Foul, Ball, 3 Jordan Barthputout (6-3) for out number 3",2,2,,,1,,D Moats
10,12,Aaron Whitefield,TOP,"Ball, 12 Aaron Whitefield advances to 1st (single)",1,0,1,,,Neil Lang,
11,47,Jacob Robson,TOP,"Ball, Ball, 12 Aaron Whitefield putout (caught stealing: CS 2-6) for out number 1, Ball, 47 Jacob Robson advances to 1st (walk)",3,0,,1,,Neil Lang,
12,4,L.J. Hatch,TOP,"Ball, Ball, 47 Jacob Robson advances to 2nd (wildpitch), Foul, 47 Jacob Robson advances to 3rd (stolen base), Swinging Strike, Foul, 47 Jacob RobsonScores Earned (4), 4 L.J. Hatch putout (sacrificefly to left fielder) for out number 2",2,2,,1,,Neil Lang,
13,9,Odubel Herrera,TOP,"Called Strike, Ball, Ball, Ball, Foul, 9 Odubel Herrera putout (strike out) for out number 3",3,2,,1,,Neil Lang,
14,11,Jabari Henry,BOTTOM,"Called Strike, Foul, 11 Jabari Henry putout (strike out swinging) for out number 1",0,2,,,1,,D Moats
15,5,Trevor Achenbach,BOTTOM,"Foul, Ball, 5 Trevor Achenbach putout (fly out tothe catcher) for out number 2",1,1,,,1,,D Moats
16,15,Welington Dotel,BOTTOM,15 Welington Dotel putout (1-3) for out number 3,0,0,,,1,,D Moats
17,1,Justin Wylie,TOP,1 Justin Wylie putout (6-3) for out number 1,0,0,,1,,Neil Lang,
18,7,Chris Herrmann,TOP,"Ball, Called Strike, Foul, Foul, 7 Chris HerrmannScores Earned (home run)",1,2,1,,,Neil Lang,
19,17,Gavin Collins,TOP,"Ball, Foul, Swinging Strike, Foul, Ball, 17 GavinCollins putout (fly out to left field) for out number 2",2,2,,1,,Neil Lang,
20,16,Brian OGrady,TOP,"Ball, 16 Brian OGrady putout (5) for out number 3",1,0,,1,,Neil Lang,
21,16,Hunter Clanin,BOTTOM,"Called Strike, Swinging Strike, 16 Hunter Clanin putout (strike out swinging) for out number 1",0,2,,,1,,D Moats
22,29,Spencer Sarringar,BOTTOM,"Foul, 29 Spencer Sarringar putout (5-3) for out number 2",0,1,,,1,,D Moats
23,0,Osvaldo Martinez,BOTTOM,"Ball, Called Strike, Ball, 0 Osvaldo Martinez putout (4-3) for out number 3",2,1,,,1,,D Moats
24,14,Micker Adolfo,TOP,14 Micker Adolfo advances to 1st (single),0,0,1,,,Neil Lang,
25,12,Aaron Whitefield,TOP,"Ball, Called Strike, 12 Aaron Whitefield advancesto 1st (single), 14 Micker Adolfo advances to 2nd(12)",1,1,1,,,Neil Lang,
26,47,Jacob Robson,TOP,"Ball, 47 Jacob Robson putout (fly out to center field) for out number 1",1,0,,1,,Neil Lang,
27,4,L.J. Hatch,TOP,"Ball, Ball, Foul, 4 L.J. Hatch putout (6) for outnumber 2",2,1,,1,,Neil Lang,
28,9,Odubel Herrera,TOP,"Ball, 9 Odubel Herrera putout (fly out to left field) for out number 3",1,0,,1,,Neil Lang,
29,1,Wyatt Ulrich,BOTTOM,"Called Strike, Ball, 1 Wyatt Ulrich putout (L5) for out number 1",1,1,,,1,,D Moats
30,21,Darnell Sweeney,BOTTOM,"Ball, Foul, Foul, Ball, Foul, 21 Darnell Sweeney putout (strike out swinging) for out number 2",2,2,,,1,,D Moats
31,3,Jordan Barth,BOTTOM,"Foul, 3 Jordan Barth advances to 1st (single)",0,1,1,,,,D Moats
32,11,Jabari Henry,BOTTOM,"Foul, Swinging Strike, 11 Jabari Henry putout (flyout to right field) for out number 3",0,2,,,1,,D Moats
33,1,Justin Wylie,TOP,"Called Strike, Foul, Ball, Ball, Ball, 1 Justin Wylie putout (strike out swinging) for out number 1",3,2,,1,,Neil Lang,
34,7,Chris Herrmann,TOP,"Called Strike, Ball, Ball, 7 Chris Herrmann putout(4-3) for out number 2",2,1,,1,,Neil Lang,
35,17,Gavin Collins,TOP,17 Gavin Collins putout (6-3) for out number 3,0,0,,1,,Neil Lang,
36,5,Trevor Achenbach,BOTTOM,"Called Strike, Ball, Ball, Foul, Foul, Ball, Foul,5 Trevor Achenbach advances to 2nd (double)",3,2,1,,,,D Moats
37,15,Welington Dotel,BOTTOM,"15 Welington Dotel advances to 1st (single), 5 Trevor Achenbach advances to 3rd (15)",0,0,1,,,,D Moats
38,16,Hunter Clanin,BOTTOM,"Foul, Ball, Ball, Ball, 16 Hunter Clanin advancesto 1st (walk), 15 Welington Dotel advances to 2nd(16)",3,1,,,,,D Moats
39,29,Spencer Sarringar,BOTTOM,"Swinging Strike, Ball, 29 Spencer Sarringar advances to 1st (fielder's choice), 15 Welington Dotel advances to 3rd (29), 5 Trevor Achenbach Scores Earned (29), 16 Hunter Clanin putout (4-6) for out number 1",1,1,,,1,,D Moats
40,0,Osvaldo Martinez,BOTTOM,0 Osvaldo Martinez putout (L5) for out number 2,0,0,,,1,,D Moats
41,1,Wyatt Ulrich,BOTTOM,"Swinging Strike, Ball, Called Strike, 1 Wyatt Ulrich putout (fly out to right field) for out number3",1,2,,,1,,D Moats
42,16,Brian OGrady,TOP,"Ball, Called Strike, 16 Brian OGrady advances to 1st (single)",1,1,1,,,Neil Lang,
43,14,Micker Adolfo,TOP,"Ball, 14 Micker Adolfo advances to 1st (single), 16 Brian OGrady advances to 2nd (14)",1,0,1,,,Neil Lang,
44,12,Aaron Whitefield,TOP,"Ball, 16 Brian OGrady advances to 3rd (12), 12 Aaron Whitefield putout (fly out to right field) forout number 1",1,0,,1,,Neil Lang,
45,47,Jacob Robson,TOP,"47 Jacob Robson advances to 1st (single), 14 Micker Adolfo advances to 2nd (47), 16 Brian OGrady Scores Earned (47)",0,0,1,,,Neil Lang,
46,4,L.J. Hatch,TOP,"Ball, Ball, Called Strike, Swinging Strike, Ball,4 L.J. Hatch advances to 2nd (double), 14 Micker Adolfo Scores Earned (4), 47 Jacob Robson Scores Earned (4)",3,2,1,,,Neil Lang,
47,9,Odubel Herrera,TOP,"Ball, Ball, Called Strike, 9 Odubel Herrera putout(fly out to left field) for out number 2",2,1,,1,,Neil Lang,
48,1,Justin Wylie,TOP,"Ball, Ball, 1 Justin Wylie putout (6) for out number 3",2,0,,1,,Neil Lang,
49,21,Darnell Sweeney,BOTTOM,"Called Strike, Swinging Strike, Ball, Ball, Ball,21 Darnell Sweeney putout (strike out swinging) for out number 1",3,2,,,1,,J Martinson
50,3,Jordan Barth,BOTTOM,"Foul, Foul, Foul, 3 Jordan Barth putout (6-3) forout number 2",0,2,,,1,,J Martinson
51,11,Jabari Henry,BOTTOM,"Called Strike, Ball, Foul, Ball, Ball, Foul, 11 Jabari Henry advances to 1st (single)",3,2,1,,,,J Martinson
52,5,Trevor Achenbach,BOTTOM,"Ball, Swinging Strike, Called Strike, Ball, Ball,5 Trevor Achenbach putout (4-3) for out number 3",3,2,,,1,,J Martinson
53,7,Chris Herrmann,TOP,"Ball, Ball, Called Strike, Ball, 7 Chris Herrmannadvances to 1st (walk)",3,1,,,,Chris LaLonde,
54,17,Gavin Collins,TOP,"Ball, Swinging Strike, 17 Gavin Collins advances to 1st (single), 7 Chris Herrmann advances to 2nd (17)",1,1,1,,,Chris LaLonde,
55,16,Brian OGrady,TOP,"Called Strike, Ball, Swinging Strike, Foul, Ball,Ball, 16 Brian OGrady advances to 1st (fielder's choice), 7 Chris Herrmann advances to 3rd (16), 17Gavin Collins putout (4-6) for out number 1",3,2,,1,,Chris LaLonde,
56,14,Micker Adolfo,TOP,"Foul, Called Strike, 14 Micker Adolfo putout (flyout to the first baseman) for out number 2",0,2,,1,,Chris LaLonde,
57,12,Aaron Whitefield,TOP,"Ball, Swinging Strike, Called Strike, Ball, 12 Aaron Whitefield putout (fly out to center field) forout number 3",2,2,,1,,Chris LaLonde,
58,15,Welington Dotel,BOTTOM,"Ball, Ball, 15 Welington Dotel putout (fly out tocenter field) for out number 1",2,0,,,1,,J Martinson
59,16,Hunter Clanin,BOTTOM,"Ball, Called Strike, Called Strike, Foul, 16 Hunter Clanin putout (3un) for out number 2",1,2,,,1,,J Martinson
60,29,Spencer Sarringar,BOTTOM,"Called Strike, Foul, Ball, Ball, Ball, Foul, 29 Spencer Sarringar advances to 1st (walk)",3,2,,,,,J Martinson
61,0,Osvaldo Martinez,BOTTOM,"Ball, Ball, Called Strike, 0 Osvaldo Martinez putout (fly out to right field) for out number 3",2,1,,,1,,J Martinson
62,47,Jacob Robson,TOP,"Ball, Called Strike, Ball, Ball, 47 Jacob Robson Scores Earned (home run)",3,1,1,,,Chris LaLonde,
63,4,L.J. Hatch,TOP,"Swinging Strike, Ball, Foul, Ball, Ball, 4 L.J. Hatch putout (strike out) for out number 1",3,2,,1,,Chris LaLonde,
64,9,Odubel Herrera,TOP,"Ball, 9 Odubel Herrera putout (4-3) for out number2",1,0,,1,,Chris LaLonde,
65,1,Justin Wylie,TOP,"Ball, Called Strike, Ball, Ball, 1 Justin Wylie advances to 1st (walk)",3,1,,,,Chris LaLonde,
66,7,Chris Herrmann,TOP,"Ball, Called Strike, Ball, Swinging Strike, 7 Chris Herrmann putout (L4) for out number 3",2,2,,1,,Chris LaLonde,
67,1,Wyatt Ulrich,BOTTOM,1 Wyatt Ulrich advances to 1st (single),0,0,1,,,,J Martinson
68,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Called Strike, 1 Wyatt Ulrichputout (1-4) for out number 1, 21 Darnell Sweeneyputout (1-4-3 DP) for out number 2",1,2,,,1,,J Martinson
69,3,Jordan Barth,BOTTOM,"Ball, Foul, Ball, Ball, 3 Jordan Barth advances to2nd (double)",3,1,1,,,,J Martinson
70,11,Jabari Henry,BOTTOM,"Ball, Ball, 11 Jabari Henry putout (fly out to left field) for out number 3",2,0,,,1,,J Martinson
71,17,Gavin Collins,TOP,"Called Strike, Ball, Called Strike, Ball, Ball, 17Gavin Collins advances to 1st (walk)",3,2,,,,Angel Lebron,
72,16,Brian OGrady,TOP,"Called Strike, Foul, 16 Brian OGrady putout (fly out to left field) for out number 1",0,2,,1,,Angel Lebron,
73,14,Micker Adolfo,TOP,"Swinging Strike, Ball, Ball, Foul, 14 Micker Adolfo putout (fly out to center field) for out number2",2,2,,1,,Angel Lebron,
74,12,Aaron Whitefield,TOP,"Ball, Ball, Foul, Ball, 12 Aaron Whitefield advances to 1st (walk), 17 Gavin Collins advances to 2nd(12)",3,1,,,,Angel Lebron,
75,47,Jacob Robson,TOP,"Called Strike, 47 Jacob Robson putout (L6) for outnumber 3",0,1,,1,,Angel Lebron,
76,5,Trevor Achenbach,BOTTOM,"Ball, Ball, Called Strike, Foul, Ball, 5 Trevor Achenbach advances to 1st (single)",3,2,1,,,,P Weigel
77,15,Welington Dotel,BOTTOM,"Called Strike, Ball, Foul, 15 Welington Dotel putout (strike out swinging) for out number 1",1,2,,,1,,P Weigel
78,16,Hunter Clanin,BOTTOM,"Ball, Called Strike, Foul, Ball, 16 Hunter Claninputout (fly out to center field) for out number 2",2,2,,,1,,P Weigel
79,29,Spencer Sarringar,BOTTOM,"Ball, Ball, Ball, Called Strike, 29 Spencer Sarringar advances to 1st (single), 5 Trevor Achenbach advances to 3rd (29)",3,1,1,,,,P Weigel
80,0,Osvaldo Martinez,BOTTOM,"Called Strike, 0 Osvaldo Martinez putout (3-1) forout number 3",0,1,,,1,,P Weigel
