Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,11,Connor Panas,TOP,11 Connor Panas Scores Earned (home run),0,0,1,,,Mitchell Walters,
2,3,Drew Devine,TOP,"Called Strike, Ball, Called Strike, Ball, Ball, 3Drew Devine putout (strike out swinging) for out number 1",3,2,,1,,Mitchell Walters,
3,7,Nick Anderson,TOP,"Called Strike, Ball, Ball, Ball, Called Strike, 7Nick Anderson advances to 1st (walk)",3,2,,,,Mitchell Walters,
4,44,Yanio Perez,TOP,"Ball, 7 Nick Anderson advances to 2nd (wild pitch), Ball, Called Strike, Swinging Strike, 44 Yanio Perez putout (strike out swinging) for out number 2",2,2,,1,,Mitchell Walters,
5,4,Will Kengor,TOP,"Swinging Strike, Foul, Ball, Ball, 4 Will Kengor putout (strike out swinging) for out number 3",2,2,,1,,Mitchell Walters,
6,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Ball, Called Strike, 21 Darnell Sweeney putout (strike out swinging) for out number 1",2,2,,,1,,T Brown
7,15,Welington Dotel,BOTTOM,"Foul, Called Strike, Ball, Foul, Foul, 15 Welington Dotel advances to 1st (single), 15 Welington Dotel advances to 2nd (stolen base)",1,2,1,,,,T Brown
8,3,Jordan Barth,BOTTOM,"Called Strike, Foul, 3 Jordan Barth putout (fly out to right field) for out number 2",0,2,,,1,,T Brown
9,11,Jabari Henry,BOTTOM,"Called Strike, Ball, Swinging Strike, Ball, Foul,Ball, Foul, 11 Jabari Henry advances to 1st (walk)",3,2,,,,,T Brown
10,1,Wyatt Ulrich,BOTTOM,"Called Strike, Foul, Foul, Ball, 1 Wyatt Ulrich advances to 1st (single), 11 Jabari Henry advances to 2nd (1), 15 Welington Dotel advances to 3rd (1)",1,2,1,,,,T Brown
11,16,Hunter Clanin,BOTTOM,"Swinging Strike, Ball, 16 Hunter Clanin putout (fly out to the first baseman) for out number 3",1,1,,,1,,T Brown
12,16,Zane Zurbrugg,TOP,"Called Strike, Swinging Strike, Foul, Foul, Ball,Ball, Ball, 16 Zane Zurbrugg putout (strike out swinging) for out number 1",3,2,,1,,Mitchell Walters,
13,5,Nate Samson,TOP,5 Nate Samson advances to 1st (single),0,0,1,,,Mitchell Walters,
14,10,Aaron Takacs,TOP,"Called Strike, Called Strike, 10 Aaron Takacs putout (strike out) for out number 2, 5 Nate Samson putout (caught stealing: CS 2-6) for out number 3",0,2,,1,,Mitchell Walters,
15,5,Trevor Achenbach,BOTTOM,"Called Strike, Swinging Strike, Ball, Ball, Foul,Ball, Foul, 5 Trevor Achenbach advances to 1st (walk)",3,2,,,,,T Brown
16,35,Shamoy Christopher,BOTTOM,"Called Strike, Ball, 5 Trevor Achenbach advances to 2nd (35), 35 Shamoy Christopher putout (6-3) forout number 1",1,1,,,1,,T Brown
17,2,Carson Clowers,BOTTOM,"Called Strike, Swinging Strike, 2 Carson Clowers putout (strike out swinging) for out number 2",0,2,,,1,,T Brown
18,21,Darnell Sweeney,BOTTOM,"Swinging Strike, Swinging Strike, 21 Darnell Sweeney putout (strike out swinging) for out number 3",0,2,,,1,,T Brown
19,21,Marshall Awtry,TOP,"Swinging Strike, Swinging Strike, Ball, 21 Marshall Awtry putout (strike out swinging) for out number 1",1,2,,1,,Mitchell Walters,
20,11,Connor Panas,TOP,"Swinging Strike, Ball, Swinging Strike, Ball, 11 Connor Panas putout (3un) for out number 2",2,2,,1,,Mitchell Walters,
21,3,Drew Devine,TOP,"Called Strike, 3 Drew Devine advances to 1st (single)",0,1,1,,,Mitchell Walters,
22,7,Nick Anderson,TOP,"7 Nick Anderson advances to 1st (fielder's choice), 3 Drew Devine putout (5-4) for out number 3",0,0,,1,,Mitchell Walters,
23,15,Welington Dotel,BOTTOM,"Called Strike, Foul, Ball, Foul, 15 Welington Dotel putout (strike out swinging) for out number 1",1,2,,,1,,T Brown
24,3,Jordan Barth,BOTTOM,"Called Strike, Foul, Ball, Ball, 3 Jordan Barth putout (fly out to left field) for out number 2",2,2,,,1,,T Brown
25,11,Jabari Henry,BOTTOM,"Swinging Strike, Ball, Ball, Ball, 11 Jabari Henryadvances to 1st (walk)",3,1,,,,,T Brown
26,1,Wyatt Ulrich,BOTTOM,"Called Strike, Ball, Ball, Swinging Strike, 1 Wyatt Ulrich putout (6) for out number 3",2,2,,,1,,T Brown
27,44,Yanio Perez,TOP,"Ball, Ball, Swinging Strike, Ball, Foul, 44 YanioPerez advances to 1st (walk)",3,2,,,,Mitchell Walters,
28,4,Will Kengor,TOP,4 Will Kengor putout (fly out to left field) for out number 1,0,0,,1,,Mitchell Walters,
29,16,Zane Zurbrugg,TOP,"Called Strike, 44 Yanio Perez putout (6-4) for outnumber 2, 16 Zane Zurbrugg advances to 1st (fielder's choice)",0,1,,1,,Mitchell Walters,
30,5,Nate Samson,TOP,"Ball, 16 Zane Zurbrugg advances to 2nd (stolen base), 5 Nate Samson putout (1-3) for out number 3",1,0,,1,,Mitchell Walters,
31,16,Hunter Clanin,BOTTOM,16 Hunter Clanin putout (3) for out number 1,0,0,,,1,,T Brown
32,5,Trevor Achenbach,BOTTOM,"Called Strike, Foul, Ball, Ball, 5 Trevor Achenbach putout (dropped 3rd strike: KS 2-3) for out number 2",2,2,,,1,,T Brown
33,35,Shamoy Christopher,BOTTOM,"Called Strike, Foul, Ball, 35 Shamoy Christopher putout (3) for out number 3",1,2,,,1,,T Brown
34,10,Aaron Takacs,TOP,"Ball, 10 Aaron Takacs advances to 2nd (double)",1,0,1,,,Mitchell Walters,
35,21,Marshall Awtry,TOP,"Foul, Foul, 21 Marshall Awtry putout (strike out swinging) for out number 1",0,2,,1,,Mitchell Walters,
36,11,Connor Panas,TOP,"Ball, Called Strike, Foul, Ball, 10 Aaron Takacs advances to 3rd (11), 11 Connor Panas putout (fly out to center field) for out number 2",2,2,,1,,Mitchell Walters,
37,3,Drew Devine,TOP,"3 Drew Devine advances to 1st (single), 10 Aaron Takacs Scores Earned (3)",0,0,1,,,Mitchell Walters,
38,7,Nick Anderson,TOP,"Ball, Foul, 7 Nick Anderson advances to 1st (single), 3 Drew Devine advances to 3rd (7)",1,1,1,,,Mitchell Walters,
39,44,Yanio Perez,TOP,"Called Strike, Swinging Strike, Ball, 7 Nick Anderson advances to 2nd (stolen base), 44 Yanio Perezadvances to 1st (single), 3 Drew Devine Scores Earned (44), 7 Nick Anderson Scores Earned (44), 44 Yanio Perez putout (8-2-6) for out number 3",1,2,1,1,,Mitchell Walters,
40,2,Carson Clowers,BOTTOM,2 Carson Clowers advances to 2nd (double)Offensive Substitution   33 Tyler Ryan subs for Darnell Sweeney.,0,0,1,,,,T Brown
41,33,Tyler Ryan,BOTTOM,"2 Carson Clowers advances to 3rd (33), 33 Tyler Ryan putout (3un) for out number 1",0,0,,,1,,T Brown
42,15,Welington Dotel,BOTTOM,"Called Strike, Swinging Strike, 15 Welington Dotelputout (strike out swinging) for out number 2",0,2,,,1,,T Brown
43,3,Jordan Barth,BOTTOM,"Ball, 3 Jordan Barth advances to 3rd (triple), 2 Carson Clowers Scores Earned (3)",1,0,1,,,,T Brown
44,11,Jabari Henry,BOTTOM,11 Jabari Henry putout (6) for out number 3,0,0,,,1,,T Brown
45,4,Will Kengor,TOP,4 Will Kengor putout (4-3) for out number 1,0,0,,1,,Mitchell Walters,
46,16,Zane Zurbrugg,TOP,"Called Strike, Ball, Ball, Ball, Swinging Strike,16 Zane Zurbrugg putout (1-3) for out number 2",3,2,,1,,Mitchell Walters,
47,5,Nate Samson,TOP,"Called Strike, Ball, Ball, Foul, Ball, 5 Nate Samson advances to 1st (single)",3,2,1,,,Mitchell Walters,
48,10,Aaron Takacs,TOP,"Ball, Ball, Swinging Strike, 10 Aaron Takacs advances to 2nd (double), 5 Nate Samson Scores Earned (10)",2,1,1,,,Mitchell Walters,
49,21,Marshall Awtry,TOP,"Ball, Ball, Foul, Foul, 21 Marshall Awtry putout (strike out) for out number 3",2,2,,1,,Mitchell Walters,
50,1,Wyatt Ulrich,BOTTOM,"Called Strike, Foul, Foul, 1 Wyatt Ulrich putout (6) for out number 1",0,2,,,1,,T Brown
51,16,Hunter Clanin,BOTTOM,"Called Strike, Ball, Ball, Called Strike, 16 Hunter Clanin putout (3) for out number 2",2,2,,,1,,T Brown
52,5,Trevor Achenbach,BOTTOM,5 Trevor Achenbach advances to 2nd (double),0,0,1,,,,T Brown
53,35,Shamoy Christopher,BOTTOM,"Ball, 35 Shamoy Christopher putout (6) for out number 3",1,0,,,1,,T Brown
54,11,Connor Panas,TOP,"Swinging Strike, Ball, Called Strike, 11 Connor Panas putout (dropped 3rd strike: KS 2-3) for out number 1",1,2,,1,,Christian Johnson,
55,3,Drew Devine,TOP,"Called Strike, Ball, Called Strike, Ball, Ball, 3Drew Devine putout (strike out swinging) for out number 2",3,2,,1,,Christian Johnson,
56,7,Nick Anderson,TOP,"Ball, Ball, Ball, 7 Nick Anderson advances to 1st(walk)",3,0,,,,Christian Johnson,
57,44,Yanio Perez,TOP,"Ball, Ball, Ball, 44 Yanio Perez advances to 1st (walk), 7 Nick Anderson advances to 2nd (44)",3,0,,,,Christian Johnson,
58,4,Will Kengor,TOP,"Called Strike, 7 Nick Anderson Scores Earned (4),44 Yanio Perez Scores Earned (4), 4 Will Kengor Scores Earned (home run)",0,1,1,,,Christian Johnson,
59,16,Zane Zurbrugg,TOP,"Called Strike, 16 Zane Zurbrugg Scores Earned (home run)",0,1,1,,,Christian Johnson,
60,5,Nate Samson,TOP,"Foul, 5 Nate Samson advances to 2nd (double)",0,1,1,,,Christian Johnson,
61,10,Aaron Takacs,TOP,"Called Strike, 10 Aaron Takacs putout (6-3) for out number 3",0,1,,1,,Christian Johnson,
62,2,Carson Clowers,BOTTOM,"Called Strike, Ball, 2 Carson Clowers putout (flyout to left field) for out number 1",1,1,,,1,,N Laio
63,33,Tyler Ryan,BOTTOM,"Swinging Strike, Called Strike, 33 Tyler Ryan putout (strike out swinging) for out number 2",0,2,,,1,,N Laio
64,15,Welington Dotel,BOTTOM,"Swinging Strike, Swinging Strike, Ball, Foul, Ball, 15 Welington Dotel putout (strike out swinging)for out number 3",2,2,,,1,,N Laio
