Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,11,Brennan Metzger,TOP,"Called Strike, Called Strike, Ball, 11 Brennan Metzger putout (strike out swinging) for out number 1",1,2,,1,,Neil Lang,
2,19,Matt Bottcher,TOP,19 Matt Bottcher Scores Earned (home run),0,0,1,,,Neil Lang,
3,15,Ryan Lidge,TOP,"Ball, Called Strike, Called Strike, Ball, 15 RyanLidge advances to 1st (single)",2,2,1,,,Neil Lang,
4,16,Josh Altmann,TOP,"Ball, Ball, Ball, Foul, Foul, 16 Josh Altmann advances to 1st (single), 15 Ryan Lidge advances to 2nd (16)",3,2,1,,,Neil Lang,
5,7,Dylan Rosa,TOP,"Ball, Ball, Swinging Strike, Swinging Strike, Foul, 7 Dylan Rosa putout (strike out swinging) for out number 2",2,2,,1,,Neil Lang,
6,3,Nick Heath,TOP,"Called Strike, Ball, Ball, Ball, 3 Nick Heath advances to 1st (walk), 16 Josh Altmann advances to 2nd (3), 15 Ryan Lidge advances to 3rd (3)",3,1,,,,Neil Lang,
7,5,Luke Mangieri,TOP,"Called Strike, Ball, 5 Luke Mangieri putout (6) for out number 3",1,1,,1,,Neil Lang,
8,1,Wyatt Ulrich,BOTTOM,"Called Strike, Ball, 1 Wyatt Ulrich advances to 1st (single)",1,1,1,,,,T Palm
9,21,Darnell Sweeney,BOTTOM,"Ball, Ball, Called Strike, Ball, 1 Wyatt Ulrich advances to 2nd (stolen base), Called Strike, 21 Darnell Sweeney advances to 1st (walk)",3,2,,,,,T Palm
10,3,Jordan Barth,BOTTOM,"Called Strike, Called Strike, 21 Darnell Sweeney advances to 2nd (stolen base), 1 Wyatt Ulrich advances to 3rd (stolen base), Foul, Foul, 3 Jordan Barth putout (strike out swinging) for out number 1",0,2,,,1,,T Palm
11,11,Jabari Henry,BOTTOM,"Foul, Ball, Swinging Strike, Ball, Ball, 11 JabariHenry putout (fly out to center field) for out number 2",3,2,,,1,,T Palm
12,20,Mike Hart,BOTTOM,"Called Strike, Ball, Foul, Ball, 20 Mike Hart advances to 1st (error by the first baseman), 1 WyattUlrich Scores Unearned (20), 21 Darnell Sweeney Scores Unearned (20)",2,2,,,,,T Palm
13,5,Trevor Achenbach,BOTTOM,5 Trevor Achenbach putout (L6) for out number 3,0,0,,,1,,T Palm
14,24,David Maberry,TOP,"Ball, Ball, 24 David Maberry advances to 1st (single)",2,0,1,,,Neil Lang,
15,14,Jesus Lujano,TOP,"Ball, Foul, 14 Jesus Lujano putout (fly out to center field) for out number 1",1,1,,1,,Neil Lang,
16,11,Brennan Metzger,TOP,"Ball, Ball, 11 Brennan Metzger advances to 1st (fielder's choice), 24 David Maberry advances to 3rd(error by the shortstop)",2,0,,,,Neil Lang,
17,19,Matt Bottcher,TOP,"19 Matt Bottcher putout (L4 Dp) for out number 2,11 Brennan Metzger putout (4-3 DP) for out number3",0,0,,1,,Neil Lang,
18,16,Hunter Clanin,BOTTOM,"Called Strike, Ball, Foul, Ball, 16 Hunter Claninputout (strike out) for out number 1",2,2,,,1,,T Palm
19,29,Spencer Sarringar,BOTTOM,"Ball, Called Strike, Called Strike, Ball, 29 Spencer Sarringar putout (strike out) for out number 2",2,2,,,1,,T Palm
20,0,Osvaldo Martinez,BOTTOM,"Ball, Called Strike, 0 Osvaldo Martinez putout (6-3) for out number 3",1,1,,,1,,T Palm
21,15,Ryan Lidge,TOP,"Called Strike, Ball, 15 Ryan Lidge putout (4-3) for out number 1",1,1,,1,,Neil Lang,
22,16,Josh Altmann,TOP,16 Josh Altmann putout (5) for out number 2,0,0,,1,,Neil Lang,
23,7,Dylan Rosa,TOP,"Ball, Ball, Foul, Foul, Ball, 7 Dylan Rosa advances to 1st (walk)",3,2,,,,Neil Lang,
24,3,Nick Heath,TOP,"Ball, Ball, 7 Dylan Rosa Scores Earned (3), 3 NickHeath Scores Earned (home run)",2,0,1,,,Neil Lang,
25,5,Luke Mangieri,TOP,"Foul, Foul, Ball, Foul, Ball, Foul, Foul, Foul, Foul, Ball, 5 Luke Mangieri putout (3un) for out number 3",3,2,,1,,Neil Lang,
26,1,Wyatt Ulrich,BOTTOM,"Called Strike, Foul, Ball, Foul, Foul, Foul, Ball,Foul, 1 Wyatt Ulrich advances to 1st (error by the third baseman)",2,2,,,,,T Palm
27,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Foul, Ball, 21 Darnell Sweeney putout (strike out swinging) for out number 1, 1Wyatt Ulrich putout (caught stealing: CS 1-3-4) for out number 2",2,2,,,1,,T Palm
28,3,Jordan Barth,BOTTOM,"Ball, Foul, Foul, Ball, 3 Jordan Barth advances to1st (single)",2,2,1,,,,T Palm
29,11,Jabari Henry,BOTTOM,"Called Strike, Swinging Strike, 11 Jabari Henry putout (strike out swinging) for out number 3",0,2,,,1,,T Palm
30,24,David Maberry,TOP,24 David Maberry Scores Earned (home run),0,0,1,,,Neil Lang,
31,14,Jesus Lujano,TOP,"Ball, Foul, 14 Jesus Lujano advances to 1st (single)",1,1,1,,,Neil Lang,
32,11,Brennan Metzger,TOP,"Ball, Called Strike, Foul, Ball, 11 Brennan Metzger putout (fly out to left field) for out number 1",2,2,,1,,Neil Lang,
33,19,Matt Bottcher,TOP,"Ball, 19 Matt Bottcher putout (fly out to the third baseman) for out number 2",1,0,,1,,Neil Lang,
34,15,Ryan Lidge,TOP,"Ball, Ball, Foul, 15 Ryan Lidge putout (fly out tocenter field) for out number 3",2,1,,1,,Neil Lang,
35,20,Mike Hart,BOTTOM,20 Mike Hart advances to 1st (single),0,0,1,,,,T Palm
36,5,Trevor Achenbach,BOTTOM,"5 Trevor Achenbach advances to 1st (single), 20 Mike Hart advances to 2nd (5)",0,0,1,,,,T Palm
37,16,Hunter Clanin,BOTTOM,"Swinging Strike, Ball, 16 Hunter Clanin advances to 1st (fielder's choice), 20 Mike Hart advances to3rd (16), 5 Trevor Achenbach putout (4-6) for outnumber 1",1,1,,,1,,T Palm
38,29,Spencer Sarringar,BOTTOM,"Ball, 29 Spencer Sarringar advances to 1st (single), 16 Hunter Clanin advances to 2nd (29), 20 MikeHart Scores Earned (29)",1,0,1,,,,T Palm
39,0,Osvaldo Martinez,BOTTOM,"Called Strike, Foul, 0 Osvaldo Martinez advances to 1st (hit by pitch), 29 Spencer Sarringar advances to 2nd (0), 16 Hunter Clanin advances to 3rd (0)",0,2,,,,,T Palm
40,1,Wyatt Ulrich,BOTTOM,"Ball, 16 Hunter Clanin Scores Earned (1), 1 WyattUlrich putout (4-3) for out number 2",1,0,,,1,,T Palm
41,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, 0 Osvaldo Martinez advances to 2nd (1), 29 Spencer Sarringar advances to 3rd (1), Called Strike, Ball, 21 Darnell Sweeney putout(strike out) for out number 3",2,2,,,1,,T Palm
42,16,Josh Altmann,TOP,"Ball, Ball, Ball, Called Strike, 16 Josh Altmann advances to 1st (walk)",3,1,,,,Neil Lang,
43,7,Dylan Rosa,TOP,"Called Strike, 7 Dylan Rosa putout (fly out to right field) for out number 1",0,1,,1,,Neil Lang,
44,3,Nick Heath,TOP,"Foul, Ball, 16 Josh Altmann advances to 2nd (stolen base), Called Strike, 3 Nick Heath putout (strike out swinging) for out number 2",1,2,,1,,Neil Lang,
45,5,Luke Mangieri,TOP,"Ball, Foul, Ball, Swinging Strike, 5 Luke Mangieriputout (fly out to the third baseman) for out number 3",2,2,,1,,Neil Lang,
46,3,Jordan Barth,BOTTOM,"Ball, 3 Jordan Barth Scores Earned (home run)",1,0,1,,,,T Palm
47,11,Jabari Henry,BOTTOM,11 Jabari Henry Scores Earned (home run),0,0,1,,,,T Palm
48,20,Mike Hart,BOTTOM,"Called Strike, Called Strike, 20 Mike Hart putout(fly out to right field) for out number 1",0,2,,,1,,T Palm
