Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,11,Evan Alexander,TOP,11 Evan Alexander putout (P1) for out number 1,0,0,,1,,Chris Hardin,
2,13,Manuel Boscan,TOP,"Called Strike, 13 Manuel Boscan advances to 1st (error by the second baseman)",0,1,,,,Chris Hardin,
3,22,Dillon Thomas,TOP,"Foul, Called Strike, 22 Dillon Thomas advances to2nd (double), 13 Manuel Boscan advances to 3rd (22)",0,2,1,,,Chris Hardin,
4,4,Leobaldo Pina,TOP,"Ball, Called Strike, Foul, Ball, Ball, 4 LeobaldoPina advances to 1st (walk)",3,2,,,,Chris Hardin,
5,24,John Silviano,TOP,"24 John Silviano advances to 2nd (double), 13 Manuel Boscan Scores Unearned (24), 22 Dillon Thomas Scores Earned (24), 4 Leobaldo Pina Scores Earned (24)",0,0,1,,,Chris Hardin,
6,16,Correlle Prime,TOP,"Called Strike, Called Strike, Ball, Foul, 16 Correlle Prime putout (P4) for out number 2",1,2,,1,,Chris Hardin,
7,2,Sam Dexter,TOP,"Ball, Ball, 24 John Silviano Scores Unearned (2),2 Sam Dexter Scores Unearned (home run)",2,0,1,,,Chris Hardin,
8,3,Nick Novak,TOP,"Ball, Swinging Strike, 3 Nick Novak putout (fly out to right field) for out number 3",1,1,,1,,Chris Hardin,
9,21,Darnell Sweeney,BOTTOM,"21 Darnell Sweeney advances to 1st (single), 21 Darnell Sweeney advances to 3rd (error by the rightfielder)",0,0,1,,,,C Prime
10,1,Wyatt Ulrich,BOTTOM,"Called Strike, Ball, Foul, Ball, 1 Wyatt Ulrich putout (strike out) for out number 1",2,2,,,1,,C Prime
11,15,Welington Dotel,BOTTOM,"Swinging Strike, 15 Welington Dotel advances to 1st (single), 21 Darnell Sweeney Scores Earned (15)",0,1,1,,,,C Prime
12,20,Mike Hart,BOTTOM,"Called Strike, 15 Welington Dotel advances to 2nd(stolen base), Ball, Ball, 15 Welington Dotel advances to 3rd (20), 20 Mike Hart putout (4-3) for out number 2",2,1,,,1,,C Prime
13,11,Jabari Henry,BOTTOM,"Ball, Ball, Ball, Called Strike, 11 Jabari Henry advances to 1st (single), 15 Welington Dotel ScoresEarned (11)",3,1,1,,,,C Prime
14,3,Jordan Barth,BOTTOM,"Called Strike, Foul, 3 Jordan Barth putout (strikeout swinging) for out number 3",0,2,,,1,,C Prime
15,14,B.J. Lopez,TOP,14 B.J. Lopez advances to 1st (single),0,0,1,,,Chris Hardin,
16,11,Evan Alexander,TOP,"Ball, Ball, 11 Evan Alexander putout (P4) for outnumber 1",2,0,,1,,Chris Hardin,
17,13,Manuel Boscan,TOP,"Ball, Ball, Ball, 14 B.J. Lopez putout (6) for outnumber 2, 13 Manuel Boscan putout (6-3 DP) for out number 3",3,0,,1,,Chris Hardin,
18,16,Hunter Clanin,BOTTOM,"Called Strike, Called Strike, Ball, Ball, 16 Hunter Clanin putout (P4) for out number 1",2,2,,,1,,C Prime
19,33,Tyler Ryan,BOTTOM,"Ball, Ball, Foul, Swinging Strike, 33 Tyler Ryan putout (strike out) for out number 2",2,2,,,1,,C Prime
20,2,Carson Clowers,BOTTOM,"Foul, Ball, Foul, Ball, Foul, 2 Carson Clowers putout (strike out) for out number 3",2,2,,,1,,C Prime
21,22,Dillon Thomas,TOP,"Foul, 22 Dillon Thomas advances to 2nd (double)",0,1,1,,,Chris Hardin,
22,4,Leobaldo Pina,TOP,4 Leobaldo Pina advances to 1st (error by the third baseman),0,0,,,,Chris Hardin,
23,24,John Silviano,TOP,"Ball, Ball, Ball, 24 John Silviano advances to 1st(walk), 4 Leobaldo Pina advances to 2nd (24), 22Dillon Thomas advances to 3rd (24)",3,0,,,,Chris Hardin,
24,16,Correlle Prime,TOP,"22 Dillon Thomas Scores Earned (16), 16 Correlle Prime putout (sacrifice fly to left fielder) for out number 1",0,0,,1,,Chris Hardin,
25,2,Sam Dexter,TOP,"Swinging Strike, Ball, Foul, 24 John Silviano putout (6-4) for out number 2, 2 Sam Dexter putout (6-4-3 DP) for out number 3",1,2,,1,,Chris Hardin,
26,21,Darnell Sweeney,BOTTOM,"Ball, Called Strike, Called Strike, Ball, Ball, 21Darnell Sweeney advances to 1st (walk)",3,2,,,,,C Prime
27,1,Wyatt Ulrich,BOTTOM,"Ball, Ball, 21 Darnell Sweeney advances to 2nd (stolen base), 1 Wyatt Ulrich advances to 3rd (triple), 21 Darnell Sweeney Scores Earned (1)",2,0,1,,,,C Prime
28,15,Welington Dotel,BOTTOM,"Called Strike, Called Strike, Ball, Foul, 15 Welington Dotel putout (strike out swinging) for out number 1",1,2,,,1,,C Prime
29,20,Mike Hart,BOTTOM,"Ball, Swinging Strike, Ball, Ball, Called Strike,20 Mike Hart advances to 1st (walk)",3,2,,,,,C Prime
30,11,Jabari Henry,BOTTOM,"Ball, Ball, Ball, Called Strike, Foul, 11 Jabari Henry advances to 1st (walk), 20 Mike Hart advancesto 2nd (11)",3,2,,,,,C Prime
31,3,Jordan Barth,BOTTOM,"3 Jordan Barth advances to 1st (fielder's choice),20 Mike Hart advances to 3rd (3), 1 Wyatt UlrichScores Earned (3), 11 Jabari Henry putout (5-4) for out number 2",0,0,,,1,,C Prime
32,16,Hunter Clanin,BOTTOM,"Ball, Ball, Ball, Called Strike, 16 Hunter Claninadvances to 1st (walk), 3 Jordan Barth advances to2nd (16)",3,1,,,,,C Prime
33,33,Tyler Ryan,BOTTOM,"33 Tyler Ryan advances to 2nd (double), 20 Mike Hart Scores Earned (33), 3 Jordan Barth Scores Earned (33), 16 Hunter Clanin Scores Earned (33)",0,0,1,,,,C Prime
34,2,Carson Clowers,BOTTOM,"2 Carson Clowers advances to 1st (single), 33 Tyler Ryan Scores Earned (2)",0,0,1,,,,C Prime
35,21,Darnell Sweeney,BOTTOM,"Ball, 21 Darnell Sweeney putout (fly out to left field) for out number 3",1,0,,,1,,C Prime
36,3,Nick Novak,TOP,"Called Strike, Swinging Strike, Ball, 3 Nick Novakputout (fly out to the third baseman) for out number 1",1,2,,1,,Chris Hardin,
37,14,B.J. Lopez,TOP,"Ball, Ball, Foul, 14 B.J. Lopez putout (fly out tocenter field) for out number 2",2,1,,1,,Chris Hardin,
38,11,Evan Alexander,TOP,"Ball, Ball, Called Strike, Swinging Strike, 11 Evan Alexander putout (strike out swinging) for out number 3",2,2,,1,,Chris Hardin,
39,1,Wyatt Ulrich,BOTTOM,"Ball, Swinging Strike, 1 Wyatt Ulrich advances to2nd (double)",1,1,1,,,,C Prime
40,15,Welington Dotel,BOTTOM,"Ball, 15 Welington Dotel advances to 1st (single),1 Wyatt Ulrich advances to 3rd (15)",1,0,1,,,,C Prime
41,20,Mike Hart,BOTTOM,"Ball, Ball, Called Strike, Ball, Swinging Strike,15 Welington Dotel advances to 2nd (stolen base),20 Mike Hart putout (strike out) for out number 1",3,2,,,1,,C Prime
