Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,21,Darnell Sweeney,TOP,"Swinging Strike, Ball, Ball, Ball, 21 Darnell Sweeney advances to 1st (walk)",3,1,,,,Z Keenan,
2,3,Jordan Barth,TOP,"Called Strike, Pickoff attempt at 1st base (pitcher to first baseman), Ball, Ball, 3 Jordan Barth advances to 1st (single), 21 Darnell Sweeney advances to 2nd (3)",2,1,1,,,Z Keenan,
3,15,Welington Dotel,TOP,"Ball, 15 Welington Dotel advances to 1st (fielder's choice), 21 Darnell Sweeney advances to 3rd (15), 3 Jordan Barth putout (5-4) for out number 1",1,0,,1,,Z Keenan,
4,11,Jabari Henry,TOP,"Called Strike, Ball, Swinging Strike, 11 Jabari Henry putout (strike out swinging) for out number 2",1,2,,1,,Z Keenan,
5,20,Mike Hart,TOP,20 Mike Hart putout (fly out to the shortstop) forout number 3,0,0,,1,,Z Keenan,
6,16,Zane Zurbrugg,BOTTOM,16 Zane Zurbrugg putout (fly out to right field) for out number 1,0,0,,,1,,Neil Lang
7,11,Connor Panas,BOTTOM,"Called Strike, Ball, 11 Connor Panas putout (fly out to center field) for out number 2",1,1,,,1,,Neil Lang
8,7,Nick Anderson,BOTTOM,7 Nick Anderson putout (4-3) for out number 3,0,0,,,1,,Neil Lang
9,16,Hunter Clanin,TOP,"Ball, Foul, 16 Hunter Clanin putout (5-3) for outnumber 1",1,1,,1,,Z Keenan,
10,0,Osvaldo Martinez,TOP,"Called Strike, 0 Osvaldo Martinez putout (fly outto right field) for out number 2",0,1,,1,,Z Keenan,
11,33,Tyler Ryan,TOP,33 Tyler Ryan putout (L6) for out number 3,0,0,,1,,Z Keenan,
12,44,Yanio Perez,BOTTOM,"Ball, Called Strike, Foul, Foul, 44 Yanio Perez advances to 1st (single)",1,2,1,,,,Neil Lang
13,4,Will Kengor,BOTTOM,"Swinging Strike, 4 Will Kengor advances to 1st (fielder's choice), 44 Yanio Perez putout (4-6) for out number 1",0,1,,,1,,Neil Lang
14,5,Nate Samson,BOTTOM,5 Nate Samson putout (fly out to the second baseman) for out number 2,0,0,,,1,,Neil Lang
15,25,Luke Roskam,BOTTOM,25 Luke Roskam putout (3U) for out number 3,0,0,,,1,,Neil Lang
16,1,Wyatt Ulrich,TOP,"Ball, Foul, Foul, Ball, Ball, 1 Wyatt Ulrich putout (L3) for out number 1",3,2,,1,,Z Keenan,
17,21,Darnell Sweeney,TOP,21 Darnell Sweeney putout (fly out to left field)for out number 2,0,0,,1,,Z Keenan,
18,3,Jordan Barth,TOP,"Ball, Foul, Foul, 3 Jordan Barth putout (6-3) forout number 3",1,2,,1,,Z Keenan,
19,10,Aaron Takacs,BOTTOM,"Foul, Ball, Ball, Foul, 10 Aaron Takacs putout (3U) for out number 1",2,2,,,1,,Neil Lang
