Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,21,Darnell Sweeney,TOP,"Foul, Called Strike, Ball, 21 Darnell Sweeney putout (strike out swinging) for out number 1",1,2,,1,,R Delgado,
2,1,Wyatt Ulrich,TOP,"Ball, Foul, Ball, 1 Wyatt Ulrich putout (4-3) forout number 2",2,1,,1,,R Delgado,
3,3,Jordan Barth,TOP,"Ball, Swinging Strike, Foul, 3 Jordan Barth putout(P6) for out number 3",1,2,,1,,R Delgado,
4,20,Blake Tiberi,BOTTOM,"Called Strike, Called Strike, Ball, 20 Blake Tiberi putout (fly out to the left fielder in foul territory) for out number 1",1,2,,,1,,Chris Hardin
5,17,Thomas Jones,BOTTOM,"Ball, Foul, Ball, Called Strike, 17 Thomas Jones advances to 1st (single)",2,2,1,,,,Chris Hardin
6,7,Demetrius Sims,BOTTOM,"Ball, Foul, Pickoff attempt at 1st base (pitcher to first baseman), 7 Demetrius Sims advances to 1st(single), 17 Thomas Jones advances to 3rd (7)",1,1,1,,,,Chris Hardin
7,4,Steven Sensley,BOTTOM,"Ball, Ball, Ball, 4 Steven Sensley advances to 1st(walk), 7 Demetrius Sims advances to 2nd (4)",3,0,,,,,Chris Hardin
8,9,Marcus Chiu,BOTTOM,"Swinging Strike, Ball, 9 Marcus Chiu putout (3 Dp)for out number 2, 4 Steven Sensley putout (3-3 DP) for out number 3",1,1,,,1,,Chris Hardin
9,11,Jabari Henry,TOP,"Ball, Ball, Called Strike, Ball, Foul, 11 Jabari Henry putout (strike out swinging) for out number 1",3,2,,1,,R Delgado,
10,20,Mike Hart,TOP,"Ball, Swinging Strike, Swinging Strike, Ball, Ball, Foul, 20 Mike Hart advances to 1st (walk)",3,2,,,,R Delgado,
11,5,Trevor Achenbach,TOP,"Ball, Called Strike, Ball, Foul, Ball, 5 Trevor Achenbach putout (strike out swinging) for out number 2",3,2,,1,,R Delgado,
12,16,Hunter Clanin,TOP,"Ball, Ball, Ball, Called Strike, 16 Hunter Claninadvances to 1st (walk), 20 Mike Hart advances to 2nd (16)",3,1,,,,R Delgado,
13,29,Spencer Sarringar,TOP,"Called Strike, Ball, 29 Spencer Sarringar putout (5-3) for out number 3",1,1,,1,,R Delgado,
14,25,Curtis Terry,BOTTOM,25 Curtis Terry Scores Earned (home run),0,0,1,,,,Chris Hardin
15,15,Kevin Maitan,BOTTOM,"Ball, Foul, Swinging Strike, 15 Kevin Maitan putout (strike out) for out number 1",1,2,,,1,,Chris Hardin
16,13,Brian Rey,BOTTOM,"Called Strike, Ball, Foul, 13 Brian Rey putout (fly out to center field) for out number 2",1,2,,,1,,Chris Hardin
17,14,Tyler Hill,BOTTOM,"Ball, Ball, Foul, 14 Tyler Hill advances to 1st (hit by pitch)",2,1,,,,,Chris Hardin
18,20,Blake Tiberi,BOTTOM,20 Blake Tiberi putout (fly out to center field) for out number 3,0,0,,,1,,Chris Hardin
19,0,Osvaldo Martinez,TOP,"Called Strike, 0 Osvaldo Martinez putout (6-3) forout number 1",0,1,,1,,R Delgado,
20,21,Darnell Sweeney,TOP,"Foul, Ball, Ball, Foul, 21 Darnell Sweeney putout(L4) for out number 2",2,2,,1,,R Delgado,
21,1,Wyatt Ulrich,TOP,"Foul, Ball, Ball, Called Strike, 1 Wyatt Ulrich putout (5-3) for out number 3",2,2,,1,,R Delgado,
22,17,Thomas Jones,BOTTOM,17 Thomas Jones advances to 1st (hit by pitch),0,0,,,,,Chris Hardin
23,7,Demetrius Sims,BOTTOM,"17 Thomas Jones putout (6-4) for out number 1, 7 Demetrius Sims putout (6-4-3 DP) for out number 2",0,0,,,1,,Chris Hardin
24,4,Steven Sensley,BOTTOM,"Ball, Called Strike, Ball, Ball, Called Strike, 4Steven Sensley advances to 1st (walk)",3,2,,,,,Chris Hardin
25,9,Marcus Chiu,BOTTOM,"Called Strike, Ball, Swinging Strike, Pickoff attempt at 1st base (catcher to first baseman), Foul,Ball, Ball, 9 Marcus Chiu putout (fly out to center field) for out number 3",3,2,,,1,,Chris Hardin
26,3,Jordan Barth,TOP,"Called Strike, 3 Jordan Barth putout (1-3) for outnumber 1",0,1,,1,,R Delgado,
27,11,Jabari Henry,TOP,"Ball, Called Strike, Ball, Ball, Called Strike, 11Jabari Henry putout (5-3) for out number 2",3,2,,1,,R Delgado,
28,20,Mike Hart,TOP,20 Mike Hart putout (P6) for out number 3,0,0,,1,,R Delgado,
29,25,Curtis Terry,BOTTOM,"Ball, Called Strike, Foul, Ball, Ball, 25 Curtis Terry putout (strike out) for out number 1",3,2,,,1,,Chris Hardin
30,15,Kevin Maitan,BOTTOM,"Foul, Foul, 15 Kevin Maitan putout (strike out swinging) for out number 2",0,2,,,1,,Chris Hardin
