Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,21,Darnell Sweeney,TOP,"Ball, Foul, Swinging Strike, 21 Darnell Sweeney putout (strike out swinging) for out number 1",1,2,,1,,A Aris,
2,3,Jordan Barth,TOP,"Ball, Foul, Foul, 3 Jordan Barth putout (fly out to right field) for out number 2",1,2,,1,,A Aris,
3,15,Welington Dotel,TOP,"Ball, 15 Welington Dotel advances to 3rd (triple)",1,0,1,,,A Aris,
4,11,Jabari Henry,TOP,"Called Strike, Foul, Ball, 11 Jabari Henry putout(strike out) for out number 3",1,2,,1,,A Aris,
5,5,Nate Samson,BOTTOM,"Ball, 5 Nate Samson advances to 1st (single)",1,0,1,,,,Ty Culbreth
6,11,Connor Panas,BOTTOM,"Swinging Strike, 11 Connor Panas putout (fly out to the third baseman in foul territory) for out number 1",0,1,,,1,,Ty Culbreth
7,7,Nick Anderson,BOTTOM,"Ball, Ball, Swinging Strike, Called Strike, Ball,7 Nick Anderson advances to 1st (walk), 5 Nate Samson advances to 2nd (7)",3,2,,,,,Ty Culbreth
8,44,Yanio Perez,BOTTOM,"Ball, 44 Yanio Perez advances to 2nd (double), 5 Nate Samson Scores Earned (44), 7 Nick Anderson Scores Earned (44)",1,0,1,,,,Ty Culbreth
9,4,Will Kengor,BOTTOM,"Called Strike, Foul, 44 Yanio Perez advances to 3rd (4), 4 Will Kengor putout (3-1) for out number 2",0,2,,,1,,Ty Culbreth
10,25,Luke Roskam,BOTTOM,"Ball, Ball, 25 Luke Roskam putout (fly out to center field) for out number 3",2,0,,,1,,Ty Culbreth
11,20,Mike Hart,TOP,"Foul, 20 Mike Hart putout (fly out to left field)for out number 1",0,1,,1,,A Aris,
12,0,Osvaldo Martinez,TOP,"Ball, Ball, Ball, Called Strike, 0 Osvaldo Martinez putout (fly out to the second baseman) for out number 2",3,1,,1,,A Aris,
13,16,Hunter Clanin,TOP,"Foul, Ball, Ball, Foul, Ball, Foul, Foul, 16 Hunter Clanin putout (strike out swinging) for out number 3",3,2,,1,,A Aris,
14,3,Drew Devine,BOTTOM,"Called Strike, Foul, Ball, 3 Drew Devine advancesto 1st (single)",1,2,1,,,,Ty Culbreth
15,10,Aaron Takacs,BOTTOM,"Ball, Pickoff attempt at 1st base (pitcher to first baseman), 10 Aaron Takacs putout (fly out to left field) for out number 1",1,0,,,1,,Ty Culbreth
16,9,Matt Goodheart,BOTTOM,"Foul, Ball, 3 Drew Devine advances to 2nd (wild pitch), Foul, Ball, Pickoff attempt at 2nd base (pitcher to shortstop), 9 Matt Goodheart putout (strike out swinging) for out number 2",2,2,,,1,,Ty Culbreth
17,5,Nate Samson,BOTTOM,"Called Strike, Ball, Foul, Foul, Foul, 5 Nate Samson putout (fly out to left field) for out number 3",1,2,,,1,,Ty Culbreth
18,33,Tyler Ryan,TOP,33 Tyler Ryan putout (fly out to right field) forout number 1,0,0,,1,,A Aris,
19,1,Wyatt Ulrich,TOP,"Ball, Ball, Ball, Called Strike, Foul, 1 Wyatt Ulrich putout (fly out to left field) for out number2",3,2,,1,,A Aris,
20,21,Darnell Sweeney,TOP,"Ball, 21 Darnell Sweeney putout (fly out to the first baseman in foul territory) for out number 3",1,0,,1,,A Aris,
21,11,Connor Panas,BOTTOM,"Called Strike, 11 Connor Panas advances to 1st (single)",0,1,1,,,,Ty Culbreth
22,7,Nick Anderson,BOTTOM,"Ball, 7 Nick Anderson advances to 2nd (double), 11Connor Panas advances to 3rd (7)",1,0,1,,,,Ty Culbreth
23,44,Yanio Perez,BOTTOM,"Called Strike, Ball, Foul, Ball, Ball, Foul, Foul,Foul, Foul, 7 Nick Anderson advances to 3rd (44),11 Connor Panas Scores Earned (44), 44 Yanio Perez putout (4-3) for out number 1",3,2,,,1,,Ty Culbreth
24,4,Will Kengor,BOTTOM,4 Will Kengor putout (6-3) for out number 2,0,0,,,1,,Ty Culbreth
25,25,Luke Roskam,BOTTOM,"Swinging Strike, Ball, Foul, 25 Luke Roskam putout(P4) for out number 3",1,2,,,1,,Ty Culbreth
