Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,11,Evan Alexander,TOP,"Ball, Called Strike, Swinging Strike, Ball, 11 Evan Alexander advances to 1st (single)",2,2,1,,,Seth Miller,
2,16,Correlle Prime,TOP,"Ball, Called Strike, Ball, 16 Correlle Prime putout (fly out to center field) for out number 1",2,1,,1,,Seth Miller,
3,26,Scott Schreiber,TOP,"Ball, Swinging Strike, Foul, Ball, Foul, 26 ScottSchreiber putout (strike out) for out number 2",2,2,,1,,Seth Miller,
4,13,Manuel Boscan,TOP,13 Manuel Boscan putout (4-3) for out number 3,0,0,,1,,Seth Miller,
5,1,Wyatt Ulrich,BOTTOM,"Ball, 1 Wyatt Ulrich putout (fly out to center field) for out number 1",1,0,,,1,,C Prime
6,3,Jordan Barth,BOTTOM,"Ball, Ball, 3 Jordan Barth advances to 1st (hit bypitch)",2,0,,,,,C Prime
7,21,Darnell Sweeney,BOTTOM,"21 Darnell Sweeney advances to 1st (fielder's choice), 3 Jordan Barth putout (4-6) for out number 2",0,0,,,1,,C Prime
8,11,Jabari Henry,BOTTOM,"Called Strike, 21 Darnell Sweeney putout (caught stealing: CS 2-6) for out number 3",0,1,,,1,,C Prime
9,1,Alec Olund,TOP,"Ball, Called Strike, Swinging Strike, Foul, 1 AlecOlund putout (5-3) for out number 1",1,2,,1,,Seth Miller,
10,3,Nick Novak,TOP,3 Nick Novak putout (P6) for out number 2,0,0,,1,,Seth Miller,
11,2,Sam Dexter,TOP,"Ball, Ball, 2 Sam Dexter advances to 1st (single)",2,0,1,,,Seth Miller,
12,23,Andy Gravdahl,TOP,"Ball, 23 Andy Gravdahl putout (3U) for out number3",1,0,,1,,Seth Miller,
13,11,Jabari Henry,BOTTOM,"Swinging Strike, Ball, Ball, Foul, Ball, 11 JabariHenry advances to 1st (walk)",3,2,,,,,C Prime
14,20,Mike Hart,BOTTOM,"Foul, Ball, 11 Jabari Henry advances to 2nd (wildpitch), 11 Jabari Henry advances to 3rd (20), 20 Mike Hart putout (1-3) for out number 1",1,1,,,1,,C Prime
15,5,Trevor Achenbach,BOTTOM,"Swinging Strike, Swinging Strike, Ball, Ball, Ball, 5 Trevor Achenbach putout (strike out swinging)for out number 2",3,2,,,1,,C Prime
16,16,Hunter Clanin,BOTTOM,"Ball, 16 Hunter Clanin putout (5-3) for out number3",1,0,,,1,,C Prime
