Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,21,Darnell Sweeney,TOP,"Ball, Foul, Ball, Foul, Ball, 21 Darnell Sweeney putout (fly out to the second baseman) for out number 1",3,2,,1,,R Zimmerman,
2,1,Wyatt Ulrich,TOP,"Called Strike, Ball, Ball, Foul, Foul, Foul, 1 Wyatt Ulrich putout (6-3) for out number 2",2,2,,1,,R Zimmerman,
3,15,Welington Dotel,TOP,"Called Strike, Foul, 15 Welington Dotel putout (strike out swinging) for out number 3",0,2,,1,,R Zimmerman,
4,21,Gabriel Cancel,BOTTOM,"Foul, Called Strike, Foul, 21 Gabriel Cancel putout (6-3) for out number 1",0,2,,,1,,Mitchell Walters
5,14,Cam Balego,BOTTOM,"Ball, Swinging Strike, Called Strike, Foul, Foul,Ball, Ball, 14 Cam Balego putout (1-3) for out number 2",3,2,,,1,,Mitchell Walters
6,13,Miguel Gomez,BOTTOM,"Called Strike, Ball, 13 Miguel Gomez advances to 1st (single to center field)",1,1,1,,,,Mitchell Walters
7,5,Roy Morales,BOTTOM,"Ball, Ball, Called Strike, 5 Roy Morales putout (fly out to right field) for out number 3",2,1,,,1,,Mitchell Walters
8,20,Mike Hart,TOP,"Called Strike, Swinging Strike, Foul, Ball, Foul,Foul, Ball, Ball, Foul, 20 Mike Hart advances to 1st (walk)",3,2,,,,R Zimmerman,
9,11,Jabari Henry,TOP,"Called Strike, Called Strike, Foul, Ball, 11 Jabari Henry putout (strike out swinging) for out number 1",1,2,,1,,R Zimmerman,
10,16,Hunter Clanin,TOP,"Called Strike, Pickoff attempt at 1st base (pitcher to first baseman), Ball, 20 Mike Hart putout (1-4) for out number 2, 16 Hunter Clanin putout (1-4-3 DP) for out number 3",1,1,,1,,R Zimmerman,
11,26,Drew Ward,BOTTOM,"Ball, Ball, Ball, Called Strike, Called Strike, 26Drew Ward putout (strike out swinging) for out number 1",3,2,,,1,,Mitchell Walters
12,27,Cam Redding,BOTTOM,"Ball, Swinging Strike, 27 Cam Redding advances to1st (single to right field)",1,1,1,,,,Mitchell Walters
13,11,Aaron Hill,BOTTOM,"Ball, Called Strike, Foul, Pickoff attempt at 1stbase (pitcher to first baseman), Foul, Ball, 27 Cam Redding putout (4-6) for out number 2, 11 AaronHill putout (4-6-3 DP) for out number 3",2,2,,,1,,Mitchell Walters
14,3,Jordan Barth,TOP,"Ball, 3 Jordan Barth putout (fly out to right field) for out number 1",1,0,,1,,R Zimmerman,
15,35,Shamoy Christopher,TOP,"Ball, Called Strike, 35 Shamoy Christopher putout(fly out to the shortstop) for out number 2",1,1,,1,,R Zimmerman,
16,5,Trevor Achenbach,TOP,"Called Strike, Foul, 5 Trevor Achenbach putout (fly out to center field) for out number 3",0,2,,1,,R Zimmerman,
17,9,Rudy Martin,BOTTOM,"Called Strike, Foul, Ball, Foul, Ball, Foul, Ball,9 Rudy Martin putout (fly out to left field) forout number 1",3,2,,,1,,Mitchell Walters
18,22,Reggie Pruitt,BOTTOM,"Jr.   Ball, Ball, Ball, Called Strike, 22 Reggie PruittJr. advances to 1st (walk)",3,1,,,,,Mitchell Walters
19,21,Gabriel Cancel,BOTTOM,"Called Strike, Pickoff attempt at 1st base (pitcher to first baseman), 22 Reggie Pruitt Jr. advancesto 2nd (21), 21 Gabriel Cancel putout (6-3) for out number 2",0,1,,,1,,Mitchell Walters
20,14,Cam Balego,BOTTOM,"Ball, Called Strike, Swinging Strike, Ball, Ball,14 Cam Balego advances to 1st (walk)",3,2,,,,,Mitchell Walters
21,13,Miguel Gomez,BOTTOM,"Foul, 13 Miguel Gomez advances to 1st (single to left field), 14 Cam Balego advances to 3rd (13), 22Reggie Pruitt Jr. Scores Earned (13)",0,1,1,,,,Mitchell Walters
22,5,Roy Morales,BOTTOM,"Ball, Foul, Swinging Strike, Foul, Ball, 5 Roy Morales advances to 1st (single to second base), 13 Miguel Gomez advances to 3rd (5), 14 Cam Balego Scores Earned (5)",2,2,1,,,,Mitchell Walters
23,26,Drew Ward,BOTTOM,"26 Drew Ward advances to 1st (single to right field), 5 Roy Morales advances to 2nd (26), 13 MiguelGomez Scores Earned (26)",0,0,1,,,,Mitchell Walters
24,27,Cam Redding,BOTTOM,"Called Strike, 27 Cam Redding putout (6-4) for outnumber 3",0,1,,,1,,Mitchell Walters
25,21,Darnell Sweeney,TOP,"Ball, Foul, Ball, Ball, Swinging Strike, Foul, 21Darnell Sweeney advances to 2nd (double to left field)",3,2,1,,,R Zimmerman,
26,1,Wyatt Ulrich,TOP,"Ball, Ball, Called Strike, Swinging Strike, Ball,1 Wyatt Ulrich advances to 1st (walk)",3,2,,,,R Zimmerman,
27,15,Welington Dotel,TOP,"Foul, Foul, Ball, 15 Welington Dotel putout (strike out swinging) for out number 1",1,2,,1,,R Zimmerman,
28,20,Mike Hart,TOP,"Called Strike, Ball, Ball, Swinging Strike, 1 Wyatt Ulrich advances to 2nd (20), 21 Darnell Sweeneyadvances to 3rd (20), 20 Mike Hart putout (4-3) for out number 2",2,2,,1,,R Zimmerman,
29,11,Jabari Henry,TOP,"Called Strike, Ball, Ball, Ball, Called Strike, Foul, 11 Jabari Henry advances to 1st (walk)",3,2,,,,R Zimmerman,
30,16,Hunter Clanin,TOP,"Ball, Called Strike, 16 Hunter Clanin advances to1st (single to shortstop), 11 Jabari Henry advances to 2nd (16), 1 Wyatt Ulrich advances to 3rd (16), 21 Darnell Sweeney Scores Earned (16)",1,1,1,,,R Zimmerman,
31,3,Jordan Barth,TOP,"Ball, Ball, Foul, Foul, Foul, Foul, Foul, 3 JordanBarth putout (6-3) for out number 3",2,2,,1,,R Zimmerman,
32,11,Aaron Hill,BOTTOM,"Called Strike, Called Strike, Ball, Ball, 11 AaronHill advances to 1st (single to center field)",2,2,1,,,,Mitchell Walters
33,9,Rudy Martin,BOTTOM,"Ball, Pickoff attempt at 1st base (pitcher to first baseman), Ball, 11 Aaron Hill advances to 2nd (stolen base), Ball, Called Strike, 9 Rudy Martin advances to 1st (walk)",3,1,,,,,Mitchell Walters
