Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,21,Darnell Sweeney,TOP,"Foul, 21 Darnell Sweeney advances to 1st (hit by pitch)",0,1,,,,A Edwards,
2,3,Jordan Barth,TOP,"Ball, Foul, 3 Jordan Barth advances to 2nd (doubleto center field), 21 Darnell Sweeney advances to3rd (3)",1,1,1,,,A Edwards,
3,11,Jabari Henry,TOP,"Foul, Ball, Ball, Ball, Foul, 11 Jabari Henry advances to 1st (single to left field), 21 Darnell Sweeney Scores Earned (11), 3 Jordan Barth Scores Earned (11)",3,2,1,,,A Edwards,
4,20,Mike Hart,TOP,"Called Strike, Called Strike, 20 Mike Hart putout(fly out to center field) for out number 1",0,2,,1,,A Edwards,
5,15,Welington Dotel,TOP,"Called Strike, Ball, Ball, Called Strike, 15 Welington Dotel advances to 1st (single to left field),11 Jabari Henry advances to 2nd (15)",2,2,1,,,A Edwards,
6,16,Hunter Clanin,TOP,"Called Strike, Ball, Ball, Swinging Strike, 16 Hunter Clanin putout (strike out swinging) for out number 2",2,2,,1,,A Edwards,
7,5,Trevor Achenbach,TOP,"Ball, 5 Trevor Achenbach advances to 1st (hit by pitch), 15 Welington Dotel advances to 2nd (5), 11Jabari Henry advances to 3rd (5)",1,0,,,,A Edwards,
8,33,Tyler Ryan,TOP,"Swinging Strike, Swinging Strike, Ball, 33 Tyler Ryan putout (strike out swinging) for out number 3",1,2,,1,,A Edwards,
9,19,Matt Bottcher,BOTTOM,"Swinging Strike, 19 Matt Bottcher putout (fly outto left field) for out number 1",0,1,,,1,,Neil Lang
10,8,Taylor Jackson,BOTTOM,"Called Strike, 8 Taylor Jackson putout (1-3) for out number 2",0,1,,,1,,Neil Lang
11,16,Josh Altmann,BOTTOM,"Ball, Ball, Ball, Called Strike, 16 Josh Altmann putout (fly out to left field) for out number 3",3,1,,,1,,Neil Lang
12,2,Carson Clowers,TOP,"Ball, Called Strike, Swinging Strike, Ball, Ball,2 Carson Clowers putout (strike out swinging) forout number 1",3,2,,1,,A Edwards,
13,21,Darnell Sweeney,TOP,"Ball, Foul, Ball, Swinging Strike, Ball, 21 Darnell Sweeney advances to 1st (single to left field)",3,2,1,,,A Edwards,
14,3,Jordan Barth,TOP,"Foul, Ball, 21 Darnell Sweeney advances to 2nd (stolen base), Ball, Ball, 3 Jordan Barth advances to1st (single to center field), 21 Darnell Sweeneyadvances to 3rd (3)",3,1,1,,,A Edwards,
15,11,Jabari Henry,TOP,"Foul, Ball, 3 Jordan Barth advances to 2nd (pass ball), Ball, Swinging Strike, 11 Jabari Henry putout (strike out swinging) for out number 2",2,2,,1,,A Edwards,
16,20,Mike Hart,TOP,"Foul, 20 Mike Hart putout (fly out to left field)for out number 3",0,1,,1,,A Edwards,
17,24,David Maberry,BOTTOM,"Foul, Swinging Strike, 24 David Maberry advances to 2nd (double to left field)",0,2,1,,,,Neil Lang
18,14,Jesus Lujano,BOTTOM,"Ball, Foul, Ball, Ball, 14 Jesus Lujano advances to 1st (fielder's choice), 24 David Maberry putout(1-5) for out number 1",3,1,,,1,,Neil Lang
19,6,Cody Bohanek,BOTTOM,"Ball, Ball, Ball, 6 Cody Bohanek advances to 1st (walk), 14 Jesus Lujano advances to 2nd (6)",3,0,,,,,Neil Lang
20,5,Luke Mangieri,BOTTOM,"Ball, Swinging Strike, Swinging Strike, Ball, Foul, Ball, 5 Luke Mangieri putout (strike out swinging) for out number 2",3,2,,,1,,Neil Lang
21,10,Ben Livorsi,BOTTOM,"Ball, Ball, Called Strike, Ball, Foul, 10 Ben Livorsi putout (strike out) for out number 3",3,2,,,1,,Neil Lang
22,15,Welington Dotel,TOP,"Ball, Ball, Foul, Ball, Called Strike, 15 Welington Dotel advances to 1st (walk)",3,2,,,,A Edwards,
23,16,Hunter Clanin,TOP,"Ball, 15 Welington Dotel advances to 2nd (stolen base), 15 Welington Dotel advances to 3rd (error bythe catcher), Foul, Ball, Called Strike, 16 Hunter Clanin advances to 1st (single to center field),15 Welington Dotel Scores Earned (16)Pitching Substitution    34 Johnathon Tripp subs for Andrew Edwards Pitcher.",2,2,1,,,A Edwards,
24,5,Trevor Achenbach,TOP,"Ball, Called Strike, Ball, 16 Hunter Clanin putout(caught stealing: CS 2-4) for out number 1, Foul,Foul, Foul, 5 Trevor Achenbach putout (strike out) for out number 2",2,2,,1,,J Tripp,
25,33,Tyler Ryan,TOP,"Ball, Swinging Strike, 33 Tyler Ryan putout (fly out to right field) for out number 3",1,1,,1,,J Tripp,
26,4,General McArthur,BOTTOM,"IV  Ball, Swinging Strike, 4 General McArthur IV advances to 1st (single to third base)",1,1,1,,,,Neil Lang
27,19,Matt Bottcher,BOTTOM,"Called Strike, Foul, 4 General McArthur IV putout(6) for out number 1, 19 Matt Bottcher putout (6-3DP) for out number 2",0,2,,,1,,Neil Lang
28,8,Taylor Jackson,BOTTOM,"Called Strike, Ball, Foul, Ball, Foul, Ball, 8 Taylor Jackson advances to 1st (single to left field)",3,2,1,,,,Neil Lang
29,16,Josh Altmann,BOTTOM,"Ball, Ball, Called Strike, Ball, 16 Josh Altmann advances to 1st (walk), 8 Taylor Jackson advances to 2nd (16)",3,1,,,,,Neil Lang
30,24,David Maberry,BOTTOM,24 David Maberry putout (L4) for out number 3,0,0,,,1,,Neil Lang
31,2,Carson Clowers,TOP,"Swinging Strike, Called Strike, 2 Carson Clowers putout (strike out swinging) for out number 1",0,2,,1,,J Tripp,
32,21,Darnell Sweeney,TOP,"Called Strike, 21 Darnell Sweeney Scores Earned (home run)",0,1,1,,,J Tripp,
33,3,Jordan Barth,TOP,"Ball, Foul, Foul, Foul, Foul, 3 Jordan Barth putout (P4) for out number 2",1,2,,1,,J Tripp,
34,11,Jabari Henry,TOP,"Called Strike, Ball, Ball, Ball, Foul, Foul, 11 Jabari Henry advances to 1st (single to left field)",3,2,1,,,J Tripp,
35,20,Mike Hart,TOP,"Swinging Strike, Ball, Foul, Foul, Ball, Ball, Foul, 20 Mike Hart advances to 1st (walk), 11 JabariHenry advances to 2nd (20)",3,2,,,,J Tripp,
36,15,Welington Dotel,TOP,"Ball, Called Strike, Foul, Foul, 15 Welington Dotel putout (strike out swinging) for out number 3",1,2,,1,,J Tripp,
37,14,Jesus Lujano,BOTTOM,"Called Strike, 14 Jesus Lujano advances to 1st (single to left field)",0,1,1,,,,Neil Lang
38,6,Cody Bohanek,BOTTOM,"Ball, Ball, Foul, Foul, Ball, Foul, 14 Jesus Lujano advances to 2nd (wild pitch), Foul, 6 Cody Bohanek putout (5-3) for out number 1",3,2,,,1,,Neil Lang
39,5,Luke Mangieri,BOTTOM,"Foul, 5 Luke Mangieri putout (P4) for out number 2",0,1,,,1,,Neil Lang
40,10,Ben Livorsi,BOTTOM,"Foul, Ball, 14 Jesus Lujano advances to 3rd (stolen base), Ball, Swinging Strike, 10 Ben Livorsi putout (fly out to center field) for out number 3",2,2,,,1,,Neil Lang
41,16,Hunter Clanin,TOP,"Called Strike, Swinging Strike, 16 Hunter Clanin putout (strike out swinging) for out number 1",0,2,,1,,J Cheshire,
42,5,Trevor Achenbach,TOP,"Ball, Called Strike, Swinging Strike, Ball, 5 Trevor Achenbach advances to 2nd (double to center field)",2,2,1,,,J Cheshire,
43,33,Tyler Ryan,TOP,"Called Strike, Swinging Strike, 33 Tyler Ryan putout (strike out swinging) for out number 2",0,2,,1,,J Cheshire,
44,2,Carson Clowers,TOP,"Swinging Strike, Called Strike, 2 Carson Clowers advances to 1st (single to center field), 5 TrevorAchenbach Scores Earned (2)",0,2,1,,,J Cheshire,
45,21,Darnell Sweeney,TOP,"Ball, Foul, Ball, Called Strike, 2 Carson Clowersadvances to 2nd (stolen base), 21 Darnell Sweeneyputout (strike out) for out number 3",2,2,,1,,J Cheshire,
46,4,General McArthur,BOTTOM,"IV  Ball, Ball, Foul, Ball, 4 General McArthur IV advances to 1st (walk)",3,1,,,,,Neil Lang
47,19,Matt Bottcher,BOTTOM,"Foul, Ball, Ball, Foul, Ball, 19 Matt Bottcher advances to 1st (single to right field), 4 General McArthur IV advances to 2nd (19)",3,2,1,,,,Neil Lang
48,8,Taylor Jackson,BOTTOM,"Ball, Foul, 8 Taylor Jackson putout (P3) for out number 1",1,1,,,1,,Neil Lang
49,16,Josh Altmann,BOTTOM,"Called Strike, Ball, Ball, 16 Josh Altmann putout(fly out to center field) for out number 2",2,1,,,1,,Neil Lang
50,24,David Maberry,BOTTOM,"24 David Maberry advances to 1st (fielder's choice), 4 General McArthur IV putout (6-5) for out number 3",0,0,,,1,,Neil Lang
51,3,Jordan Barth,TOP,"Called Strike, 3 Jordan Barth putout (4-3) for outnumber 1",0,1,,1,,J Cheshire,
52,11,Jabari Henry,TOP,"Called Strike, Swinging Strike, Ball, Ball, 11 Jabari Henry advances to 1st (single to right field)",2,2,1,,,J Cheshire,
53,20,Mike Hart,TOP,"Foul, 20 Mike Hart putout (fly out to left field)for out number 2",0,1,,1,,J Cheshire,
54,15,Welington Dotel,TOP,"15 Welington Dotel advances to 1st (hit by pitch),11 Jabari Henry advances to 2nd (15)",0,0,,,,J Cheshire,
55,16,Hunter Clanin,TOP,"Ball, Swinging Strike, Ball, Called Strike, 16 Hunter Clanin putout (strike out swinging) for out number 3",2,2,,1,,J Cheshire,
56,14,Jesus Lujano,BOTTOM,"Called Strike, Ball, 14 Jesus Lujano advances to 2nd (double to center field)",1,1,1,,,,Neil Lang
57,6,Cody Bohanek,BOTTOM,"Foul, Ball, Foul, Ball, 6 Cody Bohanek putout (strike out swinging) for out number 1",2,2,,,1,,Neil Lang
58,5,Luke Mangieri,BOTTOM,5 Luke Mangieri putout (fly out to the third baseman in foul territory) for out number 2,0,0,,,1,,Neil Lang
59,10,Ben Livorsi,BOTTOM,"Ball, 10 Ben Livorsi advances to 1st (single to right field), 14 Jesus Lujano Scores Earned (10)",1,0,1,,,,Neil Lang
60,4,General McArthur,BOTTOM,IV  4 General McArthur IV putout (6-3) for out number3,0,0,,,1,,Neil Lang
61,5,Trevor Achenbach,TOP,"Ball, Foul, Called Strike, 5 Trevor Achenbach putout (strike out) for out number 1",1,2,,1,,J Cheshire,
62,33,Tyler Ryan,TOP,"Ball, Called Strike, Called Strike, 33 Tyler Ryanputout (strike out swinging) for out number 2",1,2,,1,,J Cheshire,
