Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,2,Michael Woodworth,TOP,"Called Strike, 2 Michael Woodworth putout (fly outto right field) for out number 1",0,1,,1,,Mitchell Walters,
2,29,Gio Diaz,TOP,29 Gio Diaz putout (4-3) for out number 2,0,0,,1,,Mitchell Walters,
3,11,Victor Nova,TOP,"Called Strike, Ball, Swinging Strike, Ball, 11 Victor Nova putout (4-3) for out number 3",2,2,,1,,Mitchell Walters,
4,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Called Strike, Foul, Foul, Ball, Ball, Foul, 21 Darnell Sweeney advances to 1st(walk)",3,2,,,,,J Vivas
5,3,Jordan Barth,BOTTOM,"Ball, 21 Darnell Sweeney advances to 2nd (stolen base), Ball, Ball, 21 Darnell Sweeney advances to 3rd (wild pitch), Called Strike, Foul, Foul, Foul,3 Jordan Barth advances to 1st (single), 21 Darnell Sweeney Scores Earned (33)",3,2,1,,,,J Vivas
6,15,Welington Dotel,BOTTOM,"Called Strike, Swinging Strike, Foul, Foul, 3 Jordan Barth putout (4) for out number 1, 15 WelingtonDotel putout (4-3 DP) for out number 2",0,2,,,1,,J Vivas
7,11,Jabari Henry,BOTTOM,"Called Strike, Called Strike, Ball, Foul, 11 Jabari Henry advances to 1st (single)",1,2,1,,,,J Vivas
8,20,Mike Hart,BOTTOM,"20 Mike Hart advances to 1st (single), 11 Jabari Henry advances to 2nd (20)",0,0,1,,,,J Vivas
9,5,Trevor Achenbach,BOTTOM,"Ball, Foul, Foul, 5 Trevor Achenbach advances to 1st (hit by pitch), 20 Mike Hart advances to 2nd (5), 11 Jabari Henry advances to 3rd (5)",1,2,,,,,J Vivas
10,16,Hunter Clanin,BOTTOM,"16 Hunter Clanin advances to 1st (single), 5 Trevor Achenbach advances to 2nd (16), 20 Mike Hart advances to 3rd (16), 11 Jabari Henry Scores Earned (16), 20 Mike Hart putout (7-2-4-2-) for out number3",0,0,1,,1,,J Vivas
11,20,LG Castillo,TOP,"Ball, Called Strike, Ball, 20 LG Castillo advancesto 1st (single)",2,1,1,,,Mitchell Walters,
12,13,Emmanuel Tapia,TOP,"Swinging Strike, Ball, Ball, Foul, Ball, 13 Emmanuel Tapia putout (P5) for out number 1",3,2,,1,,Mitchell Walters,
13,22,Francisco Del,TOP,"Valle Ball, Swinging Strike, 20 LG Castillo putout (caught stealing: CS 2-6) for out number 2, Foul, Ball,22 Francisco Del Valle putout (strike out) for out number 3",2,2,,1,,Mitchell Walters,
14,2,Marshall Rich,BOTTOM,"Foul, 2 Marshall Rich putout (L4) for out number 1",0,1,,,1,,J Vivas
15,1,Wyatt Ulrich,BOTTOM,"Called Strike, Foul, Foul, Ball, 1 Wyatt Ulrich putout (fly out to left field) for out number 2",1,2,,,1,,J Vivas
16,21,Darnell Sweeney,BOTTOM,21 Darnell Sweeney Scores Earned (home run),0,0,1,,,,J Vivas
17,3,Jordan Barth,BOTTOM,"Ball, 3 Jordan Barth putout (5-3) for out number 3",1,0,,,1,,J Vivas
18,25,Jesus Marriaga,TOP,"Ball, Foul, 25 Jesus Marriaga advances to 1st (hitby pitch)",1,1,,,,Mitchell Walters,
19,14,Marco Hernandez,TOP,"14 Marco Hernandez advances to 1st (hit by pitch),25 Jesus Marriaga advances to 2nd (14)",0,0,,,,Mitchell Walters,
20,17,Daniel Lingua,TOP,"Ball, Called Strike, Ball, Foul, 17 Daniel Linguaadvances to 1st (hit by pitch), 14 Marco Hernandezadvances to 2nd (17), 25 Jesus Marriaga advancesto 3rd (17)",2,2,,,,Mitchell Walters,
21,2,Michael Woodworth,TOP,"Called Strike, Ball, Ball, Foul, Ball, 14 Marco Hernandez advances to 3rd (2), 25 Jesus Marriaga Scores Earned (2), 17 Daniel Lingua putout (4-6) forout number 1, 2 Michael Woodworth putout (4-6-3 DP) for out number 2",3,2,,1,,Mitchell Walters,
22,29,Gio Diaz,TOP,"29 Gio Diaz advances to 2nd (double), 14 Marco Hernandez Scores Earned (29)",0,0,1,,,Mitchell Walters,
23,11,Victor Nova,TOP,"Ball, Foul, 11 Victor Nova advances to 1st (single), 29 Gio Diaz Scores Earned (11)",1,1,1,,,Mitchell Walters,
24,20,LG Castillo,TOP,"Ball, 20 LG Castillo putout (4-3) for out number 3",1,0,,1,,Mitchell Walters,
25,15,Welington Dotel,BOTTOM,"Swinging Strike, Swinging Strike, Ball, Ball, 15 Welington Dotel putout (6-3) for out number 1",2,2,,,1,,J Vivas
26,11,Jabari Henry,BOTTOM,"Ball, Called Strike, Foul, 11 Jabari Henry putout(fly out to center field) for out number 2",1,2,,,1,,J Vivas
27,20,Mike Hart,BOTTOM,"Ball, 20 Mike Hart advances to 1st (hit by pitch)",1,0,,,,,J Vivas
28,5,Trevor Achenbach,BOTTOM,"5 Trevor Achenbach advances to 2nd (double), 20 Mike Hart advances to 3rd (5)",0,0,1,,,,J Vivas
29,16,Hunter Clanin,BOTTOM,"Ball, Swinging Strike, Foul, 16 Hunter Clanin putout (strike out swinging) for out number 3",1,2,,,1,,J Vivas
30,13,Emmanuel Tapia,TOP,"Ball, Swinging Strike, Ball, Ball, Foul, 13 Emmanuel Tapia putout (strike out swinging) for out number 1",3,2,,1,,Mitchell Walters,
31,22,Francisco Del,TOP,"Valle Swinging Strike, Ball, 22 Francisco Del Valle Scores Earned (home run)",1,1,1,,,Mitchell Walters,
32,25,Jesus Marriaga,TOP,"Swinging Strike, Swinging Strike, Ball, 25 Jesus Marriaga putout (strike out swinging) for out number 2",1,2,,1,,Mitchell Walters,
33,14,Marco Hernandez,TOP,"Foul, Ball, Ball, Foul, Ball, 14 Marco Hernandez advances to 1st (single)",3,2,1,,,Mitchell Walters,
34,17,Daniel Lingua,TOP,"Called Strike, Ball, Foul, Foul, Ball, Foul, 14 Marco Hernandez putout (caught stealing: CS 1-4-6) for out number 3",2,2,,1,,Mitchell Walters,
35,2,Marshall Rich,BOTTOM,"Ball, Ball, 2 Marshall Rich putout (5-3) for out number 1",2,0,,,1,,J Vivas
36,1,Wyatt Ulrich,BOTTOM,"Called Strike, Foul, 1 Wyatt Ulrich putout (fly out to right field) for out number 2",0,2,,,1,,J Vivas
37,21,Darnell Sweeney,BOTTOM,21 Darnell Sweeney putout (4-3) for out number 3,0,0,,,1,,J Vivas
38,17,Daniel Lingua,TOP,"Ball, Ball, 17 Daniel Lingua advances to 1st (single)",2,0,1,,,Mitchell Walters,
39,2,Michael Woodworth,TOP,"Ball, 17 Daniel Lingua advances to 2nd (stolen base), 17 Daniel Lingua advances to 3rd (2), 2 Michael Woodworth putout (4-3) for out number 1",1,0,,1,,Mitchell Walters,
40,29,Gio Diaz,TOP,"29 Gio Diaz advances to 2nd (double), 17 Daniel Lingua Scores Earned (29)",0,0,1,,,Mitchell Walters,
41,11,Victor Nova,TOP,"Foul, Ball, 29 Gio Diaz advances to 3rd (11), 11 Victor Nova putout (3U) for out number 2",1,1,,1,,Mitchell Walters,
42,20,LG Castillo,TOP,20 LG Castillo putout (5-3) for out number 3,0,0,,1,,Mitchell Walters,
