Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,8,Armond Upshaw,TOP,"Called Strike, Ball, 8 Armond Upshaw putout (fly out to center field) for out number 1",1,1,,1,,Akeem Bostick,
2,2,Cornelius Randolph,TOP,"Ball, Foul, Ball, Foul, Ball, 2 Cornelius Randolphadvances to 1st (single)",3,2,1,,,Akeem Bostick,
3,33,Todd Lott,TOP,"2 Cornelius Randolph putout (5-4) for out number 2, 33 Todd Lott putout (5-4-3 DP) for out number 3",0,0,,1,,Akeem Bostick,
4,1,Wyatt Ulrich,BOTTOM,"Called Strike, 1 Wyatt Ulrich putout (fly out to center field) for out number 1",0,1,,,1,,W Muir
5,3,Jordan Barth,BOTTOM,"Called Strike, Foul, 3 Jordan Barth putout (1-3) for out number 2",0,2,,,1,,W Muir
6,11,Jabari Henry,BOTTOM,"Ball, Ball, Called Strike, Ball, Foul, 11 Jabari Henry putout (6-3) for out number 3",3,2,,,1,,W Muir
7,14,Jonah Davis,TOP,"Called Strike, 14 Jonah Davis putout (3-1) for outnumber 1",0,1,,1,,Akeem Bostick,
8,7,Josh Allen,TOP,"Ball, Foul, Swinging Strike, 7 Josh Allen putout (5-3) for out number 2",1,2,,1,,Akeem Bostick,
9,6,Olivier Basabe,TOP,"Ball, Foul, Ball, Ball, 6 Olivier Basabe advancesto 1st (walk)",3,1,,,,Akeem Bostick,
10,4,Harrison Smith,TOP,4 Harrison Smith putout (fly out to the third baseman) for out number 3,0,0,,1,,Akeem Bostick,
11,20,Mike Hart,BOTTOM,"Ball, Foul, Ball, Ball, 20 Mike Hart putout (6) for out number 1",3,1,,,1,,W Muir
12,21,Darnell Sweeney,BOTTOM,21 Darnell Sweeney advances to 2nd (double),0,0,1,,,,W Muir
13,5,Trevor Achenbach,BOTTOM,"Called Strike, Foul, Ball, 5 Trevor Achenbach advances to 1st (single), 21 Darnell Sweeney advancesto 3rd (5)",1,2,1,,,,W Muir
14,16,Hunter Clanin,BOTTOM,"Ball, Ball, Ball, Called Strike, 5 Trevor Achenbach putout (6) for out number 2, 16 Hunter Clanin putout (6-3 DP) for out number 3",3,1,,,1,,W Muir
15,1,Galli Cribbs,TOP,"Jr.     Ball, Swinging Strike, 1 Galli Cribbs Jr. advancesto 1st (single)",1,1,1,,,Akeem Bostick,
16,20,John Cristino,TOP,"Ball, Ball, 20 John Cristino advances to 1st (single), 1 Galli Cribbs Jr. advances to 2nd (20)",2,0,1,,,Akeem Bostick,
17,8,Armond Upshaw,TOP,"20 John Cristino advances to 2nd (8), 1 Galli Cribbs Jr. advances to 3rd (8), 8 Armond Upshaw putout(2-3 SH) for out number 1",0,0,,1,,Akeem Bostick,
18,2,Cornelius Randolph,TOP,"20 John Cristino advances to 3rd (2), 1 Galli Cribbs Jr. Scores Earned (2), 2 Cornelius Randolph putout (3un) for out number 2",0,0,,1,,Akeem Bostick,
19,33,Todd Lott,TOP,"Ball, Foul, Foul, 33 Todd Lott putout (strike outswinging) for out number 3",1,2,,1,,Akeem Bostick,
20,29,Spencer Sarringar,BOTTOM,29 Spencer Sarringar putout (fly out to left field) for out number 1,0,0,,,1,,W Muir
21,15,Logan Eickhoff,BOTTOM,"Ball, Ball, Ball, 15 Logan Eickhoff advances to 1st (walk)",3,0,,,,,W Muir
22,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, Ball, Ball, Called Strike, 1Wyatt Ulrich advances to 1st (walk), 15 Logan Eickhoff advances to 2nd (1)",3,2,,,,,W Muir
23,3,Jordan Barth,BOTTOM,"Called Strike, Ball, Foul, 3 Jordan Barth advancesto 1st (single), 1 Wyatt Ulrich advances to 2nd (3), 15 Logan Eickhoff advances to 3rd (3)",1,2,1,,,,W Muir
24,11,Jabari Henry,BOTTOM,"Swinging Strike, Ball, Swinging Strike, Foul, Ball, 1 Wyatt Ulrich advances to 3rd (11), 15 Logan Eickhoff Scores Earned (11), 11 Jabari Henry putout(sacrifice fly to center fielder) for out number 2, 3 Jordan Barth putout (8-5-4) for out number 3",2,2,,,1,,W Muir
25,14,Jonah Davis,TOP,"Ball, Swinging Strike, Foul, Ball, Ball, 14 JonahDavis advances to 1st (walk)",3,2,,,,Akeem Bostick,
26,7,Josh Allen,TOP,"Foul, 7 Josh Allen putout (fly out to the first baseman) for out number 1",0,1,,1,,Akeem Bostick,
27,6,Olivier Basabe,TOP,"Foul, Called Strike, Foul, Ball, 14 Jonah Davis advances to 2nd (wild pitch), Ball, 6 Olivier Basabeadvances to 2nd (double), 14 Jonah Davis Scores Earned (6)",2,2,1,,,Akeem Bostick,
28,4,Harrison Smith,TOP,"6 Olivier Basabe advances to 3rd (4), 4 Harrison Smith putout (1-3 SH) for out number 2",0,0,,1,,Akeem Bostick,
29,1,Galli Cribbs,TOP,"Jr.     Ball, 1 Galli Cribbs Jr. putout (4-3) for out number 3",1,0,,1,,Akeem Bostick,
30,20,Mike Hart,BOTTOM,"Called Strike, Foul, Ball, Ball, 20 Mike Hart putout (strike out swinging) for out number 1",2,2,,,1,,W Muir
31,21,Darnell Sweeney,BOTTOM,"Ball, Ball, Called Strike, Ball, 21 Darnell Sweeney advances to 1st (walk)Offensive Substitution   0 Osvaldo Martinez subs for Trevor Achenbach.",3,1,,,,,W Muir
32,0,Osvaldo Martinez,BOTTOM,"Ball, Ball, 0 Osvaldo Martinez advances to 1st (single), 21 Darnell Sweeney advances to 2nd (0)",2,0,1,,,,W Muir
