Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,0,Osvaldo Martinez,TOP,"Called Strike, Called Strike, 0 Osvaldo Martinez advances to 1st (single to first base)",0,2,1,,,T Seabrooke,
2,3,Jordan Barth,TOP,"Ball, Swinging Strike, Foul, Foul, Ball, Foul, Foul, Foul, 3 Jordan Barth advances to 1st (fielder'schoice), 0 Osvaldo Martinez putout (G6) for out number 1",2,2,,1,,T Seabrooke,
3,11,Jabari Henry,TOP,"Foul, Ball, Called Strike, Ball, Ball, 3 Jordan Barth advances to 2nd (wild pitch), Foul, Foul, 11 Jabari Henry advances to 1st (walk)",3,2,,,,T Seabrooke,
4,20,Mike Hart,TOP,"Swinging Strike, Ball, Called Strike, Ball, Ball,20 Mike Hart advances to 1st (walk), 11 Jabari Henry advances to 2nd (20), 3 Jordan Barth advances to 3rd (20)",3,2,,,,T Seabrooke,
5,21,Darnell Sweeney,TOP,"3 Jordan Barth putout (1-2) for out number 2, 21 Darnell Sweeney putout (1-2-3 DP) for out number 3",0,0,,1,,T Seabrooke,
6,8,Dayson Croes,BOTTOM,"Ball, Called Strike, Foul, 8 Dayson Croes putout (strike out swinging) for out number 1",1,2,,,1,,Chris Hardin
7,3,Javeyan Williams,BOTTOM,"Foul, Swinging Strike, Ball, Foul, Ball, 3 JaveyanWilliams putout (strike out swinging) for out number 2",2,2,,,1,,Chris Hardin
8,13,Max Murphy,BOTTOM,"Foul, Swinging Strike, Foul, 13 Max Murphy putout(strike out swinging) for out number 3",0,2,,,1,,Chris Hardin
9,5,Trevor Achenbach,TOP,"Ball, Ball, Ball, Called Strike, Foul, 5 Trevor Achenbach putout (strike out swinging) for out number 1",3,2,,1,,L Bourassa,
10,16,Hunter Clanin,TOP,"Called Strike, Swinging Strike, 16 Hunter Clanin putout (fly out to center field) for out number 2",0,2,,1,,L Bourassa,
11,35,Shamoy Christopher,TOP,"Called Strike, Foul, 35 Shamoy Christopher putout(strike out swinging) for out number 3",0,2,,1,,L Bourassa,
12,14,Miles Simington,BOTTOM,"Ball, Ball, 14 Miles Simington putout (P7) for outnumber 1",2,0,,,1,,Chris Hardin
13,39,Tommy McCarthy,BOTTOM,"Ball, Called Strike, Ball, Swinging Strike, Ball,Foul, 39 Tommy McCarthy advances to 1st (walk)",3,2,,,,,Chris Hardin
14,9,Jackson Smith,BOTTOM,"Foul, 9 Jackson Smith putout (fly out to the leftfielder in foul territory) for out number 2",0,1,,,1,,Chris Hardin
15,15,Keith Torres,BOTTOM,"Ball, Called Strike, 15 Keith Torres putout (fly out to center field) for out number 3",1,1,,,1,,Chris Hardin
16,4,Aaron Whitefield,TOP,"Called Strike, 4 Aaron Whitefield putout (5-3) forout number 1",0,1,,1,,L Bourassa,
17,0,Osvaldo Martinez,TOP,"Ball, Called Strike, Ball, 0 Osvaldo Martinez putout (6-3) for out number 2",2,1,,1,,L Bourassa,
