Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,21,Darnell Sweeney,TOP,"Ball, Called Strike, Foul, Foul, Ball, Ball, Foul,21 Darnell Sweeney advances to 1st (walk)",3,2,,,,J Wetherbee,
2,3,Jordan Barth,TOP,3 Jordan Barth putout (fly out to right field) forout number 1,0,0,,1,,J Wetherbee,
3,15,Welington Dotel,TOP,"Called Strike, 15 Welington Dotel advances to 1st(single to center field), 21 Darnell Sweeney advances to 2nd (15)",0,1,1,,,J Wetherbee,
4,11,Jabari Henry,TOP,"Ball, 11 Jabari Henry advances to 2nd (double to left field), 15 Welington Dotel advances to 3rd (11), 21 Darnell Sweeney Scores Earned (11)",1,0,1,,,J Wetherbee,
5,16,Hunter Clanin,TOP,"Ball, Ball, Ball, 16 Hunter Clanin advances to 1st(walk)",3,0,,,,J Wetherbee,
6,0,Osvaldo Martinez,TOP,"Ball, Called Strike, Ball, Foul, Ball, 0 Osvaldo Martinez putout (fly out to right field) for out number 2",3,2,,1,,J Wetherbee,
7,33,Tyler Ryan,TOP,"Ball, Swinging Strike, Swinging Strike, Ball, 33 Tyler Ryan putout (strike out) for out number 3",2,2,,1,,J Wetherbee,
8,11,Delvin Zinn,BOTTOM,"Called Strike, Ball, Ball, Ball, Called Strike, 11Delvin Zinn putout (fly out to left field) for out number 1",3,2,,,1,,Chris Hardin
9,7,Matt Lloyd,BOTTOM,"Ball, Called Strike, Foul, Ball, 7 Matt Lloyd advances to 1st (single to center field)",2,2,1,,,,Chris Hardin
10,8,Vince Fernandez,BOTTOM,"Called Strike, Ball, 7 Matt Lloyd advances to 2nd(8), 8 Vince Fernandez putout (1-3) for out number2",1,1,,,1,,Chris Hardin
11,33,Jake Ortega,BOTTOM,"Called Strike, Ball, Foul, Ball, Pickoff attempt at 2nd base (pitcher to shortstop), Ball, Foul, 33Jake Ortega advances to 1st (single to third base), 7 Matt Lloyd advances to 3rd (33)",3,2,1,,,,Chris Hardin
12,6,Tyler Rando,BOTTOM,6 Tyler Rando putout (P4) for out number 3,0,0,,,1,,Chris Hardin
13,2,Marshall Rich,TOP,2 Marshall Rich putout (fly out to center field) for out number 1,0,0,,1,,J Wetherbee,
14,1,Wyatt Ulrich,TOP,"Ball, Ball, Ball, 1 Wyatt Ulrich advances to 1st (walk)",3,0,,,,J Wetherbee,
15,21,Darnell Sweeney,TOP,"Foul, Ball, 1 Wyatt Ulrich advances to 2nd (wild pitch), 21 Darnell Sweeney advances to 1st (singleto left field), 1 Wyatt Ulrich advances to 3rd (21)",1,1,1,,,J Wetherbee,
16,3,Jordan Barth,TOP,"3 Jordan Barth advances to 1st (single to left field), 21 Darnell Sweeney advances to 2nd (3), 1 Wyatt Ulrich Scores Earned (3)",0,0,1,,,J Wetherbee,
17,15,Welington Dotel,TOP,"Called Strike, Ball, Swinging Strike, 15 WelingtonDotel putout (strike out swinging) for out number2",1,2,,1,,J Wetherbee,
18,11,Jabari Henry,TOP,"Ball, Called Strike, Foul, Ball, Ball, Foul, Foul,11 Jabari Henry putout (strike out) for out number 3",3,2,,1,,J Wetherbee,
19,18,Daniel Perez,BOTTOM,"Called Strike, Ball, Foul, Ball, Ball, 18 Daniel Perez putout (fly out to left field) for out number1",3,2,,,1,,Chris Hardin
20,17,Jake Sanford,BOTTOM,"Ball, Called Strike, Ball, Foul, 17 Jake Sanford putout (1-3) for out number 2",2,2,,,1,,Chris Hardin
21,1,Chase Harris,BOTTOM,"Swinging Strike, Ball, Swinging Strike, Ball, Foul, 1 Chase Harris putout (5-3) for out number 3",2,2,,,1,,Chris Hardin
22,16,Hunter Clanin,TOP,"Called Strike, Ball, 16 Hunter Clanin advances to1st (single to center field)",1,1,1,,,J Wetherbee,
23,0,Osvaldo Martinez,TOP,"Ball, 0 Osvaldo Martinez advances to 1st (single to left field), 16 Hunter Clanin advances to 2nd (0)",1,0,1,,,J Wetherbee,
24,33,Tyler Ryan,TOP,"Ball, Called Strike, Swinging Strike, Foul, 16 Hunter Clanin advances to 3rd (33), 33 Tyler Ryan putout (fly out to right field) for out number 1",1,2,,1,,J Wetherbee,
25,2,Marshall Rich,TOP,"Called Strike, Called Strike, Ball, 2 Marshall Rich advances to 1st (single to right field), 2 Marshall Rich advances to 2nd (2), 0 Osvaldo Martinez advances to 3rd (2), 16 Hunter Clanin Scores Earned(2)",1,2,1,,,J Wetherbee,
26,1,Wyatt Ulrich,TOP,"Called Strike, Ball, Called Strike, Foul, Foul, 1Wyatt Ulrich putout (6-3) for out number 2",1,2,,1,,J Wetherbee,
