Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,0,Osvaldo Martinez,TOP,"Called Strike, Foul, 0 Osvaldo Martinez putout (fly out to right field) for out number 1",0,2,,1,,E Cuello,
2,3,Jordan Barth,TOP,"Ball, Foul, 3 Jordan Barth advances to 1st (hit bypitch)",1,1,,,,E Cuello,
3,24,Jabari Henry,TOP,"Called Strike, Foul, Ball, 3 Jordan Barth Scores Earned (24), 24 Jabari Henry Scores Earned (home run)",1,2,1,,,E Cuello,
4,20,Mike Hart,TOP,"Ball, Foul, Called Strike, Foul, 20 Mike Hart putout (strike out swinging) for out number 2",1,2,,1,,E Cuello,
5,21,Darnell Sweeney,TOP,"Foul, Swinging Strike, 21 Darnell Sweeney advancesto 1st (single)",0,2,1,,,E Cuello,
6,5,Trevor Achenbach,TOP,"Ball, 5 Trevor Achenbach putout (1-3) for out number 3",1,0,,1,,E Cuello,
7,17,Daniel Lingua,BOTTOM,"Called Strike, Called Strike, Ball, 17 Daniel Lingua putout (6-3) for out number 1",1,2,,,1,,Seth Miller
8,29,Gio Diaz,BOTTOM,29 Gio Diaz putout (fly out to right field) for out number 2,0,0,,,1,,Seth Miller
9,44,Jackson Valera,BOTTOM,"Ball, Ball, Ball, 44 Jackson Valera advances to 1st (walk)",3,0,,,,,Seth Miller
10,25,Jesus Marriaga,BOTTOM,"Ball, Ball, Ball, Called Strike, Swinging Strike,25 Jesus Marriaga putout (strike out) for out number 3",3,2,,,1,,Seth Miller
11,16,Hunter Clanin,TOP,"Called Strike, Ball, Foul, 16 Hunter Clanin putout(L4) for out number 1",1,2,,1,,E Cuello,
12,35,Shamoy Christopher,TOP,"Ball, 35 Shamoy Christopher putout (fly out to left field) for out number 2",1,0,,1,,E Cuello,
13,1,Wyatt Ulrich,TOP,"Called Strike, Ball, Swinging Strike, Ball, 1 Wyatt Ulrich advances to 1st (single)",2,2,1,,,E Cuello,
14,0,Osvaldo Martinez,TOP,"Ball, Called Strike, Called Strike, 1 Wyatt Ulrichputout (caught stealing: CS 2-4) for out number 3",1,2,,1,,E Cuello,
15,20,LG Castillo,BOTTOM,20 LG Castillo putout (fly out to center field) for out number 1,0,0,,,1,,Seth Miller
16,22,Francisco Del,BOTTOM,"Valle Ball, Foul, Ball, Ball, Foul, 22 Francisco Del Valle putout (L4) for out number 2",3,2,,,1,,Seth Miller
17,11,Victor Nova,BOTTOM,"Ball, Called Strike, Foul, Ball, 11 Victor Nova putout (4-3) for out number 3",2,2,,,1,,Seth Miller
18,0,Osvaldo Martinez,TOP,"Ball, Called Strike, Ball, Ball, 0 Osvaldo Martinez advances to 1st (single)",3,1,1,,,E Cuello,
19,3,Jordan Barth,TOP,"Called Strike, Ball, 3 Jordan Barth advances to 1st (single to right field), 0 Osvaldo Martinez advances to 2nd (3)",1,1,1,,,E Cuello,
20,24,Jabari Henry,TOP,"Foul, Called Strike, 24 Jabari Henry putout (strike out swinging) for out number 1",0,2,,1,,E Cuello,
21,20,Mike Hart,TOP,"Called Strike, Foul, 3 Jordan Barth putout (4-6) for out number 2, 20 Mike Hart putout (4-6-3 DP) for out number 3",0,2,,1,,E Cuello,
