Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,0,Osvaldo Martinez,TOP,"Ball, 0 Osvaldo Martinez advances to 1st (single to shortstop)",1,0,1,,,L Ramirez,
2,3,Jordan Barth,TOP,"Called Strike, Foul, Foul, 0 Osvaldo Martinez Scores Earned (3), 3 Jordan Barth Scores Earned (homerun)",0,2,,,,L Ramirez,
3,11,Jabari Henry,TOP,"Ball, Called Strike, 11 Jabari Henry putout (FP3)for out number 1",1,1,,1,,L Ramirez,
4,20,Mike Hart,TOP,"Ball, Ball, 20 Mike Hart putout (G3) for out number 2",2,0,,1,,L Ramirez,
5,21,Darnell Sweeney,TOP,21 Darnell Sweeney putout (L7) for out number 3,0,0,,1,,L Ramirez,
6,8,Dayson Croes,BOTTOM,"Ball, 8 Dayson Croes advances to 1st (single to center field)",1,0,1,,,,Mitchell Walters
7,1,Andy Armstrong,BOTTOM,"Foul, Ball, Ball, 1 Andy Armstrong advances to 1st(error by the shortstop), 8 Dayson Croes advancesto 2nd (1)",2,1,,,,,Mitchell Walters
8,13,Max Murphy,BOTTOM,"Swinging Strike, Foul, Foul, Ball, 13 Max Murphy putout (strike out swinging) for out number 1",1,2,,,1,,Mitchell Walters
9,27,Hidekel Gonzalez,BOTTOM,"27 Hidekel Gonzalez advances to 1st (fielder's choice), 27 Hidekel Gonzalez advances to 2nd (error by the second baseman), 8 Dayson Croes Scores Unearned (27), 1 Andy Armstrong putout (G4) for out number 2",0,0,,,1,,Mitchell Walters
10,3,Javeyan Williams,BOTTOM,3 Javeyan Williams putout (2-3) for out number 3,0,0,,,1,,Mitchell Walters
11,5,Trevor Achenbach,TOP,"Ball, 5 Trevor Achenbach putout (fly out to centerfield) for out number 1",1,0,,1,,L Ramirez,
12,16,Hunter Clanin,TOP,"Ball, Foul, Foul, 16 Hunter Clanin putout (strikeout swinging) for out number 2",1,2,,1,,L Ramirez,
13,29,Spencer Sarringar,TOP,"Ball, Called Strike, Foul, Ball, Ball, Foul, Foul,Foul, 29 Spencer Sarringar putout (5-3) for out number 3",3,2,,1,,L Ramirez,
14,9,Jackson Smith,BOTTOM,"Foul, Ball, Ball, Called Strike, 9 Jackson Smith putout (G3) for out number 1",2,2,,,1,,Mitchell Walters
