Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,3,Drew Devine,TOP,"Ball, Ball, Swinging Strike, Ball, 3 Drew Devine putout (5-3) for out number 1",3,1,,1,,Neil Lang,
2,16,Zane Zurbrugg,TOP,"Ball, Called Strike, Called Strike, 16 Zane Zurbrugg advances to 1st (single)",1,2,1,,,Neil Lang,
3,11,Connor Panas,TOP,"Ball, Foul, Ball, 11 Connor Panas putout (fly outto right field) for out number 2",2,1,,1,,Neil Lang,
4,26,Jason Rogers,TOP,"Called Strike, Ball, Swinging Strike, Foul, Foul,26 Jason Rogers advances to 2nd (double), 16 ZaneZurbrugg advances to 3rd (26)",1,2,1,,,Neil Lang,
5,25,Luke Roskam,TOP,"Ball, Ball, 25 Luke Roskam putout (4-3) for out number 3",2,0,,1,,Neil Lang,
6,4,Aaron Whitefield,BOTTOM,"Ball, Foul, Foul, Ball, Foul, Ball, Foul, 4 AaronWhitefield advances to 1st (walk)",3,2,,,,,A Aris
7,3,Jordan Barth,BOTTOM,3 Jordan Barth putout (1-3 SH) for out number 1,0,0,,,1,,A Aris
8,11,Jabari Henry,BOTTOM,"Called Strike, 4 Aaron Whitefield advances to 3rd(stolen base), 4 Aaron Whitefield Scores Earned (error by the catcher), 11 Jabari Henry putout (flyout to left field) for out number 2",0,1,,,1,,A Aris
9,20,Mike Hart,BOTTOM,"Called Strike, Swinging Strike, 20 Mike Hart putout (fly out to center field) for out number 3",0,2,,,1,,A Aris
10,44,Yanio Perez,TOP,"Ball, Called Strike, Foul, Ball, 44 Yanio Perez advances to 1st (single)",2,2,1,,,Neil Lang,
11,10,Aaron Takacs,TOP,"Called Strike, 10 Aaron Takacs advances to 1st (single), 44 Yanio Perez advances to 2nd (5)",0,1,1,,,Neil Lang,
12,5,Nate Samson,TOP,"Ball, Ball, 5 Nate Samson putout (fly out to center field) for out number 1",2,0,,1,,Neil Lang,
13,7,Nick Anderson,TOP,"Ball, Swinging Strike, 7 Nick Anderson advances to1st (single), 10 Aaron Takacs advances to 2nd (7), 44 Yanio Perez advances to 3rd (7)",1,1,1,,,Neil Lang,
14,3,Drew Devine,TOP,"Ball, Foul, Ball, Foul, 3 Drew Devine putout (strike out swinging) for out number 2",2,2,,1,,Neil Lang,
15,16,Zane Zurbrugg,TOP,"Called Strike, Ball, Called Strike, 16 Zane Zurbrugg putout (fly out to right field) for out number3",1,2,,1,,Neil Lang,
16,21,Darnell Sweeney,BOTTOM,21 Darnell Sweeney putout (fly out to right field)for out number 1,0,0,,,1,,A Aris
17,5,Trevor Achenbach,BOTTOM,"Ball, Ball, Ball, 5 Trevor Achenbach advances to 1st (walk)",3,0,,,,,A Aris
18,16,Hunter Clanin,BOTTOM,"Ball, Foul, Ball, 5 Trevor Achenbach advances to 2nd (16), 16 Hunter Clanin putout (5-3) for out number 2",2,1,,,1,,A Aris
19,29,Spencer Sarringar,BOTTOM,"Ball, Foul, Swinging Strike, Foul, Foul, 29 Spencer Sarringar putout (6-3) for out number 3",1,2,,,1,,A Aris
20,11,Connor Panas,TOP,"Foul, Ball, 11 Connor Panas advances to 1st (single)",1,1,1,,,Neil Lang,
21,26,Jason Rogers,TOP,"Called Strike, Called Strike, Ball, 11 Connor Panas putout (6-4) for out number 1, 26 Jason Rogers putout (6-4-3 DP) for out number 2",1,2,,1,,Neil Lang,
22,25,Luke Roskam,TOP,"Ball, Ball, 25 Luke Roskam putout (4-3) for out number 3",2,0,,1,,Neil Lang,
23,0,Osvaldo Martinez,BOTTOM,"Called Strike, Called Strike, Ball, Foul, Foul, Ball, Ball, Foul, Foul, 0 Osvaldo Martinez putout (fly out to right field) for out number 1",3,2,,,1,,A Aris
24,4,Aaron Whitefield,BOTTOM,"Ball, Ball, Ball, 4 Aaron Whitefield advances to 1st (walk)",3,0,,,,,A Aris
25,3,Jordan Barth,BOTTOM,"4 Aaron Whitefield putout (6-4) for out number 2,3 Jordan Barth putout (6-4-3 DP) for out number 3",0,0,,,1,,A Aris
26,44,Yanio Perez,TOP,"Called Strike, Ball, Ball, 44 Yanio Perez putout (fly out to center field) for out number 1",2,1,,1,,Neil Lang,
27,10,Aaron Takacs,TOP,"Ball, 10 Aaron Takacs putout (6-3) for out number2",1,0,,1,,Neil Lang,
28,5,Nate Samson,TOP,"Ball, Ball, 5 Nate Samson putout (fly out to leftfield) for out number 3",2,0,,1,,Neil Lang,
29,11,Jabari Henry,BOTTOM,"Ball, Ball, Ball, 11 Jabari Henry advances to 1st(walk)",3,0,,,,,A Aris
30,20,Mike Hart,BOTTOM,"Ball, Called Strike, Ball, Swinging Strike, Ball,20 Mike Hart advances to 1st (walk), 11 Jabari Henry advances to 2nd (20)",3,2,,,,,A Aris
31,21,Darnell Sweeney,BOTTOM,"Called Strike, Foul, Foul, Foul, Ball, Foul, Foul,Ball, 20 Mike Hart advances to 2nd (20), 11 Jabari Henry advances to 3rd (wild pitch), 21 Darnell Sweeney advances to 3rd (triple), 11 Jabari Henry Scores Earned (21), 20 Mike Hart Scores Earned (21)Defensive Substitution   10 Aaron Takacs moves to Center Field.Defensive Substitution   24 Luis Roman subs for Nick Anderson at Third Base.Pitching Substitution    17 Walter Borkovich subs for Abdallah Aris Pitcher.",2,2,1,,,,A Aris
32,5,Trevor Achenbach,BOTTOM,"Ball, Foul, Ball, 5 Trevor Achenbach advances to 1st (single), 21 Darnell Sweeney Scores Earned (5)",2,1,1,,,,W Borkovich
33,16,Hunter Clanin,BOTTOM,"Ball, Called Strike, Ball, Called Strike, 5 TrevorAchenbach putout (5-4) for out number 1, 16 Hunter Clanin putout (5-4-3 DP) for out number 2",2,2,,,1,,W Borkovich
34,29,Spencer Sarringar,BOTTOM,29 Spencer Sarringar putout (fly out to the thirdbaseman) for out number 3,0,0,,,1,,W Borkovich
35,24,Luis Roman,TOP,"Ball, Called Strike, Foul, 24 Luis Roman putout (5-3) for out number 1",1,2,,1,,Neil Lang,
36,3,Drew Devine,TOP,"Called Strike, Ball, 3 Drew Devine putout (6-3) for out number 2",1,1,,1,,Neil Lang,
37,16,Zane Zurbrugg,TOP,"Called Strike, Ball, Ball, 16 Zane Zurbrugg putout(5-3) for out number 3",2,1,,1,,Neil Lang,
38,0,Osvaldo Martinez,BOTTOM,"Called Strike, 0 Osvaldo Martinez putout (6-3) forout number 1",0,1,,,1,,W Borkovich
