Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,21,Darnell Sweeney,TOP,21 Darnell Sweeney putout (3U) for out number 1,0,0,,1,
2,3,Jordan Barth,TOP,"Ball, 3 Jordan Barth putout (6-3) for out number 2",1,0,,1,
3,1,Wyatt Ulrich,TOP,"Called Strike, Ball, Called Strike, 1 Wyatt Ulrichputout (strike out swinging) for out number 3",1,2,,1,
4,19,Matt Bottcher,BOTTOM,"Ball, Ball, Ball, 19 Matt Bottcher advances to 1st(walk)",3,0,,,
5,14,Jesus Lujano,BOTTOM,"Ball, Ball, 19 Matt Bottcher advances to 2nd (stolen base), Called Strike, Ball, 14 Jesus Lujano advances to 1st (walk)",3,1,,,
6,15,Ryan Lidge,BOTTOM,"Swinging Strike, Foul, Foul, 15 Ryan Lidge advances to 1st (fielder's choice), 19 Matt Bottcher advances to 3rd (15), 14 Jesus Lujano putout (4-6) forout number 1",0,2,,,1
7,16,Josh Altmann,BOTTOM,"Ball, Ball, Called Strike, Ball, 16 Josh Altmann advances to 1st (walk), 15 Ryan Lidge advances to 2nd (16)",3,1,,,
8,24,David Maberry,BOTTOM,"Foul, 19 Matt Bottcher Scores Earned (24), 24 David Maberry putout (sacrifice fly to left fielder) for out number 2",0,1,,,1
9,8,Taylor Jackson,BOTTOM,"Called Strike, Ball, Swinging Strike, 8 Taylor Jackson putout (L6) for out number 3",1,2,,,1
10,11,Jabari Henry,TOP,"Ball, Called Strike, Called Strike, 11 Jabari Henry putout (fly out to left field) for out number 1",1,2,,1,
11,20,Mike Hart,TOP,"Ball, Called Strike, Ball, Foul, Ball, 20 Mike Hart advances to 1st (walk)",3,2,,,
12,5,Trevor Achenbach,TOP,"Called Strike, Ball, Ball, 5 Trevor Achenbach advances to 1st (fielder's choice), 20 Mike Hart putout (5-4) for out number 2",2,1,,1,
13,15,Welington Dotel,TOP,"Ball, 15 Welington Dotel advances to 1st (fielder's choice), 5 Trevor Achenbach putout (6-4) for outnumber 3",1,0,,1,
14,5,Luke Mangieri,BOTTOM,"Ball, Ball, Called Strike, 5 Luke Mangieri putout(fly out to left field) for out number 1",2,1,,,1
15,6,Cody Bohanek,BOTTOM,6 Cody Bohanek advances to 1st (single to left field),0,0,1,,
16,4,General McArthur,BOTTOM,"IV  Ball, Foul, Foul, Foul, 4 General McArthur IV advances to 1st (single to center field), 6 Cody Bohanek advances to 2nd (4)",1,2,1,,
17,19,Matt Bottcher,BOTTOM,"Ball, 4 General McArthur IV advances to 2nd (stolen base), 6 Cody Bohanek advances to 3rd (stolen base), Ball, 19 Matt Bottcher advances to 2nd (double to right field), 6 Cody Bohanek Scores Earned (19), 4 General McArthur IV Scores Earned (19)",2,0,1,,
18,14,Jesus Lujano,BOTTOM,"Foul, Ball, 14 Jesus Lujano putout (fly out to left field) for out number 2",1,1,,,1
19,15,Ryan Lidge,BOTTOM,"Foul, Ball, Foul, 15 Ryan Lidge advances to 1st (single to right field), 19 Matt Bottcher Scores Earned (15)",1,2,1,,
20,16,Josh Altmann,BOTTOM,"Called Strike, Ball, 15 Ryan Lidge advances to 2nd(stolen base), Ball, Swinging Strike, Foul, Ball,16 Josh Altmann putout (5-3) for out number 3",3,2,,,1
21,35,Shamoy Christopher,TOP,"Called Strike, 35 Shamoy Christopher putout () forout number 1",0,1,,1,
22,16,Hunter Clanin,TOP,"Called Strike, Called Strike, Ball, 16 Hunter Clanin putout (strike out swinging) for out number 2",1,2,,1,
23,21,Darnell Sweeney,TOP,"Called Strike, Ball, Swinging Strike, Ball, Ball,21 Darnell Sweeney advances to 1st (single to leftfield)",3,2,1,,
24,3,Jordan Barth,TOP,"Ball, 3 Jordan Barth putout (6-3) for out number 3",1,0,,1,
25,24,David Maberry,BOTTOM,"Swinging Strike, Swinging Strike, Ball, 24 David Maberry putout (strike out swinging) for out number1",1,2,,,1
26,8,Taylor Jackson,BOTTOM,"Called Strike, 8 Taylor Jackson putout (fly out tocenter field) for out number 2",0,1,,,1
27,5,Luke Mangieri,BOTTOM,"Called Strike, Swinging Strike, Foul, 5 Luke Mangieri advances to 1st (single to third base)",0,2,1,,
28,6,Cody Bohanek,BOTTOM,"Ball, Called Strike, Foul, Ball, 5 Luke Mangieri advances to 2nd (stolen base), 6 Cody Bohanek putout (5-3) for out number 3",2,2,,,1
29,1,Wyatt Ulrich,TOP,"Ball, Called Strike, Foul, 1 Wyatt Ulrich putout (strike out swinging) for out number 1",1,2,,1,
30,11,Jabari Henry,TOP,"Swinging Strike, 11 Jabari Henry putout (5-3) forout number 2",0,1,,1,
31,20,Mike Hart,TOP,"Ball, Called Strike, Swinging Strike, Ball, 20 Mike Hart advances to 1st (hit by pitch)",2,2,,,
32,5,Trevor Achenbach,TOP,"Foul, Ball, 20 Mike Hart advances to 2nd (stolen base), Swinging Strike, Ball, Ball, 5 Trevor Achenbach advances to 1st (walk)",3,2,,,
33,15,Welington Dotel,TOP,"Foul, Foul, Foul, Ball, Ball, 15 Welington Dotel putout (strike out swinging) for out number 3",2,2,,1,
34,4,General McArthur,BOTTOM,"IV  Ball, 4 General McArthur IV putout (fly out to center field) for out number 1",1,0,,,1
35,19,Matt Bottcher,BOTTOM,"Ball, Foul, Ball, 19 Matt Bottcher putout (fly outto left field) for out number 2",2,1,,,1
36,14,Jesus Lujano,BOTTOM,"Ball, Called Strike, Ball, Ball, 14 Jesus Lujano putout (L3) for out number 3",3,1,,,1
37,35,Shamoy Christopher,TOP,"Foul, Ball, Ball, Swinging Strike, Ball, 35 ShamoyChristopher advances to 1st (walk)",3,2,,,
38,16,Hunter Clanin,TOP,16 Hunter Clanin putout (fly out to center field)for out number 1,0,0,,1,
39,21,Darnell Sweeney,TOP,"Swinging Strike, Swinging Strike, 21 Darnell Sweeney putout (strike out swinging) for out number 2",0,2,,1,
40,3,Jordan Barth,TOP,"Ball, 3 Jordan Barth advances to 2nd (double to left field), 35 Shamoy Christopher advances to 3rd (3), 35 Shamoy Christopher putout (7-6-2) for out number 3",1,0,1,1,
41,15,Ryan Lidge,BOTTOM,15 Ryan Lidge Scores Earned (home run),0,0,1,,
42,16,Josh Altmann,BOTTOM,"Called Strike, Ball, Ball, Ball, 16 Josh Altmann putout (fly out to center field) for out number 1",3,1,,,1
43,24,David Maberry,BOTTOM,"Ball, Swinging Strike, Called Strike, Ball, 24 David Maberry advances to 2nd (double to right field)",2,2,1,,
44,8,Taylor Jackson,BOTTOM,"Ball, Ball, Ball, Called Strike, 8 Taylor Jacksonadvances to 1st (walk)",3,1,,,
