Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,8,Dayson Croes,TOP,"Called Strike, Foul, Ball, 8 Dayson Croes putout (1-3) for out number 1",1,2,,1,
2,1,Andy Armstrong,TOP,"Called Strike, Ball, Swinging Strike, 1 Andy Armstrong putout (strike out) for out number 2",1,2,,1,
3,13,Max Murphy,TOP,"Called Strike, Foul, Ball, 13 Max Murphy putout (5-3) for out number 3",1,2,,1,
4,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, Swinging Strike, 1 Wyatt Ulrich putout (strike out swinging) for out number 1",1,2,,,1
5,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Ball, Ball, 21 Darnell Sweeney putout (fly out to center field) for out number2",3,1,,,1
6,15,Welington Dotel,BOTTOM,"Swinging Strike, Swinging Strike, Ball, 15 Welington Dotel putout (strike out) for out number 3",1,2,,,1
7,20,Jacob Bockelie,TOP,"Ball, Ball, Ball, Called Strike, Swinging Strike,20 Jacob Bockelie putout (strike out swinging) forout number 1",3,2,,1,
8,26,Sherman Graves,TOP,"Ball, 26 Sherman Graves putout (5-3) for out number 2",1,0,,1,
9,27,Hidekel Gonzalez,TOP,"Called Strike, 27 Hidekel Gonzalez putout (6-3) for out number 3",0,1,,1,
10,20,Mike Hart,BOTTOM,"Called Strike, Foul, Foul, 20 Mike Hart putout (fly out to left field) for out number 1",0,2,,,1
11,11,Jabari Henry,BOTTOM,"Ball, Swinging Strike, Ball, Ball, 11 Jabari Henryadvances to 1st (walk)",3,1,,,
12,3,Jordan Barth,BOTTOM,3 Jordan Barth putout (fly out to left field) forout number 2,0,0,,,1
13,5,Trevor Achenbach,BOTTOM,"Called Strike, Foul, Foul, Ball, 5 Trevor Achenbach advances to 2nd (double), 11 Jabari Henry advances to 3rd (5)",1,2,1,,
14,35,Shamoy Christopher,BOTTOM,"Called Strike, Foul, 35 Shamoy Christopher putout(strike out swinging) for out number 3",0,2,,,1
15,17,Najee Gaskins,TOP,"Foul, Foul, 17 Najee Gaskins putout (strike out) for out number 1",0,2,,1,
16,19,Brynn Martinez,TOP,"Ball, Ball, Ball, Called Strike, Called Strike, Foul, 19 Brynn Martinez advances to 1st (walk)",3,2,,,
17,15,Keith Torres,TOP,"Ball, 19 Brynn Martinez advances to 2nd (stolen base), Called Strike, Ball, Ball, 19 Brynn Martinezadvances to 3rd (wild pitch), Swinging Strike, 15Keith Torres putout (P4) for out number 2",3,2,,1,
18,8,Dayson Croes,TOP,"Ball, Foul, Swinging Strike, 8 Dayson Croes putout(strike out swinging) for out number 3",1,2,,1,
19,2,Carson Clowers,BOTTOM,"Called Strike, Ball, Swinging Strike, 2 Carson Clowers putout (strike out swinging) for out number 1",1,2,,,1
20,1,Wyatt Ulrich,BOTTOM,"Foul, Called Strike, Ball, 1 Wyatt Ulrich putout (strike out swinging) for out number 2",1,2,,,1
21,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Foul, Ball, Ball, 21 DarnellSweeney advances to 1st (walk)",3,2,,,
22,15,Welington Dotel,BOTTOM,"Ball, Called Strike, 21 Darnell Sweeney putout (1-3-4 PO) for out number 3",1,1,,,1
23,1,Andy Armstrong,TOP,"Ball, Ball, Ball, Called Strike, Called Strike, 1Andy Armstrong putout (5-3) for out number 1",3,2,,1,
24,13,Max Murphy,TOP,"Ball, Ball, Called Strike, Foul, 13 Max Murphy putout (strike out swinging) for out number 2",2,2,,1,
25,20,Jacob Bockelie,TOP,"Called Strike, Ball, Swinging Strike, 20 Jacob Bockelie putout (strike out swinging) for out number3",1,2,,1,
26,15,Welington Dotel,BOTTOM,"Ball, 15 Welington Dotel putout (5-3) for out number 1",1,0,,,1
27,20,Mike Hart,BOTTOM,"Called Strike, 20 Mike Hart advances to 2nd (double)",0,1,1,,
28,11,Jabari Henry,BOTTOM,"Foul, Swinging Strike, Ball, Foul, 11 Jabari Henryputout (5-3) for out number 2",1,2,,,1
29,3,Jordan Barth,BOTTOM,"Called Strike, Ball, Foul, Ball, Foul, 3 Jordan Barth putout (6-3) for out number 3",2,2,,,1
30,26,Sherman Graves,TOP,"Swinging Strike, Called Strike, 26 Sherman Gravesputout (strike out swinging) for out number 1",0,2,,1,
31,27,Hidekel Gonzalez,TOP,"Ball, Foul, 27 Hidekel Gonzalez advances to 1st (single)",1,1,1,,
32,17,Najee Gaskins,TOP,"Ball, Called Strike, 27 Hidekel Gonzalez putout (5-4) for out number 2, 17 Najee Gaskins putout (5-4-3 DP) for out number 3",1,1,,1,
33,5,Trevor Achenbach,BOTTOM,"Foul, Foul, Foul, 5 Trevor Achenbach putout (fly out to center field) for out number 1",0,2,,,1
34,35,Shamoy Christopher,BOTTOM,"Swinging Strike, Ball, Ball, 35 Shamoy Christopheradvances to 1st (single)",2,1,1,,
35,2,Carson Clowers,BOTTOM,"35 Shamoy Christopher advances to 2nd (2), 2 Carson Clowers putout (5-3) for out number 2",0,0,,,1
36,1,Wyatt Ulrich,BOTTOM,"Swinging Strike, Called Strike, Ball, 1 Wyatt Ulrich putout (4-3) for out number 3",1,2,,,1
37,19,Brynn Martinez,TOP,"Foul, Ball, Ball, Ball, 19 Brynn Martinez putout (3U) for out number 1",3,1,,1,
38,15,Keith Torres,TOP,"Swinging Strike, Ball, Ball, Called Strike, Ball,15 Keith Torres putout (strike out swinging) for out number 2",3,2,,1,
39,8,Dayson Croes,TOP,"Foul, Swinging Strike, 8 Dayson Croes putout (flyout to center field) for out number 3",0,2,,1,
40,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Ball, Called Strike, Ball, Foul, Foul, Foul, 21 Darnell Sweeney putout (strikeout swinging) for out number 1",3,2,,,1
41,15,Welington Dotel,BOTTOM,"Foul, Swinging Strike, 15 Welington Dotel putout (3U) for out number 2",0,2,,,1
42,20,Mike Hart,BOTTOM,"Ball, Ball, Ball, Swinging Strike, 20 Mike Hart putout (fly out to center field) for out number 3",3,1,,,1
43,1,Andy Armstrong,TOP,"Called Strike, Foul, Foul, 1 Andy Armstrong advances to 2nd (double)",0,2,1,,
44,13,Max Murphy,TOP,"Foul, Swinging Strike, Ball, Ball, 13 Max Murphy putout (strike out swinging) for out number 1",2,2,,1,
45,20,Jacob Bockelie,TOP,"Ball, Ball, 1 Andy Armstrong Scores Earned (20), 20 Jacob Bockelie Scores Earned (home run)",2,0,1,,
46,26,Sherman Graves,TOP,"Ball, Foul, 26 Sherman Graves putout (6-3) for outnumber 2",1,1,,1,
47,27,Hidekel Gonzalez,TOP,"Ball, Called Strike, Ball, Foul, Ball, Foul, 27 Hidekel Gonzalez advances to 1st (single)",3,2,1,,
48,17,Najee Gaskins,TOP,"Ball, Ball, Ball, 17 Najee Gaskins advances to 1st(walk), 27 Hidekel Gonzalez advances to 2nd (17)Pitching Substitution    22 Jose Cruz subs for Chris Hardin Pitcher.",3,0,,,
49,19,Brynn Martinez,TOP,"Foul, Ball, Swinging Strike, Ball, 19 Brynn Martinez putout (fly out to center field) for out number3",2,2,,1,
50,11,Jabari Henry,BOTTOM,"Foul, Called Strike, 11 Jabari Henry putout (fly out to center field) for out number 1",0,2,,,1
51,3,Jordan Barth,BOTTOM,"Called Strike, Foul, Foul, Ball, Ball, 3 Jordan Barth putout (5-3) for out number 2",2,2,,,1
52,5,Trevor Achenbach,BOTTOM,"Ball, Ball, 5 Trevor Achenbach putout (fly out tocenter field) for out number 3",2,0,,,1
53,15,Keith Torres,TOP,"Ball, Called Strike, Ball, Ball, 15 Keith Torres advances to 1st (walk)",3,1,,,
54,8,Dayson Croes,TOP,"Ball, Ball, Foul, Foul, Ball, Foul, 8 Dayson Croesadvances to 1st (single), 15 Keith Torres advances to 3rd (8)",3,2,1,,
55,1,Andy Armstrong,TOP,"8 Dayson Croes advances to 2nd (1), 15 Keith Torres Scores Earned (1), 1 Andy Armstrong putout (1-3SH) for out number 1",0,0,,1,
56,13,Max Murphy,TOP,"Swinging Strike, Ball, 13 Max Murphy advances to 1st (single), 8 Dayson Croes advances to 3rd (13)",1,1,1,,
57,20,Jacob Bockelie,TOP,"Foul, Swinging Strike, 8 Dayson Croes Scores Earned (20), 20 Jacob Bockelie putout (sacrifice fly tocenter fielder) for out number 2",0,2,,1,
58,39,Tommy McCarthy,TOP,"Ball, Called Strike, Swinging Strike, 39 Tommy McCarthy putout (strike out) for out number 3",1,2,,1,
59,35,Shamoy Christopher,BOTTOM,"Called Strike, 35 Shamoy Christopher advances to 1st (single)",0,1,1,,
60,2,Carson Clowers,BOTTOM,"35 Shamoy Christopher putout (1-6) for out number1, 2 Carson Clowers putout (1-6-3 DP) for out number 2",0,0,,,1
61,1,Wyatt Ulrich,BOTTOM,"Ball, Ball, Ball, 1 Wyatt Ulrich advances to 1st (walk)",3,0,,,
