Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,11,Evan Alexander,TOP,"Called Strike, Foul, Ball, Ball, 11 Evan Alexanderputout (strike out) for out number 1",2,2,,1,
2,13,Manuel Boscan,TOP,"Called Strike, 13 Manuel Boscan advances to 2nd (double)",0,1,1,,
3,22,Dillon Thomas,TOP,"Ball, Ball, Ball, 22 Dillon Thomas advances to 1st(walk)",3,0,,,
4,4,Leobaldo Pina,TOP,"Called Strike, Ball, Ball, Foul, Foul, Foul, 4 Leobaldo Pina advances to 1st (single), 22 Dillon Thomas advances to 2nd (4), 13 Manuel Boscan Scores Earned (4)",2,2,1,,
5,24,John Silviano,TOP,"24 John Silviano putout (9 Dp) for out number 2, 22 Dillon Thomas putout (9-6 DP) for out number 3",0,0,,1,
6,21,Darnell Sweeney,BOTTOM,"Called Strike, Foul, Ball, 21 Darnell Sweeney putout (strike out swinging) for out number 1",1,2,,,1
7,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, 1 Wyatt Ulrich advances to 1st (single)",1,1,1,,
8,15,Welington Dotel,BOTTOM,"Swinging Strike, Ball, Swinging Strike, 15 Welington Dotel putout (strike out swinging) for out number 2",1,2,,,1
9,20,Mike Hart,BOTTOM,"Called Strike, Ball, Ball, Ball, Called Strike, 20Mike Hart advances to 1st (walk), 1 Wyatt Ulrichadvances to 2nd (20)",3,2,,,
10,11,Jabari Henry,BOTTOM,"Called Strike, 11 Jabari Henry advances to 1st (fielder's choice), 20 Mike Hart putout (6-4) for outnumber 3",0,1,,,1
11,16,Correlle Prime,TOP,16 Correlle Prime advances to 1st (hit by pitch),0,0,,,
12,2,Sam Dexter,TOP,2 Sam Dexter putout (fly out to right field) for out number 1,0,0,,1,
13,3,Nick Novak,TOP,"3 Nick Novak advances to 1st (fielder's choice), 16 Correlle Prime putout (4-6) for out number 2",0,0,,1,
14,1,Alec Olund,TOP,"Called Strike, 1 Alec Olund putout (fly out to center field) for out number 3",0,1,,1,
15,5,Trevor Achenbach,BOTTOM,5 Trevor Achenbach putout (PF2) for out number 1,0,0,,,1
16,16,Hunter Clanin,BOTTOM,"Ball, Ball, Ball, Called Strike, 16 Hunter Claninadvances to 1st (walk)",3,1,,,
17,35,Shamoy Christopher,BOTTOM,"Called Strike, Swinging Strike, Ball, 35 Shamoy Christopher putout (strike out swinging) for out number 2",1,2,,,1
18,2,Carson Clowers,BOTTOM,"Ball, Ball, Called Strike, 2 Carson Clowers putout(4-3) for out number 3",2,1,,,1
19,11,Evan Alexander,TOP,"Called Strike, Ball, Swinging Strike, 11 Evan Alexander putout (4-3) for out number 1",1,2,,1,
20,13,Manuel Boscan,TOP,"Ball, 13 Manuel Boscan advances to 2nd (double)",1,0,1,,
21,22,Dillon Thomas,TOP,"Ball, Swinging Strike, Called Strike, Ball, 22 Dillon Thomas putout (strike out swinging) for out number 2",2,2,,1,
22,4,Leobaldo Pina,TOP,"Ball, Foul, Ball, Ball, 13 Manuel Boscan advancesto 3rd (pass ball), 13 Manuel Boscan Scores Unearned (pass ball), 4 Leobaldo Pina advances to 1st (walk)",3,1,,,
23,24,John Silviano,TOP,"24 John Silviano advances to 1st (fielder's choice), 4 Leobaldo Pina putout (4U) for out number 3",0,0,,1,
24,21,Darnell Sweeney,BOTTOM,"Swinging Strike, Foul, Ball, Ball, 21 Darnell Sweeney putout (4-3) for out number 1",2,2,,,1
25,1,Wyatt Ulrich,BOTTOM,"Called Strike, Ball, Swinging Strike, 1 Wyatt Ulrich putout (6-3) for out number 2",1,2,,,1
26,15,Welington Dotel,BOTTOM,"Ball, Swinging Strike, Foul, Foul, 15 Welington Dotel advances to 1st (dropped 3rd strike)",1,2,,,
27,20,Mike Hart,BOTTOM,"Ball, 15 Welington Dotel advances to 2nd (stolen base), Foul, Called Strike, Ball, 15 Welington Dotel Scores Earned (20), 20 Mike Hart Scores Earned (home run)",2,2,1,,
28,11,Jabari Henry,BOTTOM,"Ball, Called Strike, Swinging Strike, Foul, Ball,Ball, Foul, Foul, 11 Jabari Henry advances to 1st(walk)",3,2,,,
29,5,Trevor Achenbach,BOTTOM,"Called Strike, Ball, Swinging Strike, 5 Trevor Achenbach putout (strike out swinging) for out number3",1,2,,,1
30,16,Correlle Prime,TOP,16 Correlle Prime advances to 1st (hit by pitch),0,0,,,
31,2,Sam Dexter,TOP,"Called Strike, Ball, Foul, Ball, Foul, 2 Sam Dexter putout (L4) for out number 1",2,2,,1,
32,3,Nick Novak,TOP,"Ball, 3 Nick Novak putout (fly out to right field)for out number 2",1,0,,1,
33,1,Alec Olund,TOP,"Called Strike, Ball, Swinging Strike, Ball, Foul,Ball, 1 Alec Olund advances to 1st (walk), 16 Correlle Prime advances to 2nd (1)",3,2,,,
34,11,Evan Alexander,TOP,"Foul, Ball, Ball, Foul, Ball, Foul, 11 Evan Alexander putout (strike out swinging) for out number 3",3,2,,1,
35,16,Hunter Clanin,BOTTOM,"Called Strike, Called Strike, Ball, Ball, 16 Hunter Clanin putout (fly out to left field) for out number 1",2,2,,,1
36,35,Shamoy Christopher,BOTTOM,"Foul, Ball, Foul, Foul, Ball, 35 Shamoy Christopher putout (strike out) for out number 2",2,2,,,1
37,2,Carson Clowers,BOTTOM,"Swinging Strike, 2 Carson Clowers putout (fly outto right field) for out number 3",0,1,,,1
38,13,Manuel Boscan,TOP,"Called Strike, Ball, 13 Manuel Boscan advances to1st (single)",1,1,1,,
39,22,Dillon Thomas,TOP,"13 Manuel Boscan Scores Earned (22), 22 Dillon Thomas Scores Earned (home run)",0,0,1,,
40,4,Leobaldo Pina,TOP,"Ball, 4 Leobaldo Pina Scores Earned (home run)",1,0,1,,
41,24,John Silviano,TOP,"Ball, 24 John Silviano Scores Earned (home run)",1,0,1,,
42,16,Correlle Prime,TOP,"Ball, Swinging Strike, 16 Correlle Prime putout (fly out to right field) for out number 1",1,1,,1,
43,2,Sam Dexter,TOP,"Called Strike, Foul, Foul, 2 Sam Dexter putout (strike out swinging) for out number 2",0,2,,1,
44,3,Nick Novak,TOP,"Ball, Foul, 3 Nick Novak putout (fly out to centerfield) for out number 3",1,1,,1,
45,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Foul, Foul, Foul, Ball, 21 Darnell Sweeney putout (4-3) for out number 1",2,2,,,1
46,1,Wyatt Ulrich,BOTTOM,"Called Strike, 1 Wyatt Ulrich putout (fly out to right field) for out number 2",0,1,,,1
47,15,Welington Dotel,BOTTOM,"Called Strike, Foul, 15 Welington Dotel putout (strike out) for out number 3",0,2,,,1
48,1,Alec Olund,TOP,"Ball, Foul, Ball, Swinging Strike, 1 Alec Olund putout (strike out swinging) for out number 1",2,2,,1,
49,11,Evan Alexander,TOP,11 Evan Alexander Scores Earned (home run),0,0,1,,
50,13,Manuel Boscan,TOP,"Ball, Ball, Called Strike, Foul, Ball, 13 Manuel Boscan putout (strike out swinging) for out number2",3,2,,1,
51,22,Dillon Thomas,TOP,"Called Strike, Swinging Strike, 22 Dillon Thomas putout (fly out to right field) for out number 3",0,2,,1,
52,20,Mike Hart,BOTTOM,"Ball, Ball, Ball, 20 Mike Hart advances to 1st (walk)",3,0,,,
53,11,Jabari Henry,BOTTOM,"Called Strike, Foul, Foul, Ball, 11 Jabari Henry putout (fly out to left field) for out number 1",1,2,,,1
54,5,Trevor Achenbach,BOTTOM,"Ball, Called Strike, 5 Trevor Achenbach putout (P4) for out number 2",1,1,,,1
55,16,Hunter Clanin,BOTTOM,"Called Strike, Ball, Ball, Ball, 16 Hunter Claninadvances to 1st (walk), 20 Mike Hart advances to 2nd (16)",3,1,,,
56,35,Shamoy Christopher,BOTTOM,35 Shamoy Christopher putout (4-3) for out number3,0,0,,,1
57,4,Leobaldo Pina,TOP,"Ball, Ball, Called Strike, Ball, Called Strike, 4Leobaldo Pina putout (P3) for out number 1",3,2,,1,
58,24,John Silviano,TOP,"Called Strike, Foul, Ball, 24 John Silviano putout(strike out swinging) for out number 2",1,2,,1,
59,16,Correlle Prime,TOP,"Ball, Ball, 16 Correlle Prime putout (P4) for outnumber 3",2,0,,1,
60,2,Carson Clowers,BOTTOM,"Swinging Strike, Swinging Strike, 2 Carson Clowersadvances to 1st (single)",0,2,1,,
61,21,Darnell Sweeney,BOTTOM,"Ball, 2 Carson Clowers advances to 2nd (stolen base), Swinging Strike, 21 Darnell Sweeney advances to 3rd (triple), 21 Darnell Sweeney Scores Unearned(21), 2 Carson Clowers Scores Earned (21)",1,1,1,,
62,1,Wyatt Ulrich,BOTTOM,1 Wyatt Ulrich putout (4-3) for out number 1,0,0,,,1
63,15,Welington Dotel,BOTTOM,"Swinging Strike, Swinging Strike, Ball, BallDefensive Substitution   1 Alec Olund moves to Right Field.",2,2,,,
64,15,Welington Dotel,BOTTOM,15 Welington Dotel putout (strike out) for out number 2,0,0,,,1
65,20,Mike Hart,BOTTOM,"Ball, Ball, Ball, 20 Mike Hart advances to 1st (walk)",3,0,,,
66,11,Jabari Henry,BOTTOM,"Called Strike, Ball, Ball, Ball, Called Strike, 11Jabari Henry advances to 1st (walk), 20 Mike Hartadvances to 2nd (11)",3,2,,,
67,5,Trevor Achenbach,BOTTOM,"5 Trevor Achenbach advances to 1st (fielder's choice), 11 Jabari Henry putout (6-4) for out number 3",0,0,,,1
68,2,Sam Dexter,TOP,"Called Strike, 2 Sam Dexter putout (fly out to center field) for out number 1",0,1,,1,
69,3,Nick Novak,TOP,"Swinging Strike, Ball, Ball, Swinging Strike, Foul, 3 Nick Novak putout (strike out swinging) for out number 2",2,2,,1,
70,1,Alec Olund,TOP,"Ball, Swinging Strike, Foul, 1 Alec Olund putout (strike out) for out number 3",1,2,,1,
71,16,Hunter Clanin,BOTTOM,"Called Strike, Ball, Ball, Foul, 16 Hunter Claninputout (strike out swinging) for out number 1",2,2,,,1
72,35,Shamoy Christopher,BOTTOM,"Swinging Strike, Swinging Strike, Ball, 35 ShamoyChristopher putout (strike out swinging) for out number 2",1,2,,,1
73,2,Carson Clowers,BOTTOM,"Ball, Ball, 2 Carson Clowers putout (L4) for out number 3",2,0,,,1
74,11,Evan Alexander,TOP,"Swinging Strike, Ball, Ball, Called Strike, Ball,11 Evan Alexander advances to 1st (walk)",3,2,,,
75,13,Manuel Boscan,TOP,"Called Strike, Ball, 13 Manuel Boscan putout (flyout to center field) for out number 1",1,1,,1,
