Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,11,Evan Alexander,TOP,"Ball, Called Strike, Swinging Strike, Ball, 11 Evan Alexander advances to 1st (single)",2,2,1,,
2,16,Correlle Prime,TOP,"Ball, Called Strike, Ball, 16 Correlle Prime putout (fly out to center field) for out number 1",2,1,,1,
3,26,Scott Schreiber,TOP,"Ball, Swinging Strike, Foul, Ball, Foul, 26 ScottSchreiber putout (strike out) for out number 2",2,2,,1,
4,13,Manuel Boscan,TOP,13 Manuel Boscan putout (4-3) for out number 3,0,0,,1,
5,1,Wyatt Ulrich,BOTTOM,"Ball, 1 Wyatt Ulrich putout (fly out to center field) for out number 1",1,0,,,1
6,3,Jordan Barth,BOTTOM,"Ball, Ball, 3 Jordan Barth advances to 1st (hit bypitch)",2,0,,,
7,21,Darnell Sweeney,BOTTOM,"21 Darnell Sweeney advances to 1st (fielder's choice), 3 Jordan Barth putout (4-6) for out number 2",0,0,,,1
8,11,Jabari Henry,BOTTOM,"Called Strike, 21 Darnell Sweeney putout (caught stealing: CS 2-6) for out number 3",0,1,,,1
9,1,Alec Olund,TOP,"Ball, Called Strike, Swinging Strike, Foul, 1 AlecOlund putout (5-3) for out number 1",1,2,,1,
10,3,Nick Novak,TOP,3 Nick Novak putout (P6) for out number 2,0,0,,1,
11,2,Sam Dexter,TOP,"Ball, Ball, 2 Sam Dexter advances to 1st (single)",2,0,1,,
12,23,Andy Gravdahl,TOP,"Ball, 23 Andy Gravdahl putout (3U) for out number3",1,0,,1,
13,11,Jabari Henry,BOTTOM,"Swinging Strike, Ball, Ball, Foul, Ball, 11 JabariHenry advances to 1st (walk)",3,2,,,
14,20,Mike Hart,BOTTOM,"Foul, Ball, 11 Jabari Henry advances to 2nd (wildpitch), 11 Jabari Henry advances to 3rd (20), 20 Mike Hart putout (1-3) for out number 1",1,1,,,1
15,5,Trevor Achenbach,BOTTOM,"Swinging Strike, Swinging Strike, Ball, Ball, Ball, 5 Trevor Achenbach putout (strike out swinging)for out number 2",3,2,,,1
16,16,Hunter Clanin,BOTTOM,"Ball, 16 Hunter Clanin putout (5-3) for out number3",1,0,,,1
17,47,Peter Brookshaw,TOP,"Called Strike, Foul, Ball, Foul, 47 Peter Brookshaw advances to 2nd (double)",1,2,1,,
18,11,Evan Alexander,TOP,"Ball, Foul, Swinging Strike, 11 Evan Alexander putout (strike out) for out number 1",1,2,,1,
19,16,Correlle Prime,TOP,"16 Correlle Prime advances to 1st (fielder's choice), 47 Peter Brookshaw putout (6-5) for out number2",0,0,,1,
20,26,Scott Schreiber,TOP,"Ball, Called Strike, 26 Scott Schreiber advances to 1st (single), 16 Correlle Prime advances to 2nd(26)",1,1,1,,
21,13,Manuel Boscan,TOP,13 Manuel Boscan putout (6U) for out number 3,0,0,,1,
22,35,Shamoy Christopher,BOTTOM,"Called Strike, Ball, Swinging Strike, 35 Shamoy Christopher putout (strike out swinging) for out number 1",1,2,,,1
23,0,Osvaldo Martinez,BOTTOM,"Ball, Called Strike, Ball, Ball, Called Strike, 0Osvaldo Martinez advances to 1st (walk)",3,2,,,
24,1,Wyatt Ulrich,BOTTOM,"Ball, 0 Osvaldo Martinez advances to 2nd (pass ball), Ball, 0 Osvaldo Martinez advances to 3rd (1),1 Wyatt Ulrich putout (fly out to center field) for out number 2",2,0,,,1
25,3,Jordan Barth,BOTTOM,"Ball, Ball, Swinging Strike, Ball, Called Strike,3 Jordan Barth putout (4-3) for out number 3",3,2,,,1
26,1,Alec Olund,TOP,"Called Strike, Ball, Swinging Strike, Ball, Ball,1 Alec Olund advances to 1st (walk)",3,2,,,
27,3,Nick Novak,TOP,"Foul, Ball, Foul, 3 Nick Novak advances to 1st (single), 1 Alec Olund advances to 3rd (3)",1,2,1,,
