Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,2,Michael Woodworth,TOP,"Ball, Swinging Strike, 2 Michael Woodworth putout(fly out to center field) for out number 1",1,1,,1,,Ty Culbreth,
2,29,Gio Diaz,TOP,"Ball, 29 Gio Diaz advances to 1st (hit by pitch)",1,0,,,,Ty Culbreth,
3,11,Victor Nova,TOP,"Ball, 29 Gio Diaz putout (PO 1-3) for out number 2, Swinging Strike, 11 Victor Nova putout (5-3) forout number 3",1,1,,1,,Ty Culbreth,
4,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Ball, Foul, Foul, 21 DarnellSweeney putout (dropped 3rd strike: KS 2-3) for out number 1",2,2,,,1,,C Erwin
5,3,Jordan Barth,BOTTOM,3 Jordan Barth putout (fly out to center field) for out number 2,0,0,,,1,,C Erwin
6,15,Welington Dotel,BOTTOM,"Foul, Ball, 15 Welington Dotel advances to 1st (single)",1,1,1,,,,C Erwin
7,20,LG Castillo,TOP,"Foul, Foul, Ball, Ball, 20 LG Castillo putout (flyout to right field) for out number 1",2,2,,1,,Ty Culbreth,
8,13,Emmanuel Tapia,TOP,"Called Strike, Called Strike, Ball, 13 Emmanuel Tapia putout (strike out swinging) for out number 2",1,2,,1,,Ty Culbreth,
9,25,Jesus Marriaga,TOP,"Foul, Foul, Ball, 25 Jesus Marriaga putout (strikeout swinging) for out number 3",1,2,,1,,Ty Culbreth,
10,5,Trevor Achenbach,BOTTOM,"Foul, Called Strike, Ball, Foul, 5 Trevor Achenbach putout (strike out) for out number 1",1,2,,,1,,C Erwin
11,0,Osvaldo Martinez,BOTTOM,"Called Strike, Ball, 0 Osvaldo Martinez putout (L3) for out number 2",1,1,,,1,,C Erwin
12,16,Hunter Clanin,BOTTOM,"Ball, Ball, Called Strike, Swinging Strike, Foul,Foul, Ball, Foul, 16 Hunter Clanin advances to 1st(single)",3,2,1,,,,C Erwin
13,33,Tyler Ryan,BOTTOM,"Called Strike, Called Strike, 33 Tyler Ryan putout(strike out swinging) for out number 3",0,2,,,1,,C Erwin
14,22,Francisco Del,TOP,"Valle Called Strike, Ball, 22 Francisco Del Valle putout(fly out to the third baseman) for out number 1",1,1,,1,,Ty Culbreth,
15,5,Thomas Greely,TOP,"Foul, Ball, Ball, Called Strike, 5 Thomas Greely putout (fly out to right field) for out number 2",2,2,,1,,Ty Culbreth,
