Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,11,Brennan Metzger,TOP,"Called Strike, 11 Brennan Metzger putout (3un) forout number 1",0,1,,1,,Ty Culbreth,
2,19,Matt Bottcher,TOP,19 Matt Bottcher putout (fly out to left field) for out number 2,0,0,,1,,Ty Culbreth,
3,16,Josh Altmann,TOP,"Ball, Called Strike, 16 Josh Altmann advances to 1st (single)",1,1,1,,,Ty Culbreth,
4,24,David Maberry,TOP,"Ball, 24 David Maberry putout (fly out to center field) for out number 3",1,0,,1,,Ty Culbreth,
5,1,Wyatt Ulrich,BOTTOM,"Ball, Ball, Foul, 1 Wyatt Ulrich putout (fly out to center field) for out number 1",2,1,,,1,,T Lane
6,21,Darnell Sweeney,BOTTOM,"Ball, Foul, Called Strike, Ball, Ball, Foul, Foul,21 Darnell Sweeney advances to 1st (walk)",3,2,,,,,T Lane
7,3,Jordan Barth,BOTTOM,"Ball, 21 Darnell Sweeney advances to 2nd (stolen base), 3 Jordan Barth advances to 2nd (double), 21Darnell Sweeney Scores Earned (3)",1,0,1,,,,T Lane
8,11,Jabari Henry,BOTTOM,"Ball, Called Strike, 3 Jordan Barth advances to 3rd (11), 11 Jabari Henry putout (6-3) for out number 2",1,1,,,1,,T Lane
9,20,Mike Hart,BOTTOM,"Swinging Strike, Ball, Foul, Ball, 20 Mike Hart putout (strike out swinging) for out number 3",2,2,,,1,,T Lane
10,3,Nick Heath,TOP,"Foul, Foul, 3 Nick Heath putout (L5) for out number 1",0,2,,1,,Ty Culbreth,
11,7,Dylan Rosa,TOP,"Swinging Strike, 7 Dylan Rosa advances to 2nd (double)",0,1,1,,,Ty Culbreth,
12,5,Luke Mangieri,TOP,"Ball, Called Strike, 5 Luke Mangieri putout (4) for out number 2",1,1,,1,,Ty Culbreth,
13,6,Cody Bohanek,TOP,"Called Strike, Ball, Ball, Called Strike, Foul, Ball, Foul, Foul, 6 Cody Bohanek advances to 1st (walk)",3,2,,,,Ty Culbreth,
14,10,Ben Livorsi,TOP,"Ball, Foul, Called Strike, Ball, Ball, 10 Ben Livorsi advances to 1st (walk), 6 Cody Bohanek advances to 2nd (10), 7 Dylan Rosa advances to 3rd (10)",3,2,,,,Ty Culbreth,
15,11,Brennan Metzger,TOP,"Called Strike, Foul, Ball, 11 Brennan Metzger putout (strike out) for out number 3",1,2,,1,,Ty Culbreth,
16,16,Hunter Clanin,BOTTOM,"Called Strike, Foul, Foul, Ball, Foul, 16 Hunter Clanin advances to 1st (single)",1,2,1,,,,T Lane
17,15,Welington Dotel,BOTTOM,"Ball, Foul, 16 Hunter Clanin advances to 2nd (stolen base), Foul, 15 Welington Dotel putout (strikeout swinging) for out number 1",1,2,,,1,,T Lane
18,35,Shamoy Christopher,BOTTOM,"Ball, Foul, Ball, Swinging Strike, 35 Shamoy Christopher putout (fly out to left field) for out number 2",2,2,,,1,,T Lane
19,2,Carson Clowers,BOTTOM,"Called Strike, Called Strike, 16 Hunter Clanin putout (PO1-5-4) for out number 3",0,2,,,1,,T Lane
20,19,Matt Bottcher,TOP,"Foul, Ball, Ball, 19 Matt Bottcher putout (4-3) for out number 1",2,1,,1,,Ty Culbreth,
21,16,Josh Altmann,TOP,"Ball, Ball, Ball, 16 Josh Altmann putout (3) for out number 2",3,0,,1,,Ty Culbreth,
22,24,David Maberry,TOP,"Ball, Called Strike, Foul, Ball, Ball, 24 David Maberry advances to 1st (single)",3,2,1,,,Ty Culbreth,
23,3,Nick Heath,TOP,"Ball, 24 David Maberry putout (PO1-3) for out number 3",1,0,,1,,Ty Culbreth,
24,2,Carson Clowers,BOTTOM,"Ball, Ball, Swinging Strike, Ball, 2 Carson Clowers putout (4-3) for out number 1",3,1,,,1,,T Lane
25,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, 1 Wyatt Ulrich advances to 1st (single)",1,1,1,,,,T Lane
26,21,Darnell Sweeney,BOTTOM,"Ball, 1 Wyatt Ulrich advances to 2nd (stolen base), 21 Darnell Sweeney putout (6-3) for out number 2",1,0,,,1,,T Lane
27,3,Jordan Barth,BOTTOM,"Foul, Ball, 1 Wyatt Ulrich Scores Earned (3), 3 Jordan Barth Scores Earned (home run)",1,1,1,,,,T Lane
