Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,1,Wyatt Ulrich,TOP,"Swinging Strike, Ball, Ball, 1 Wyatt Ulrich putout(fly out to left field) for out number 1",2,1,,1,,Correlle Prime,
2,0,Osvaldo Martinez,TOP,"Ball, Swinging Strike, Ball, 0 Osvaldo Martinez putout (6-3) for out number 2",2,1,,1,,Correlle Prime,
3,21,Darnell Sweeney,TOP,"Ball, Swinging Strike, Foul, Foul, Foul, Ball, Ball, 21 Darnell Sweeney putout (strike out swinging)for out number 3",3,2,,1,,Correlle Prime,
4,11,Evan Alexander,BOTTOM,"Swinging Strike, Ball, Foul, Foul, 11 Evan Alexander putout (4-3) for out number 1",1,2,,,1,,Chris Hardin
5,13,Manuel Boscan,BOTTOM,"Ball, Swinging Strike, Ball, 13 Manuel Boscan putout (4-3) for out number 2",2,1,,,1,,Chris Hardin
6,22,Dillon Thomas,BOTTOM,"Foul, Swinging Strike, Ball, Ball, 22 Dillon Thomas advances to 1st (single to second base)",2,2,1,,,,Chris Hardin
7,4,Leobaldo Pina,BOTTOM,"Called Strike, Foul, Ball, Foul, 4 Leobaldo Pina advances to 2nd (double to center field), 22 DillonThomas Scores Earned (4)",1,2,1,,,,Chris Hardin
8,24,John Silviano,BOTTOM,"Swinging Strike, Foul, Ball, 4 Leobaldo Pina advances to 3rd (wild pitch), Ball, Ball, 24 John Silviano putout (6-3) for out number 3",3,2,,,1,,Chris Hardin
9,11,Jabari Henry,TOP,"Ball, Called Strike, Foul, 11 Jabari Henry putout(fly out to the second baseman) for out number 1",1,2,,1,,Correlle Prime,
10,20,Mike Hart,TOP,"Swinging Strike, Ball, Ball, Called Strike, Foul,Ball, 20 Mike Hart Scores Earned (home run)",3,2,1,,,Correlle Prime,
11,3,Jordan Barth,TOP,"Ball, 3 Jordan Barth putout (fly out to the secondbaseman) for out number 2",1,0,,1,,Correlle Prime,
12,16,Hunter Clanin,TOP,"Ball, Swinging Strike, Ball, Swinging Strike, Ball, Foul, 16 Hunter Clanin putout (strike out) for out number 3",3,2,,1,,Correlle Prime,
13,16,Correlle Prime,BOTTOM,"Ball, 16 Correlle Prime putout (4-3) for out number 1",1,0,,,1,,Chris Hardin
14,2,Sam Dexter,BOTTOM,"Swinging Strike, Ball, Ball, Foul, 2 Sam Dexter putout (strike out swinging) for out number 2",2,2,,,1,,Chris Hardin
15,3,Nick Novak,BOTTOM,"Ball, Swinging Strike, Foul, Foul, 3 Nick Novak putout (L4) for out number 3",1,2,,,1,,Chris Hardin
16,5,Trevor Achenbach,TOP,"Ball, Swinging Strike, Ball, Ball, 5 Trevor Achenbach advances to 1st (walk)",3,1,,,,Correlle Prime,
17,2,Marshall Rich,TOP,"Swinging Strike, Ball, 2 Marshall Rich advances to1st (single to shortstop), 5 Trevor Achenbach advances to 2nd (2)",1,1,1,,,Correlle Prime,
18,1,Wyatt Ulrich,TOP,"Foul, Ball, Ball, 1 Wyatt Ulrich putout (fly out to left field) for out number 1",2,1,,1,,Correlle Prime,
19,0,Osvaldo Martinez,TOP,"Foul, 2 Marshall Rich putout (6-4) for out number2, 0 Osvaldo Martinez putout (6-4-3 DP) for out number 3",0,1,,1,,Correlle Prime,
20,14,B.J. Lopez,BOTTOM,"Swinging Strike, Swinging Strike, 14 B.J. Lopez putout (strike out) for out number 1",0,2,,,1,,Chris Hardin
21,11,Evan Alexander,BOTTOM,"Ball, Swinging Strike, 11 Evan Alexander putout (fly out to left field) for out number 2",1,1,,,1,,Chris Hardin
22,13,Manuel Boscan,BOTTOM,"Swinging Strike, Foul, 13 Manuel Boscan putout (L5) for out number 3",0,2,,,1,,Chris Hardin
23,21,Darnell Sweeney,TOP,21 Darnell Sweeney advances to 1st (single to right field),0,0,1,,,Correlle Prime,
24,11,Jabari Henry,TOP,11 Jabari Henry putout (fly out to left field) forout number 1,0,0,,1,,Correlle Prime,
25,20,Mike Hart,TOP,"Ball, Foul, Ball, Ball, 20 Mike Hart advances to 1st (walk), 21 Darnell Sweeney advances to 2nd (20)",3,1,,,,Correlle Prime,
26,3,Jordan Barth,TOP,"Swinging Strike, 3 Jordan Barth advances to 1st (single to left field), 20 Mike Hart advances to 2nd(3), 21 Darnell Sweeney Scores Earned (3)",0,1,1,,,Correlle Prime,
27,16,Hunter Clanin,TOP,"Swinging Strike, Ball, 16 Hunter Clanin advances to 1st (single to center field), 3 Jordan Barth advances to 2nd (16), 20 Mike Hart advances to 3rd (16)",1,1,1,,,Correlle Prime,
28,5,Trevor Achenbach,TOP,"3 Jordan Barth putout (5) for out number 2, 5 Trevor Achenbach putout (5-3 DP) for out number 3",0,0,,1,,Correlle Prime,
29,22,Dillon Thomas,BOTTOM,"Ball, Ball, Ball, Called Strike, Called Strike, 22Dillon Thomas putout (4-3) for out number 1",3,2,,,1,,Chris Hardin
30,4,Leobaldo Pina,BOTTOM,"Foul, 4 Leobaldo Pina putout (fly out to left field) for out number 2",0,1,,,1,,Chris Hardin
31,24,John Silviano,BOTTOM,"Ball, Swinging Strike, Ball, Ball, Swinging Strike, 24 John Silviano putout (3-1) for out number 3",3,2,,,1,,Chris Hardin
32,2,Marshall Rich,TOP,2 Marshall Rich putout (fly out to left field) forout number 1,0,0,,1,,Correlle Prime,
33,1,Wyatt Ulrich,TOP,"Ball, Ball, Called Strike, Ball, 1 Wyatt Ulrich putout (3U) for out number 2",3,1,,1,,Correlle Prime,
34,0,Osvaldo Martinez,TOP,"Called Strike, 0 Osvaldo Martinez putout (1-3) forout number 3",0,1,,1,,Correlle Prime,
35,16,Correlle Prime,BOTTOM,"Ball, Called Strike, Ball, Called Strike, Ball, 16Correlle Prime advances to 1st (walk)",3,2,,,,,Chris Hardin
36,2,Sam Dexter,BOTTOM,"Foul, Ball, Swinging Strike, Ball, Foul, Ball, 2 Sam Dexter putout (fly out to left field) for out number 1",3,2,,,1,,Chris Hardin
37,3,Nick Novak,BOTTOM,"Ball, Foul, Foul, Ball, 3 Nick Novak putout (strike out swinging) for out number 2",2,2,,,1,,Chris Hardin
38,14,B.J. Lopez,BOTTOM,"Ball, Swinging Strike, Ball, Ball, Swinging Strike, 14 B.J. Lopez putout (strike out swinging) for out number 3",3,2,,,1,,Chris Hardin
39,21,Darnell Sweeney,TOP,"Ball, Ball, Ball, Swinging Strike, 21 Darnell Sweeney putout (fly out to the shortstop) for out number 1",3,1,,1,,Correlle Prime,
40,11,Jabari Henry,TOP,"Called Strike, Ball, Foul, 11 Jabari Henry putout(fly out to the first baseman) for out number 2",1,2,,1,,Correlle Prime,
41,20,Mike Hart,TOP,"Called Strike, Ball, Ball, Foul, 20 Mike Hart putout (fly out to center field) for out number 3",2,2,,1,,Correlle Prime,
42,11,Evan Alexander,BOTTOM,11 Evan Alexander advances to 1st (single to the pitcher),0,0,1,,,,Chris Hardin
43,13,Manuel Boscan,BOTTOM,"Ball, Foul, Foul, 13 Manuel Boscan putout (strikeout swinging) for out number 1",1,2,,,1,,Chris Hardin
44,22,Dillon Thomas,BOTTOM,"Foul, Ball, 22 Dillon Thomas advances to 2nd (double to right field), 11 Evan Alexander advances to3rd (22)Pitching Substitution    22 Jose Cruz subs for Chris Hardin Pitcher.",1,1,1,,,,Chris Hardin
45,4,Leobaldo Pina,BOTTOM,"Ball, 4 Leobaldo Pina putout (fly out to the shortstop) for out number 2",1,0,,,1,,Jose Cruz
46,24,John Silviano,BOTTOM,"Ball, Swinging Strike, 24 John Silviano advances to 1st (single to right field), 11 Evan Alexander Scores Earned (24), 22 Dillon Thomas Scores Earned(24)",1,1,1,,,,Jose Cruz
47,16,Correlle Prime,BOTTOM,"Ball, Ball, Ball, 16 Correlle Prime advances to 1st (walk), 24 John Silviano advances to 2nd (16)",3,0,,,,,Jose Cruz
48,2,Sam Dexter,BOTTOM,"Foul, 2 Sam Dexter advances to 1st (fielder's choice), 16 Correlle Prime putout (4U) for out number3",0,1,,,1,,Jose Cruz
