Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,1,Wyatt Ulrich,TOP,"Called Strike, Called Strike, Foul, Ball, Ball, 1Wyatt Ulrich advances to 1st (hit by pitch)",2,2,,,,J Matulovich,
2,21,Darnell Sweeney,TOP,"Ball, Called Strike, Ball, Pickoff attempt at 1stbase (pitcher to first baseman), 1 Wyatt Ulrich advances to 2nd (stolen base), Called Strike, 21 Darnell Sweeney advances to 1st (hit by pitch)",2,2,,,,J Matulovich,
3,15,Welington Dotel,TOP,"Ball, Swinging Strike, Swinging Strike, Ball, 15 Welington Dotel advances to 1st (single to left field), 21 Darnell Sweeney advances to 2nd (15), 1 Wyatt Ulrich advances to 3rd (15)",2,2,1,,,J Matulovich,
4,11,Jabari Henry,TOP,"Called Strike, Ball, Foul, Ball, 11 Jabari Henry putout (strike out swinging) for out number 1",2,2,,1,,J Matulovich,
5,3,Jordan Barth,TOP,"Ball, 1 Wyatt Ulrich Scores Earned (3), 3 Jordan Barth putout (sacrifice fly to left fielder) for out number 2",1,0,,1,,J Matulovich,
6,16,Hunter Clanin,TOP,"Ball, Called Strike, Foul, Ball, 16 Hunter Claninputout (strike out swinging) for out number 3",2,2,,1,,J Matulovich,
7,8,Dayson Croes,BOTTOM,"Called Strike, 8 Dayson Croes putout (1-6-3 1) forout number 1",0,1,,,1,,Colby Wyatt
8,1,Andy Armstrong,BOTTOM,"Foul, Swinging Strike, 1 Andy Armstrong advances to 1st (single to left field)",0,2,1,,,,Colby Wyatt
9,13,Max Murphy,BOTTOM,"1 Andy Armstrong putout (6-4) for out number 2, 13Max Murphy putout (6-4-3 DP) for out number 3",0,0,,,1,,Colby Wyatt
10,0,Osvaldo Martinez,TOP,"Called Strike, Called Strike, Ball, Foul, 0 Osvaldo Martinez advances to 1st (single to center field)",1,2,1,,,J Matulovich,
11,5,Trevor Achenbach,TOP,"Called Strike, Ball, Swinging Strike, Ball, 5 Trevor Achenbach putout (strike out) for out number 1",2,2,,1,,J Matulovich,
12,33,Tyler Ryan,TOP,"Called Strike, Swinging Strike, Ball, 33 Tyler Ryan putout (strike out swinging) for out number 2",1,2,,1,,J Matulovich,
13,1,Wyatt Ulrich,TOP,"Called Strike, 0 Osvaldo Martinez advances to 2nd(stolen base), Called Strike, Foul, Ball, Foul, Foul, Foul, Foul, 1 Wyatt Ulrich putout (fly out tocenter field) for out number 3",1,2,,1,,J Matulovich,
14,20,Jacob Bockelie,BOTTOM,"Ball, Called Strike, Called Strike, Ball, Ball, Foul, 20 Jacob Bockelie advances to 1st (walk), 20 Jacob Bockelie advances to 2nd (wild pitch)",3,2,,,,,Colby Wyatt
15,4,Chris Burgess,BOTTOM,"Ball, Ball, Foul, Called Strike, Foul, 4 Chris Burgess putout (L7 7) for out number 1",2,2,,,1,,Colby Wyatt
16,27,Hidekel Gonzalez,BOTTOM,"Ball, 27 Hidekel Gonzalez putout (5-3 5) for out number 2",1,0,,,1,,Colby Wyatt
17,17,Najee Gaskins,BOTTOM,"Ball, Called Strike, 17 Najee Gaskins putout (6-36) for out number 3",1,1,,,1,,Colby Wyatt
18,21,Darnell Sweeney,TOP,"Called Strike, Swinging Strike, Foul, Ball, 21 Darnell Sweeney putout (strike out swinging) for outnumber 1",1,2,,1,,J Matulovich,
19,15,Welington Dotel,TOP,"Called Strike, Swinging Strike, Ball, Ball, Foul,Ball, 15 Welington Dotel advances to 1st (walk), 15 Welington Dotel advances to 2nd (stolen base)",3,2,,,,J Matulovich,
20,11,Jabari Henry,TOP,"Called Strike, Foul, Ball, 11 Jabari Henry putout(strike out swinging) for out number 2",1,2,,1,,J Matulovich,
21,3,Jordan Barth,TOP,"Called Strike, Swinging Strike, Foul, 3 Jordan Barth advances to 1st (single to center field), 15 Welington Dotel advances to 3rd (3), 15 Welington Dotel putout (8-2) for out number 3",0,2,1,1,,J Matulovich,
22,3,Javeyan Williams,BOTTOM,"Swinging Strike, 3 Javeyan Williams advances to 1st (single to center field)",0,1,1,,,,Colby Wyatt
23,19,Brynn Martinez,BOTTOM,"Called Strike, Pickoff attempt at 1st base (pitcher to first baseman), 19 Brynn Martinez advances to1st (single to third base), 3 Javeyan Williams advances to 2nd (19)",0,1,1,,,,Colby Wyatt
24,8,Dayson Croes,BOTTOM,"Ball, Pickoff attempt at 1st base (pitcher to first baseman), Ball, 19 Brynn Martinez advances to 2nd (stolen base), Ball, Called Strike, Foul, 8 Dayson Croes advances to 1st (walk), 3 Javeyan Williams putout (caught stealing: CS 1-6) for out number1",3,2,,,1,,Colby Wyatt
25,1,Andy Armstrong,BOTTOM,"Ball, Pickoff attempt at 2nd base (pitcher to shortstop), 1 Andy Armstrong advances to 1st (single to third base), 8 Dayson Croes advances to 2nd (1),19 Brynn Martinez advances to 3rd (), 19 Brynn Martinez Scores Earned (1)",1,0,1,,,,Colby Wyatt
