Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,2,Michael Woodworth,TOP,"Foul, 2 Michael Woodworth putout (fly out to center field) for out number 1",0,1,,1,,J Sheaks,
2,29,Gio Diaz,TOP,29 Gio Diaz putout (L6) for out number 2,0,0,,1,,J Sheaks,
3,11,Victor Nova,TOP,"Ball, Ball, Called Strike, Called Strike, 11 Victor Nova Scores Earned (home run)",2,2,1,,,J Sheaks,
4,20,LG Castillo,TOP,"Ball, Ball, Ball, 20 LG Castillo advances to 1st (walk)",3,0,,,,J Sheaks,
5,13,Emmanuel Tapia,TOP,"Ball, 20 LG Castillo putout (caught stealing: CS 2-6) for out number 3",1,0,,1,,J Sheaks,
6,21,Darnell Sweeney,BOTTOM,"Ball, Swinging Strike, Ball, Foul, 21 Darnell Sweeney advances to 1st (single)",2,2,1,,,,Colby Wyatt
7,3,Jordan Barth,BOTTOM,"Called Strike, 3 Jordan Barth putout (PF3) for outnumber 1",0,1,,,1,,Colby Wyatt
8,15,Welington Dotel,BOTTOM,"Ball, 15 Welington Dotel advances to 1st (error bythe shortstop)",1,0,,,,,Colby Wyatt
9,11,Jabari Henry,BOTTOM,"21 Darnell Sweeney advances to 2nd (15), 11 JabariHenry putout (PF6) for out number 2",0,0,,,1,,Colby Wyatt
10,20,Mike Hart,BOTTOM,"Swinging Strike, Swinging Strike, Foul, 20 Mike Hart putout (strike out) for out number 3",0,2,,,1,,Colby Wyatt
11,13,Emmanuel Tapia,TOP,"Ball, Foul, Ball, Swinging Strike, 13 Emmanuel Tapia Scores Earned (home run)",2,2,1,,,J Sheaks,
12,22,Francisco Del,TOP,"Valle Ball, 22 Francisco Del Valle advances to 1st (single)",1,0,1,,,J Sheaks,
13,25,Jesus Marriaga,TOP,"Foul, Called Strike, Ball, Ball, Ball, Foul, 25 Jesus Marriaga putout (strike out swinging) for outnumber 1",3,2,,1,,J Sheaks,
14,5,Thomas Greely,TOP,"22 Francisco Del Valle advances to 2nd (5), 5 Thomas Greely putout (5-3) for out number 2",0,0,,1,,J Sheaks,
15,17,Daniel Lingua,TOP,"22 Francisco Del Valle Scores Earned (17), 17 Daniel Lingua Scores Earned (home run)",0,0,1,,,J Sheaks,
16,2,Michael Woodworth,TOP,"Called Strike, 2 Michael Woodworth putout (5-3) for out number 3",0,1,,1,,J Sheaks,
17,5,Trevor Achenbach,BOTTOM,"Ball, Ball, 5 Trevor Achenbach advances to 2nd (double)",2,0,1,,,,Colby Wyatt
18,16,Hunter Clanin,BOTTOM,"Ball, Ball, Called Strike, Foul, Foul, Ball, 16 Hunter Clanin advances to 1st (walk)",3,2,,,,,Colby Wyatt
19,1,Wyatt Ulrich,BOTTOM,"Ball, 1 Wyatt Ulrich putout (fly out to the thirdbaseman) for out number 1",1,0,,,1,,Colby Wyatt
20,2,Marshall Rich,BOTTOM,"2 Marshall Rich advances to 1st (fielder's choice), 5 Trevor Achenbach advances to 3rd (2), 16 Hunter Clanin putout (6-4) for out number 2",0,0,,,1,,Colby Wyatt
21,21,Darnell Sweeney,BOTTOM,"21 Darnell Sweeney Scores Earned (home run), 5 Trevor Achenbach Scores Earned (21), 2 Marshall RichScores Earned (21)",0,0,1,,,,Colby Wyatt
22,3,Jordan Barth,BOTTOM,3 Jordan Barth Scores Earned (home run),0,0,1,,,,Colby Wyatt
23,15,Welington Dotel,BOTTOM,"Called Strike, Called Strike, 15 Welington Dotel putout (4-3) for out number 3",0,2,,,1,,Colby Wyatt
24,29,Gio Diaz,TOP,"Called Strike, Ball, 29 Gio Diaz putout (5-3) forout number 1",1,1,,1,,J Sheaks,
25,11,Victor Nova,TOP,"Ball, Called Strike, Ball, 11 Victor Nova putout (PF5) for out number 2",2,1,,1,,J Sheaks,
26,20,LG Castillo,TOP,"Swinging Strike, Ball, Swinging Strike, Ball, 20 LG Castillo putout (strike out swinging) for out number 3",2,2,,1,,J Sheaks,
27,11,Jabari Henry,BOTTOM,"Ball, 11 Jabari Henry advances to 1st (single)",1,0,1,,,,Colby Wyatt
28,20,Mike Hart,BOTTOM,"Called Strike, 20 Mike Hart advances to 1st (fielder's choice), 11 Jabari Henry putout (6-4) for outnumber 1",0,1,,,1,,Colby Wyatt
29,5,Trevor Achenbach,BOTTOM,"Called Strike, 5 Trevor Achenbach putout (fly outto right field) for out number 2",0,1,,,1,,Colby Wyatt
