Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,8,Dayson Croes,TOP,"Called Strike, Foul, Ball, 8 Dayson Croes putout (1-3) for out number 1",1,2,,1,,Chris Hardin,
2,1,Andy Armstrong,TOP,"Called Strike, Ball, Swinging Strike, 1 Andy Armstrong putout (strike out) for out number 2",1,2,,1,,Chris Hardin,
3,13,Max Murphy,TOP,"Called Strike, Foul, Ball, 13 Max Murphy putout (5-3) for out number 3",1,2,,1,,Chris Hardin,
4,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, Swinging Strike, 1 Wyatt Ulrich putout (strike out swinging) for out number 1",1,2,,,1,,R Martinez
5,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Ball, Ball, 21 Darnell Sweeney putout (fly out to center field) for out number2",3,1,,,1,,R Martinez
6,15,Welington Dotel,BOTTOM,"Swinging Strike, Swinging Strike, Ball, 15 Welington Dotel putout (strike out) for out number 3",1,2,,,1,,R Martinez
7,20,Jacob Bockelie,TOP,"Ball, Ball, Ball, Called Strike, Swinging Strike,20 Jacob Bockelie putout (strike out swinging) forout number 1",3,2,,1,,Chris Hardin,
8,26,Sherman Graves,TOP,"Ball, 26 Sherman Graves putout (5-3) for out number 2",1,0,,1,,Chris Hardin,
9,27,Hidekel Gonzalez,TOP,"Called Strike, 27 Hidekel Gonzalez putout (6-3) for out number 3",0,1,,1,,Chris Hardin,
10,20,Mike Hart,BOTTOM,"Called Strike, Foul, Foul, 20 Mike Hart putout (fly out to left field) for out number 1",0,2,,,1,,R Martinez
11,11,Jabari Henry,BOTTOM,"Ball, Swinging Strike, Ball, Ball, 11 Jabari Henryadvances to 1st (walk)",3,1,,,,,R Martinez
12,3,Jordan Barth,BOTTOM,3 Jordan Barth putout (fly out to left field) forout number 2,0,0,,,1,,R Martinez
13,5,Trevor Achenbach,BOTTOM,"Called Strike, Foul, Foul, Ball, 5 Trevor Achenbach advances to 2nd (double), 11 Jabari Henry advances to 3rd (5)",1,2,1,,,,R Martinez
