Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,19,Matt Bottcher,TOP,"Ball, 19 Matt Bottcher Scores Earned (home run)",1,0,1,,
2,7,Dylan Rosa,TOP,"Ball, Foul, Ball, Foul, 7 Dylan Rosa putout (strike out swinging) for out number 1",2,2,,1,
3,15,Ryan Lidge,TOP,"Ball, Ball, Swinging Strike, Swinging Strike, Foul, Ball, 15 Ryan Lidge Scores Earned (home run)",3,2,1,,
4,16,Josh Altmann,TOP,"Called Strike, Ball, 16 Josh Altmann advances to 3rd (triple)",1,1,1,,
5,3,Nick Heath,TOP,"16 Josh Altmann Scores Earned (3), 3 Nick Heath putout (3un) for out number 2",0,0,,1,
6,11,Brennan Metzger,TOP,"Ball, 11 Brennan Metzger putout (fly out to centerfield) for out number 3",1,0,,1,
7,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, Called Strike, Foul, Ball, Ball, 1 Wyatt Ulrich putout (strike out) for out number 1",3,2,,,1
8,21,Darnell Sweeney,BOTTOM,"Called Strike, Ball, Ball, Foul, Ball, 21 DarnellSweeney putout (fly out to the first baseman) forout number 2",3,2,,,1
9,3,Jordan Barth,BOTTOM,"Ball, Ball, Ball, Called Strike, Foul, 3 Jordan Barth advances to 1st (single)",3,2,1,,
10,11,Jabari Henry,BOTTOM,"Called Strike, Swinging Strike, Foul, Ball, Ball,11 Jabari Henry advances to 1st (single), 3 JordanBarth advances to 3rd (11)",2,2,1,,
11,20,Mike Hart,BOTTOM,"Ball, Swinging Strike, Ball, Called Strike, Ball,20 Mike Hart advances to 1st (walk), 11 Jabari Henry advances to 2nd (20)",3,2,,,
12,5,Trevor Achenbach,BOTTOM,"Called Strike, Foul, 5 Trevor Achenbach putout (strike out swinging) for out number 3",0,2,,,1
13,5,Luke Mangieri,TOP,"Ball, Called Strike, Foul, 5 Luke Mangieri advances to 1st (single)",1,2,1,,
14,24,David Maberry,TOP,"Called Strike, Called Strike, Foul, Ball, 24 DavidMaberry advances to 1st (single), 5 Luke Mangieriadvances to 3rd (24)",1,2,1,,
15,6,Cody Bohanek,TOP,"Called Strike, Ball, Ball, Called Strike, 6 Cody Bohanek putout (strike out swinging) for out number1",2,2,,1,
16,19,Matt Bottcher,TOP,"Called Strike, 24 David Maberry putout (6-4) for out number 2, 19 Matt Bottcher putout (6-4-3 DP) for out number 3",0,1,,1,
17,15,Welington Dotel,BOTTOM,"Ball, Swinging Strike, Ball, Foul, 15 Welington Dotel putout (4-3) for out number 1",2,2,,,1
18,35,Shamoy Christopher,BOTTOM,35 Shamoy Christopher putout (5-3) for out number2,0,0,,,1
19,0,Osvaldo Martinez,BOTTOM,"Called Strike, Swinging Strike, 0 Osvaldo Martinezadvances to 1st (single)",0,2,1,,
20,1,Wyatt Ulrich,BOTTOM,"Ball, Foul, Ball, Ball, 1 Wyatt Ulrich advances to1st (walk), 0 Osvaldo Martinez advances to 2nd (1)",3,1,,,
21,21,Darnell Sweeney,BOTTOM,"Ball, Ball, Ball, 21 Darnell Sweeney advances to 1st (walk), 1 Wyatt Ulrich advances to 2nd (21), 0Osvaldo Martinez advances to 3rd (21)",3,0,,,
22,3,Jordan Barth,BOTTOM,"Called Strike, Foul, Ball, 3 Jordan Barth putout (9) for out number 3",1,2,,,1
23,7,Dylan Rosa,TOP,"Ball, Ball, 7 Dylan Rosa putout (4) for out number1",2,0,,1,
24,15,Ryan Lidge,TOP,"Ball, Ball, Foul, Foul, Ball, 15 Ryan Lidge advances to 2nd (double)",3,2,1,,
25,16,Josh Altmann,TOP,"Ball, Called Strike, Foul, 16 Josh Altmann putout(strike out swinging) for out number 2",1,2,,1,
26,3,Nick Heath,TOP,"Foul, Ball, Ball, Foul, Ball, 3 Nick Heath advances to 1st (walk)",3,2,,,
27,11,Brennan Metzger,TOP,"Foul, Called Strike, Ball, Ball, Ball, 11 BrennanMetzger putout (strike out) for out number 3",3,2,,1,
28,11,Jabari Henry,BOTTOM,"Ball, Foul, Ball, Ball, 11 Jabari Henry advances to 1st (walk)",3,1,,,
29,20,Mike Hart,BOTTOM,"Ball, Ball, Ball, Called Strike, 20 Mike Hart putout (fly out to center field) for out number 1",3,1,,,1
30,5,Trevor Achenbach,BOTTOM,"Called Strike, 5 Trevor Achenbach advances to 1st(hit by pitch), 11 Jabari Henry advances to 2nd (5)",0,1,,,
31,15,Welington Dotel,BOTTOM,"Ball, Ball, 15 Welington Dotel advances to 1st (single), 5 Trevor Achenbach advances to 2nd (15), 11Jabari Henry advances to 3rd (15)",2,0,1,,
32,35,Shamoy Christopher,BOTTOM,"Ball, Foul, Ball, Swinging Strike, Foul, Foul, Ball, Foul, 35 Shamoy Christopher advances to 1st (walk), 15 Welington Dotel advances to 2nd (35), 5 Trevor Achenbach advances to 3rd (35), 11 Jabari Henry Scores Earned (35)Pitching Substitution    20 Ryan OReilly subs for Andrew Edwards Pitcher.",3,2,,,
33,0,Osvaldo Martinez,BOTTOM,"Ball, Ball, Called Strike, Foul, Foul, Ball, 5 Trevor Achenbach Scores Earned (0), 0 Osvaldo Martinez putout (sacrifice fly to center fielder) for outnumber 2",3,2,,,1
34,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, Ball, 1 Wyatt Ulrich advancesto 1st (single), 35 Shamoy Christopher advances to 2nd (1), 15 Welington Dotel Scores Earned (1)",2,1,1,,
35,21,Darnell Sweeney,BOTTOM,"Ball, Foul, Ball, Ball, 21 Darnell Sweeney putout(fly out to center field) for out number 3",3,1,,,1
36,5,Luke Mangieri,TOP,"Ball, Ball, 5 Luke Mangieri advances to 1st (hit by pitch)",2,0,,,
37,24,David Maberry,TOP,"Called Strike, 5 Luke Mangieri putout (5-4) for out number 1, 24 David Maberry putout (5-4-3 DP) forout number 2",0,1,,1,
38,6,Cody Bohanek,TOP,"Called Strike, Ball, Ball, Foul, 6 Cody Bohanek putout (4-3) for out number 3",2,2,,1,
39,3,Jordan Barth,BOTTOM,"Ball, Ball, Ball, Called Strike, Foul, 3 Jordan Barth putout (5) for out number 1",3,2,,,1
40,11,Jabari Henry,BOTTOM,"Ball, Ball, Called Strike, Ball, 11 Jabari Henry Scores Earned (home run)",3,1,1,,
41,20,Mike Hart,BOTTOM,"Ball, Ball, Called Strike, Ball, 20 Mike Hart advances to 1st (walk)",3,1,,,
42,5,Trevor Achenbach,BOTTOM,"Called Strike, Ball, 5 Trevor Achenbach putout (4)for out number 2",1,1,,,1
43,15,Welington Dotel,BOTTOM,"Called Strike, Ball, Ball, Called Strike, 15 Welington Dotel advances to 1st (fielder's choice), 20Mike Hart putout (5-4) for out number 3",2,2,,,1
44,19,Matt Bottcher,TOP,19 Matt Bottcher putout (fly out to center field)for out number 1,0,0,,1,
45,7,Dylan Rosa,TOP,"Called Strike, Swinging Strike, Ball, Foul, 7 Dylan Rosa advances to 2nd (double)",1,2,1,,
46,15,Ryan Lidge,TOP,"Swinging Strike, Ball, Ball, Ball, Foul, 15 Ryan Lidge putout (strike out) for out number 2",3,2,,1,
47,16,Josh Altmann,TOP,"Called Strike, Swinging Strike, 16 Josh Altmann putout (4-3) for out number 3",0,2,,1,
48,35,Shamoy Christopher,BOTTOM,"Called Strike, Ball, Ball, Ball, Called Strike, 35Shamoy Christopher putout (1-3) for out number 1",3,2,,,1
49,0,Osvaldo Martinez,BOTTOM,"Called Strike, Foul, Foul, Ball, Ball, Foul, Foul,Ball, Foul, Foul, 0 Osvaldo Martinez advances to1st (single)",3,2,1,,
50,1,Wyatt Ulrich,BOTTOM,"Foul, Ball, Ball, Foul, 1 Wyatt Ulrich putout (strike out) for out number 2",2,2,,,1
51,21,Darnell Sweeney,BOTTOM,"Ball, Ball, Ball, 21 Darnell Sweeney advances to 1st (fielder's choice), 0 Osvaldo Martinez putout (4-6) for out number 3",3,0,,,1
