Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,1,Wyatt Ulrich,TOP,"Called Strike, Foul, Foul, Foul, Ball, Foul, Ball,1 Wyatt Ulrich putout (4-3) for out number 1",2,2,,1,
2,21,Darnell Sweeney,TOP,"Ball, Swinging Strike, Ball, Foul, 21 Darnell Sweeney putout (fly out to left field) for out number2",2,2,,1,
3,3,Jordan Barth,TOP,"Called Strike, Ball, Ball, Foul, Foul, 3 Jordan Barth putout (P5) for out number 3",2,2,,1,
4,99,Olivier Basabe,BOTTOM,"Foul, Ball, Called Strike, Foul, Ball, 99 OlivierBasabe putout (6-3) for out number 1",2,2,,,1
5,8,Armond Upshaw,BOTTOM,"Ball, Called Strike, Called Strike, Ball, Foul, Foul, Foul, Foul, 8 Armond Upshaw Scores Earned (home run)",2,2,1,,
6,27,J.D. Osborne,BOTTOM,"Ball, Called Strike, 27 J.D. Osborne advances to 1st (single)",1,1,1,,
7,14,Jonah Davis,BOTTOM,"Called Strike, Called Strike, Ball, 27 J.D. Osborne advances to 2nd (wild pitch), Ball, Ball, 27 J.D. Osborne Scores Earned (14), 14 Jonah Davis Scores Earned (home run)",3,2,1,,
8,66,Donivan Williams,BOTTOM,"Ball, 66 Donivan Williams advances to 2nd (double)",1,0,1,,
9,33,Todd Lott,BOTTOM,33 Todd Lott putout (5-3) for out number 2,0,0,,,1
10,3,Jimmy Kerrigan,BOTTOM,"Ball, Foul, Swinging Strike, 3 Jimmy Kerrigan advances to 1st (single), 66 Donivan Williams Scores Earned (3)",1,2,1,,
11,5,Pete Kozma,BOTTOM,"Ball, 5 Pete Kozma putout (fly out to right field)for out number 3",1,0,,,1
12,11,Jabari Henry,TOP,"Ball, Called Strike, Called Strike, Foul, Ball, 11Jabari Henry putout (fly out to the second baseman) for out number 1",2,2,,1,
13,20,Mike Hart,TOP,"Ball, Foul, Ball, Foul, Dropped Foul - E5, Ball, 20 Mike Hart putout (strike out swinging) for out number 2",3,2,,1,
14,5,Trevor Achenbach,TOP,"Ball, 5 Trevor Achenbach advances to 1st (single)",1,0,1,,
15,16,Hunter Clanin,TOP,"Called Strike, 16 Hunter Clanin advances to 1st (single to the catcher), 5 Trevor Achenbach advancesto 2nd (16)",0,1,1,,
16,29,Spencer Sarringar,TOP,"Ball, Called Strike, Ball, Called Strike, 29 Spencer Sarringar advances to 1st (fielder's choice), 5Trevor Achenbach putout (5 UA) for out number 3",2,2,,1,
17,1,Galli Cribbs,BOTTOM,"Jr.     Ball, 1 Galli Cribbs Jr. putout (4-3) for out number 1",1,0,,,1
18,99,Olivier Basabe,BOTTOM,"Foul, 99 Olivier Basabe advances to 1st (single)",0,1,1,,
19,8,Armond Upshaw,BOTTOM,"Foul, Ball, Called Strike, 8 Armond Upshaw putout(fly out to center field) for out number 2",1,2,,,1
20,27,J.D. Osborne,BOTTOM,"27 J.D. Osborne advances to 1st (single), 99 Olivier Basabe advances to 2nd (27)",0,0,1,,
21,14,Jonah Davis,BOTTOM,"Ball, Swinging Strike, Ball, 99 Olivier Basabe Scores Earned (14), 27 J.D. Osborne Scores Earned (14), 14 Jonah Davis Scores Earned (home run)",2,1,1,,
22,66,Donivan Williams,BOTTOM,"Swinging Strike, 66 Donivan Williams putout (fly out to left field) for out number 3",0,1,,,1
23,0,Osvaldo Martinez,TOP,"Called Strike, 0 Osvaldo Martinez putout (1-3) forout number 1",0,1,,1,
24,1,Wyatt Ulrich,TOP,"Called Strike, 1 Wyatt Ulrich putout (fly out to left field) for out number 2",0,1,,1,
25,21,Darnell Sweeney,TOP,21 Darnell Sweeney putout (fly out to left field)for out number 3,0,0,,1,
26,33,Todd Lott,BOTTOM,"Foul, Ball, Foul, Ball, Ball, 33 Todd Lott advances to 1st (single)",3,2,1,,
27,3,Jimmy Kerrigan,BOTTOM,"3 Jimmy Kerrigan advances to 1st (single), 33 ToddLott advances to 2nd (3)",0,0,1,,
28,5,Pete Kozma,BOTTOM,"Called Strike, Ball, Foul, 5 Pete Kozma advances to 1st (single), 3 Jimmy Kerrigan advances to 2nd (5), 33 Todd Lott advances to 3rd (5)",1,2,1,,
29,1,Galli Cribbs,BOTTOM,"Jr.     Swinging Strike, Foul, Ball, 5 Pete Kozma advancesto 2nd (33), 3 Jimmy Kerrigan advances to 3rd (33), 33 Todd Lott Scores Earned (pass ball), 3 JimmyKerrigan Scores Earned (1), 1 Galli Cribbs Jr. putout (sacrifice fly to center fielder) for out number 1",1,2,,,1
30,99,Olivier Basabe,BOTTOM,"Ball, 99 Olivier Basabe advances to 1st (single),5 Pete Kozma advances to 3rd (99)Pitching Substitution    32 Matt Gill subs for Seth Miller Pitcher.",1,0,1,,
31,8,Armond Upshaw,BOTTOM,"5 Pete Kozma Scores Unearned (8), 8 Armond Upshawputout (sacrifice fly to center fielder) for out number 2",0,0,,,1
32,27,J.D. Osborne,BOTTOM,"Swinging Strike, Ball, 27 J.D. Osborne putout (flyout to the first baseman in foul territory) for out number 3",1,1,,,1
33,3,Jordan Barth,TOP,"Called Strike, Ball, Ball, 3 Jordan Barth putout (fly out to center field) for out number 1",2,1,,1,
34,11,Jabari Henry,TOP,"Ball, Ball, Called Strike, Foul, Ball, 11 Jabari Henry putout (3-1) for out number 2",3,2,,1,
35,20,Mike Hart,TOP,"Ball, Swinging Strike, Foul, 20 Mike Hart putout (strike out) for out number 3",1,2,,1,
36,14,Jonah Davis,BOTTOM,"Ball, Swinging Strike, Ball, Swinging Strike, Ball, 14 Jonah Davis advances to 1st (walk)",3,2,,,
37,66,Donivan Williams,BOTTOM,"Ball, Ball, Ball, Swinging Strike, Foul, 66 Donivan Williams putout (strike out swinging) for out number 1",3,2,,,1
38,33,Todd Lott,BOTTOM,"Ball, Foul, Ball, 33 Todd Lott advances to 2nd (double), 14 Jonah Davis Scores Earned (33)",2,1,1,,
39,3,Jimmy Kerrigan,BOTTOM,"Foul, Ball, Foul, 33 Todd Lott Scores Earned (3),3 Jimmy Kerrigan Scores Earned (home run)",1,2,1,,
40,5,Pete Kozma,BOTTOM,"Foul, Called Strike, 5 Pete Kozma putout (strike out swinging) for out number 2",0,2,,,1
41,1,Galli Cribbs,BOTTOM,"Jr.     Foul, Swinging Strike, 1 Galli Cribbs Jr. putout (strike out swinging) for out number 3",0,2,,,1
42,5,Trevor Achenbach,TOP,"Swinging Strike, Called Strike, 5 Trevor Achenbachputout (dropped 3rd strike: KS 2-3) for out number 1",0,2,,1,
