Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,1,Wyatt Ulrich,TOP,"Swinging Strike, 1 Wyatt Ulrich putout (4-3) for out number 1",0,1,,1,
2,21,Darnell Sweeney,TOP,"Called Strike, Ball, Foul, Foul, 21 Darnell Sweeney putout (strike out swinging) for out number 2",1,2,,1,
3,3,Jordan Barth,TOP,"Called Strike, Ball, Foul, Foul, Ball, Foul, 3 Jordan Barth putout (6-3) for out number 3",2,2,,1,
4,99,Olivier Basabe,BOTTOM,"Called Strike, Swinging Strike, 99 Olivier Basabeputout (1-3) for out number 1",0,2,,,1
5,8,Armond Upshaw,BOTTOM,"Called Strike, Foul, Ball, 8 Armond Upshaw putout(5-3) for out number 2",1,2,,,1
6,27,J.D. Osborne,BOTTOM,"Ball, Swinging Strike, Ball, Ball, 27 J.D. Osborneputout (fly out to left field) for out number 3",3,1,,,1
7,11,Jabari Henry,TOP,"Swinging Strike, Ball, Swinging Strike, Ball, 11 Jabari Henry putout (strike out swinging) for out number 1",2,2,,1,
8,20,Mike Hart,TOP,"Ball, Called Strike, Ball, 20 Mike Hart putout (3-1) for out number 2",2,1,,1,
9,15,Welington Dotel,TOP,15 Welington Dotel putout (6-3) for out number 3,0,0,,1,
10,14,Jonah Davis,BOTTOM,"Ball, 14 Jonah Davis Scores Earned (home run)",1,0,1,,
11,66,Donivan Williams,BOTTOM,"Called Strike, Ball, Called Strike, 66 Donivan Williams putout (strike out swinging) for out number1",1,2,,,1
12,4,Harrison Smith,BOTTOM,"Ball, Called Strike, Ball, Swinging Strike, 4 Harrison Smith putout (dropped 3rd strike: KS 2-3) forout number 2",2,2,,,1
13,20,Gio Brusa,BOTTOM,"Ball, Called Strike, Foul, 20 Gio Brusa putout (strike out) for out number 3",1,2,,,1
14,16,Hunter Clanin,TOP,"Ball, Ball, Swinging Strike, 16 Hunter Clanin Scores Earned (home run)",2,1,1,,
15,35,Shamoy Christopher,TOP,"Foul, Ball, Swinging Strike, 35 Shamoy Christopherputout (strike out swinging) for out number 1",1,2,,1,
16,0,Osvaldo Martinez,TOP,"Ball, Ball, Called Strike, Foul, Foul, Foul, 0 Osvaldo Martinez putout (fly out to center field) forout number 2",2,2,,1,
17,1,Wyatt Ulrich,TOP,"Ball, Ball, Swinging Strike, 1 Wyatt Ulrich advances to 2nd (double)",2,1,1,,
18,21,Darnell Sweeney,TOP,"Swinging Strike, Ball, Foul, 21 Darnell Sweeney putout (strike out swinging) for out number 3",1,2,,1,
19,5,Pete Kozma,BOTTOM,"Called Strike, Called Strike, Ball, Ball, Foul, 5Pete Kozma putout (6-3) for out number 1",2,2,,,1
20,1,Galli Cribbs,BOTTOM,"Jr.     Ball, Ball, Swinging Strike, Called Strike, 1 Galli Cribbs Jr. putout (strike out) for out number 2",2,2,,,1
21,99,Olivier Basabe,BOTTOM,"Foul, Foul, 99 Olivier Basabe putout (strike out swinging) for out number 3",0,2,,,1
22,3,Jordan Barth,TOP,"Ball, Ball, Foul, Ball, Foul, 3 Jordan Barth advances to 1st (walk)",3,2,,,
