Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,20,Blake Tiberi,TOP,"Foul, Ball, Ball, Called Strike, 20 Blake Tiberi putout (fly out to center field) for out number 1",2,2,,1,
2,17,Thomas Jones,TOP,"Called Strike, Foul, 17 Thomas Jones putout (strike out) for out number 2",0,2,,1,
3,9,Marcus Chiu,TOP,"Called Strike, Swinging Strike, Ball, Ball, Foul,Foul, Foul, Foul, Ball, 9 Marcus Chiu Scores Earned (home run)",3,2,1,,
4,4,Steven Sensley,TOP,"Called Strike, Ball, Foul, Ball, Foul, Ball, 4 Steven Sensley putout (P4) for out number 3",3,2,,1,
5,1,Wyatt Ulrich,BOTTOM,"Called Strike, 1 Wyatt Ulrich putout (fly out to left field) for out number 1",0,1,,,1
6,3,Jordan Barth,BOTTOM,"Called Strike, 3 Jordan Barth advances to 1st (single), 3 Jordan Barth putout (9-6) for out number 2",0,1,1,,1
7,11,Jabari Henry,BOTTOM,"Called Strike, 11 Jabari Henry advances to 2nd (double)",0,1,1,,
8,20,Mike Hart,BOTTOM,"Ball, Foul, Swinging Strike, Ball, Foul, Foul, Ball, 20 Mike Hart advances to 1st (walk)",3,2,,,
9,21,Darnell Sweeney,BOTTOM,"11 Jabari Henry Scores Earned (21), 20 Mike Hart Scores Earned (21), 21 Darnell Sweeney Scores Earned (home run)",0,0,1,,
10,5,Trevor Achenbach,BOTTOM,"Foul, Ball, Foul, Ball, Ball, 5 Trevor Achenbach putout (L6) for out number 3",3,2,,,1
11,25,Curtis Terry,TOP,"Ball, Foul, Foul, Ball, 25 Curtis Terry putout (strike out swinging) for out number 1",2,2,,1,
12,12,Dustin Woodcock,TOP,12 Dustin Woodcock advances to 1st (hit by pitch),0,0,,,
13,13,Brian Rey,TOP,"Ball, 12 Dustin Woodcock putout (5-4) for out number 2, 13 Brian Rey putout (5-4-3 DP) for out number 3",1,0,,1,
14,16,Hunter Clanin,BOTTOM,"Called Strike, Swinging Strike, Ball, Ball, 16 Hunter Clanin advances to 1st (single)",2,2,1,,
15,15,Welington Dotel,BOTTOM,"Ball, 16 Hunter Clanin advances to 2nd (stolen base), Foul, 15 Welington Dotel advances to 1st (single), 16 Hunter Clanin advances to 3rd (15)",1,1,1,,
16,35,Shamoy Christopher,BOTTOM,"Foul, Called Strike, 35 Shamoy Christopher advances to 1st (fielder's choice), 15 Welington Dotel advances to 2nd (35), 35 Shamoy Christopher advancesto 2nd (15), 15 Welington Dotel advances to 3rd (wild pitch), 16 Hunter Clanin Scores Earned (35)",0,2,,,
17,1,Wyatt Ulrich,BOTTOM,"Ball, Ball, Ball, Called Strike, Called Strike, 1Wyatt Ulrich advances to 1st (walk)",3,2,,,
18,3,Jordan Barth,BOTTOM,"Called Strike, Swinging Strike, 3 Jordan Barth advances to 1st (fielder's choice), 35 Shamoy Christopher advances to 3rd (3), 15 Welington Dotel Scores Earned (3), 1 Wyatt Ulrich putout (6U) for out number 1",0,2,,,1
19,11,Jabari Henry,BOTTOM,"Ball, Swinging Strike, Swinging Strike, 11 JabariHenry advances to 2nd (double), 3 Jordan Barth advances to 3rd (11), 35 Shamoy Christopher Scores Earned (11)",1,2,1,,
20,20,Mike Hart,BOTTOM,20 Mike Hart putout (P2) for out number 2,0,0,,,1
21,21,Darnell Sweeney,BOTTOM,"Ball, Called Strike, Ball, Foul, Ball, 21 DarnellSweeney putout (strike out swinging) for out number 3",3,2,,,1
22,15,Kevin Maitan,TOP,"Called Strike, 15 Kevin Maitan putout (3-1) for out number 1",0,1,,1,
23,11,Jaxx Groshans,TOP,"Called Strike, Foul, Ball, Ball, 11 Jaxx Groshansputout (strike out swinging) for out number 2",2,2,,1,
24,20,Blake Tiberi,TOP,"Ball, Called Strike, Ball, Ball, Foul, 20 Blake Tiberi putout (fly out to left field) for out number3",3,2,,1,
25,5,Trevor Achenbach,BOTTOM,"Called Strike, Foul, Ball, 5 Trevor Achenbach advances to 3rd (triple)",1,2,1,,
26,16,Hunter Clanin,BOTTOM,"Called Strike, 5 Trevor Achenbach Scores Earned (16), 16 Hunter Clanin Scores Earned (home run)",0,1,1,,
27,15,Welington Dotel,BOTTOM,"Ball, Foul, Foul, 15 Welington Dotel putout (strike out swinging) for out number 1",1,2,,,1
28,35,Shamoy Christopher,BOTTOM,"Foul, Foul, Ball, 35 Shamoy Christopher putout (5-3) for out number 2",1,2,,,1
29,1,Wyatt Ulrich,BOTTOM,"Swinging Strike, Swinging Strike, Ball, Ball, 1 Wyatt Ulrich putout (4-3) for out number 3",2,2,,,1
30,17,Thomas Jones,TOP,"Called Strike, Swinging Strike, 17 Thomas Jones putout (strike out swinging) for out number 1",0,2,,1,
31,9,Marcus Chiu,TOP,"Foul, Ball, Foul, Ball, 9 Marcus Chiu advances to2nd (double)",2,2,1,,
32,4,Steven Sensley,TOP,"Ball, Ball, Ball, 4 Steven Sensley advances to 1st(walk)",3,0,,,
33,25,Curtis Terry,TOP,"Foul, Called Strike, 25 Curtis Terry putout (P3) for out number 2",0,2,,1,
34,12,Dustin Woodcock,TOP,"Ball, Ball, Swinging Strike, Foul, Ball, 12 DustinWoodcock advances to 1st (walk), 4 Steven Sensleyadvances to 2nd (12), 9 Marcus Chiu advances to 3rd (12)",3,2,,,
35,13,Brian Rey,TOP,"Ball, Foul, Foul, 13 Brian Rey advances to 2nd (double), 9 Marcus Chiu Scores Earned (13), 4 StevenSensley Scores Earned (13), 12 Dustin Woodcock Scores Earned (13)",1,2,1,,
36,15,Kevin Maitan,TOP,"Ball, Swinging Strike, 15 Kevin Maitan putout (flyout to right field) for out number 3",1,1,,1,
