Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
18,15,Welington Dotel,TOP,15 Welington Dotel putout (fly out to right field)for out number 3,0,0,,1,
19,27,Cam Redding,BOTTOM,"Called Strike, Swinging Strike, 27 Cam Redding putout (strike out) for out number 1",0,2,,,1
20,22,Reggie Pruitt,BOTTOM,Jr.   22 Reggie Pruitt Jr. advances to 1st (single to third base),0,0,1,,
21,1,Bryan Torres,BOTTOM,"Ball, Ball, Ball, Called Strike, 1 Bryan Torres advances to 1st (walk), 22 Reggie Pruitt Jr. advances to 2nd (1)",3,1,,,
22,14,Cam Balego,BOTTOM,"Swinging Strike, Ball, Ball, Foul, Foul, 14 Cam Balego putout (fly out to left field) for out number2",2,2,,,1
23,21,Gabriel Cancel,BOTTOM,"Foul, Foul, Ball, 21 Gabriel Cancel putout (3U) for out number 3",1,2,,,1
24,3,Jordan Barth,TOP,"Foul, Foul, 3 Jordan Barth putout (strike out swinging) for out number 1",0,2,,1,
25,20,Mike Hart,TOP,"Called Strike, Foul, 20 Mike Hart putout (strike out swinging) for out number 2",0,2,,1,
26,11,Jabari Henry,TOP,"Swinging Strike, 11 Jabari Henry putout (fly out to right field) for out number 3",0,1,,1,
27,13,Miguel Gomez,BOTTOM,"Called Strike, Called Strike, Ball, Ball, Ball, Foul, Foul, 13 Miguel Gomez putout (strike out swinging) for out number 1",3,2,,,1
28,5,Roy Morales,BOTTOM,"Ball, Ball, Foul, Foul, Foul, 5 Roy Morales advances to 1st (single to left field)",2,2,1,,
29,26,Drew Ward,BOTTOM,"Called Strike, 26 Drew Ward advances to 1st (single to center field), 5 Roy Morales advances to 2nd(26)",0,1,1,,
30,11,Aaron Hill,BOTTOM,"Called Strike, 11 Aaron Hill putout (5 Dp) for outnumber 2, 5 Roy Morales putout (5-4 DP) for out number 3",0,1,,,1
31,1,Wyatt Ulrich,TOP,"Called Strike, Ball, Swinging Strike, Foul, Ball,1 Wyatt Ulrich putout (fly out to center field) for out number 1",2,2,,1,
32,16,Hunter Clanin,TOP,"Called Strike, Foul, Ball, Foul, Ball, Ball, 16 Hunter Clanin advances to 1st (walk)",3,2,,,
33,35,Shamoy Christopher,TOP,"Ball, 35 Shamoy Christopher putout (3 Dp) for outnumber 2, 16 Hunter Clanin putout (3-3 DP) for outnumber 3",1,0,,1,
34,27,Cam Redding,BOTTOM,"Swinging Strike, Ball, Ball, Ball, Called Strike,27 Cam Redding putout (strike out swinging) for out number 1",3,2,,,1
35,22,Reggie Pruitt,BOTTOM,"Jr.   Ball, Swinging Strike, Swinging Strike, Ball, Foul, 22 Reggie Pruitt Jr. advances to 1st (single toright field)",2,2,1,,
36,1,Bryan Torres,BOTTOM,1 Bryan Torres putout (fly out to left field) forout number 2,0,0,,,1
37,14,Cam Balego,BOTTOM,"Pickoff attempt at 1st base (pitcher to first baseman), Ball, 22 Reggie Pruitt Jr. advances to 2nd (stolen base), 14 Cam Balego putout (5-3) for out number 3",1,0,,,1
38,2,Carson Clowers,TOP,"Ball, Ball, 2 Carson Clowers advances to 1st (single to center field)",2,0,1,,
39,21,Darnell Sweeney,TOP,21 Darnell Sweeney putout (fly out to left field)for out number 1,0,0,,1,
40,15,Welington Dotel,TOP,"Called Strike, Called Strike, 15 Welington Dotel putout (strike out swinging) for out number 2",0,2,,1,
41,3,Jordan Barth,TOP,"Foul, Foul, 3 Jordan Barth advances to 1st (singleto center field), 3 Jordan Barth advances to 2nd(3), 2 Carson Clowers advances to 3rd (3)",0,2,1,,
42,20,Mike Hart,TOP,"Ball, Swinging Strike, Swinging Strike, 20 Mike Hart putout (strike out swinging) for out number 3",1,2,,1,
43,21,Gabriel Cancel,BOTTOM,"Ball, Ball, Ball, 21 Gabriel Cancel putout (4-3) for out number 1",3,0,,,1
44,13,Miguel Gomez,BOTTOM,"Called Strike, Ball, Swinging Strike, Foul, 13 Miguel Gomez putout (6-3) for out number 2",1,2,,,1
45,5,Roy Morales,BOTTOM,"Ball, 5 Roy Morales advances to 1st (single to left field)",1,0,1,,
46,26,Drew Ward,BOTTOM,"Ball, 26 Drew Ward advances to 1st (single to right field), 5 Roy Morales advances to 2nd (26)",1,0,1,,
47,11,Aaron Hill,BOTTOM,"Called Strike, Ball, Ball, Called Strike, Ball, Foul, Foul, 11 Aaron Hill putout (fly out to left field) for out number 3",3,2,,,1
48,11,Jabari Henry,TOP,11 Jabari Henry putout (P5) for out number 1,0,0,,1,
49,1,Wyatt Ulrich,TOP,"Called Strike, Ball, Foul, Foul, Foul, Ball, 1 Wyatt Ulrich putout (P5) for out number 2",2,2,,1,
50,16,Hunter Clanin,TOP,"Ball, Ball, Called Strike, Ball, Foul, 16 Hunter Clanin putout (fly out to right field) for out number 3",3,2,,1,
51,27,Cam Redding,BOTTOM,"Swinging Strike, Swinging Strike, Ball, Ball, 27 Cam Redding putout (6-3) for out number 1",2,2,,,1
52,22,Reggie Pruitt,BOTTOM,"Jr.   Called Strike, Foul, Ball, 22 Reggie Pruitt Jr. putout (strike out swinging) for out number 2",1,2,,,1
53,1,Bryan Torres,BOTTOM,"Called Strike, Ball, Foul, 1 Bryan Torres advancesto 1st (error by the right fielder)",1,2,,,
54,14,Cam Balego,BOTTOM,"Ball, 1 Bryan Torres advances to 2nd (stolen base), 14 Cam Balego advances to 1st (hit by pitch)",1,0,,,
55,21,Gabriel Cancel,BOTTOM,"Ball, 21 Gabriel Cancel advances to 3rd (triple toright field), 1 Bryan Torres Scores Unearned (21), 14 Cam Balego Scores Unearned (21)",1,0,1,,
56,13,Miguel Gomez,BOTTOM,"13 Miguel Gomez advances to 1st (single to right field), 21 Gabriel Cancel Scores Unearned (13)",0,0,1,,
57,5,Roy Morales,BOTTOM,"Called Strike, 5 Roy Morales advances to 1st (fielder's choice), 13 Miguel Gomez putout (6-4) for out number 3",0,1,,,1
58,35,Shamoy Christopher,TOP,"Ball, Ball, Ball, 35 Shamoy Christopher advances to 1st (walk)",3,0,,,
59,2,Carson Clowers,TOP,"Called Strike, Swinging Strike, Ball, 2 Carson Clowers advances to 1st (fielder's choice), 35 ShamoyChristopher putout (5-4) for out number 1",1,2,,1,
60,21,Darnell Sweeney,TOP,"Ball, Swinging Strike, Foul, Foul, 21 Darnell Sweeney putout (strike out swinging) for out number 2",1,2,,1,
61,15,Welington Dotel,TOP,"Ball, 2 Carson Clowers advances to 2nd (stolen base), Ball, 15 Welington Dotel advances to 2nd (double to right field), 2 Carson Clowers Scores Earned(15)",2,0,1,,
62,3,Jordan Barth,TOP,"Foul, Ball, Ball, Foul, Ball, Foul, 3 Jordan Barthputout (4-3) for out number 3",3,2,,1,
63,26,Drew Ward,BOTTOM,"Ball, Called Strike, 26 Drew Ward putout (P5) forout number 1",1,1,,,1
64,11,Aaron Hill,BOTTOM,"Ball, Swinging Strike, Ball, Foul, 11 Aaron Hill putout (strike out swinging) for out number 2",2,2,,,1
65,27,Cam Redding,BOTTOM,"Called Strike, Ball, 27 Cam Redding putout (5-3) for out number 3",1,1,,,1
66,20,Mike Hart,TOP,"Ball, Swinging Strike, Ball, Ball, Swinging Strike, 20 Mike Hart advances to 1st (hit by pitch)",3,2,,,
67,11,Jabari Henry,TOP,"Foul, Called Strike, 11 Jabari Henry advances to 1st (fielder's choice), 20 Mike Hart putout (4-6) for out number 1",0,2,,1,
68,1,Wyatt Ulrich,TOP,"Ball, Called Strike, Foul, Ball, Foul, Ball, 1 Wyatt Ulrich putout (strike out swinging) for out number 2",3,2,,1,
69,16,Hunter Clanin,TOP,"Called Strike, Ball, Foul, 16 Hunter Clanin putout(strike out swinging) for out number 3",1,2,,1,
